province,electorialDistrictNumber,district,subdistrict
มหาสารคาม,4,โกสุมพิสัย,ยางท่าแจ้ง
มหาสารคาม,4,โกสุมพิสัย,หนองกุงสวรรค์
มหาสารคาม,4,โกสุมพิสัย,ดอนกลาง
มหาสารคาม,5,กันทรวิชัย,
มหาสารคาม,5,ชื่นชม,
มหาสารคาม,5,เชียงยืน,
มหาสารคาม,5,โกสุมพิสัย,หนองบัว
มหาสารคาม,5,โกสุมพิสัย,แห่ใต้
มหาสารคาม,5,โกสุมพิสัย,เลิงใต้
มหาสารคาม,5,โกสุมพิสัย,เขื่อน
มุกดาหาร,1,ดอนตาล,
มุกดาหาร,1,หว้านใหญ่,
มุกดาหาร,1,เมืองมุกดาหาร,มุกดาหาร
มุกดาหาร,1,เมืองมุกดาหาร,ศรีบุญเรือง
มุกดาหาร,1,เมืองมุกดาหาร,คำอาฮวน
มุกดาหาร,1,เมืองมุกดาหาร,ดงเย็น
มุกดาหาร,1,เมืองมุกดาหาร,บางทรายใหญ่
มุกดาหาร,1,เมืองมุกดาหาร,บ้านโคก
มุกดาหาร,1,เมืองมุกดาหาร,คำป่าหลาย
มุกดาหาร,1,เมืองมุกดาหาร,กุดแข้
มุกดาหาร,1,เมืองมุกดาหาร,นาสีนวน
มุกดาหาร,1,เมืองมุกดาหาร,โพนทราย
มุกดาหาร,2,คำชะอี,
มุกดาหาร,2,ดงหลวง,
มุกดาหาร,2,นิคมคำสร้อย,
มุกดาหาร,2,หนองสูง,
มุกดาหาร,2,เมืองมุกดาหาร,ผึ่งแดด
มุกดาหาร,2,เมืองมุกดาหาร,นาโสก
มุกดาหาร,2,เมืองมุกดาหาร,ดงมอน
ยะลา,1,ยะหา,ยะหา
ยะลา,1,ยะหา,ตาชี
ยะลา,1,ยะหา,บาโงยซิแน
ยะลา,1,เมืองยะลา,สะเตง
ยะลา,1,เมืองยะลา,ยุโป
ยะลา,1,เมืองยะลา,ลิดล
ยะลา,1,เมืองยะลา,ยะลา
ยะลา,1,เมืองยะลา,ท่าสาป
ยะลา,1,เมืองยะลา,ลำใหม่
ยะลา,1,เมืองยะลา,หน้าถ้ำ
ยะลา,1,เมืองยะลา,ลำพะยา
ยะลา,1,เมืองยะลา,พร่อน
ยะลา,1,เมืองยะลา,สะเตงนอก
ยะลา,1,เมืองยะลา,ตาเซะ
ยะลา,2,กาบัง,
ยะลา,2,ยะหา,ละแอ
ยะลา,2,ยะหา,ปะแต
ยะลา,2,ยะหา,บาโร๊ะ
ยะลา,2,ยะหา,กาตอง
ยะลา,2,รามัน,
ยะลา,2,เมืองยะลา,บุดี
ยะลา,2,เมืองยะลา,เปาะเส้ง
ยะลา,2,เมืองยะลา,บันนังสาเรง
ยะลา,3,กรงปินัง,
ยะลา,3,ธารโต,
ยะลา,3,บันนังสตา,
ยะลา,3,เบตง,
ยโสธร,1,คำเขื่อนแก้ว,ทุ่งมน
ยโสธร,1,ทรายมูล,
ยโสธร,1,ป่าติ้ว,ศรีฐาน
ยโสธร,1,ป่าติ้ว,กระจาย
ยโสธร,1,เมืองยโสธร,
ยโสธร,2,คำเขื่อนแก้ว,ลุมพุก
ยโสธร,2,คำเขื่อนแก้ว,ย่อ
ยโสธร,2,คำเขื่อนแก้ว,สงเปือย
ยโสธร,2,คำเขื่อนแก้ว,โพนทัน
ยโสธร,2,คำเขื่อนแก้ว,นาคำ
ยโสธร,2,คำเขื่อนแก้ว,ดงแคนใหญ่
ยโสธร,2,คำเขื่อนแก้ว,กู่จาน
ยโสธร,2,คำเขื่อนแก้ว,นาแก
ยโสธร,2,คำเขื่อนแก้ว,กุดกุง
ยโสธร,2,คำเขื่อนแก้ว,เหล่าไฮ
ยโสธร,2,คำเขื่อนแก้ว,แคนน้อย
ยโสธร,2,คำเขื่อนแก้ว,ดงเจริญ
ยโสธร,2,ค้อวัง,
ยโสธร,2,ป่าติ้ว,โพธิ์ไทร
ยโสธร,2,ป่าติ้ว,โคกนาโก
ยโสธร,2,ป่าติ้ว,เชียงเพ็ง
ยโสธร,2,มหาชนะชัย,
ยโสธร,2,ไทยเจริญ,น้ำคำ
ยโสธร,2,ไทยเจริญ,คำไผ่
ยโสธร,3,กุดชุม,
ยโสธร,3,เลิงนกทา,
ยโสธร,3,ไทยเจริญ,ไทยเจริญ
ยโสธร,3,ไทยเจริญ,ส้มผ่อ
ยโสธร,3,ไทยเจริญ,คำเตย
ระนอง,1,,
ระยอง,2,วังจันทร์,
ระยอง,2,เขาชะเมา,
ระยอง,2,แกลง,
ราชบุรี,1,เมืองราชบุรี,หน้าเมือง
ราชบุรี,1,เมืองราชบุรี,เจดีย์หัก
ราชบุรี,1,เมืองราชบุรี,ดอนตะโก
ราชบุรี,1,เมืองราชบุรี,หนองกลางนา
ราชบุรี,1,เมืองราชบุรี,คุ้งน้ำวน
ราชบุรี,1,เมืองราชบุรี,คุ้งกระถิน
ราชบุรี,1,เมืองราชบุรี,โคกหม้อ
ราชบุรี,1,เมืองราชบุรี,สามเรือน
ราชบุรี,1,เมืองราชบุรี,พิกุลทอง
ราชบุรี,1,เมืองราชบุรี,หินกอง
ราชบุรี,1,เมืองราชบุรี,เขาแร้ง
ราชบุรี,1,เมืองราชบุรี,เกาะพลับพลา
ราชบุรี,1,เมืองราชบุรี,หลุมดิน
ราชบุรี,1,เมืองราชบุรี,บางป่า
ราชบุรี,1,เมืองราชบุรี,พงสวาย
ราชบุรี,1,เมืองราชบุรี,คูบัว
ราชบุรี,1,เมืองราชบุรี,ท่าราบ
ราชบุรี,1,เมืองราชบุรี,บ้านไร่
ราชบุรี,2,บ้านคา,
ราชบุรี,2,ปากท่อ,
ราชบุรี,2,วัดเพลง,
ราชบุรี,2,สวนผึ้ง,
ราชบุรี,2,เมืองราชบุรี,น้ำพุ
ราชบุรี,2,เมืองราชบุรี,ห้วยไผ่
ราชบุรี,2,เมืองราชบุรี,ดอนแร่
ราชบุรี,2,เมืองราชบุรี,อ่างทอง
ราชบุรี,3,จอมบึง,
ราชบุรี,3,โพธาราม,โพธาราม
ราชบุรี,3,โพธาราม,ดอนกระเบื้อง
ราชบุรี,3,โพธาราม,หนองโพ
ราชบุรี,3,โพธาราม,บ้านเลือก
ราชบุรี,3,โพธาราม,คลองตาคต
ราชบุรี,3,โพธาราม,เจ็ดเสมียน
ราชบุรี,3,โพธาราม,คลองข่อย
ราชบุรี,3,โพธาราม,ชำแระ
ราชบุรี,3,โพธาราม,สร้อยฟ้า
ราชบุรี,3,โพธาราม,ท่าชุมพล
ราชบุรี,3,โพธาราม,บางโตนด
ราชบุรี,3,โพธาราม,เตาปูน
ราชบุรี,3,โพธาราม,นางแก้ว
ราชบุรี,3,โพธาราม,ธรรมเสน
ราชบุรี,3,โพธาราม,เขาชะงุ้ม
ราชบุรี,3,โพธาราม,หนองกวาง
ราชบุรี,4,บ้านโป่ง,
ราชบุรี,5,ดำเนินสะดวก,
ราชบุรี,5,บางแพ,
ราชบุรี,5,โพธาราม,บ้านฆ้อง
ราชบุรี,5,โพธาราม,บ้านสิงห์
ราชบุรี,5,โพธาราม,ดอนทราย
ร้อยเอ็ด,1,ศรีสมเด็จ,
ร้อยเอ็ด,1,เมืองร้อยเอ็ด,
ร้อยเอ็ด,2,จังหาร,
ร้อยเอ็ด,2,ธวัชบุรี,ธวัชบุรี
ร้อยเอ็ด,2,ธวัชบุรี,นิเวศน์
ร้อยเอ็ด,2,ธวัชบุรี,หนองพอก
ร้อยเอ็ด,2,ธวัชบุรี,มะอึ
ร้อยเอ็ด,2,ธวัชบุรี,อุ่มเม้า
ร้อยเอ็ด,2,ธวัชบุรี,หนองไผ่
ร้อยเอ็ด,2,ธวัชบุรี,ไพศาล
ร้อยเอ็ด,2,ธวัชบุรี,ธงธานี
ร้อยเอ็ด,2,ธวัชบุรี,บึงนคร
ร้อยเอ็ด,2,เชียงขวัญ,
ร้อยเอ็ด,2,โพธิ์ชัย,
ร้อยเอ็ด,3,หนองพอก,หนองพอก
ร้อยเอ็ด,3,หนองพอก,ภูเขาทอง
ร้อยเอ็ด,3,หนองพอก,บึงงาม
ร้อยเอ็ด,3,หนองพอก,ผาน้ำย้อย
ร้อยเอ็ด,3,หนองพอก,โคกสว่าง
ร้อยเอ็ด,3,หนองพอก,กกโพธิ์
ร้อยเอ็ด,3,หนองพอก,รอบเมือง
ร้อยเอ็ด,3,เมยวดี,
ร้อยเอ็ด,3,โพนทอง,
ร้อยเอ็ด,4,ทุ่งเขาหลวง,
ร้อยเอ็ด,4,ธวัชบุรี,เขวาทุ่ง
ร้อยเอ็ด,4,ธวัชบุรี,เมืองน้อย
ร้อยเอ็ด,4,ธวัชบุรี,ราชธานี
ร้อยเอ็ด,4,หนองพอก,หนองขุ่นใหญ่
ร้อยเอ็ด,4,หนองพอก,ท่าสีดา
ร้อยเอ็ด,4,อาจสามารถ,บ้านแจ้ง
ร้อยเอ็ด,4,อาจสามารถ,โพนเมือง
ร้อยเอ็ด,4,เสลภูมิ,
ร้อยเอ็ด,5,พนมไพร,
ร้อยเอ็ด,5,หนองฮี,
ร้อยเอ็ด,5,อาจสามารถ,อาจสามารถ
ร้อยเอ็ด,5,อาจสามารถ,หน่อม
ร้อยเอ็ด,5,อาจสามารถ,หนองหมื่นถ่าน
ร้อยเอ็ด,5,อาจสามารถ,หนองขาม
ร้อยเอ็ด,5,อาจสามารถ,โหรา
ร้อยเอ็ด,5,อาจสามารถ,หนองบัว
ร้อยเอ็ด,5,อาจสามารถ,ขี้เหล็ก
ร้อยเอ็ด,5,อาจสามารถ,บ้านดู่
ร้อยเอ็ด,5,โพนทราย,
ร้อยเอ็ด,6,จตุรพักตรพิมาน,หัวช้าง
ร้อยเอ็ด,6,จตุรพักตรพิมาน,ดงแดง
ร้อยเอ็ด,6,จตุรพักตรพิมาน,ดงกลาง
ร้อยเอ็ด,6,จตุรพักตรพิมาน,ป่าสังข์
ร้อยเอ็ด,6,จตุรพักตรพิมาน,น้ำใส
ร้อยเอ็ด,6,จตุรพักตรพิมาน,ศรีโคตร
ร้อยเอ็ด,6,สุวรรณภูมิ,
ร้อยเอ็ด,6,เมืองสรวง,
ร้อยเอ็ด,7,จตุรพักตรพิมาน,หนองผือ
ร้อยเอ็ด,7,จตุรพักตรพิมาน,เมืองหงส์
ร้อยเอ็ด,7,จตุรพักตรพิมาน,โคกล่าม
ร้อยเอ็ด,7,จตุรพักตรพิมาน,อีง่อง
ร้อยเอ็ด,7,จตุรพักตรพิมาน,ลิ้นฟ้า
ร้อยเอ็ด,7,จตุรพักตรพิมาน,ดู่น้อย
ร้อยเอ็ด,7,ปทุมรัตต์,
ร้อยเอ็ด,7,เกษตรวิสัย,
ลพบุรี,1,เมืองลพบุรี,เขาสามยอด
ลพบุรี,1,เมืองลพบุรี,ท่าหิน
ลพบุรี,1,เมืองลพบุรี,ทะเลชุบศร
ลพบุรี,1,เมืองลพบุรี,เขาพระงาม
ลพบุรี,1,เมืองลพบุรี,ท่าศาลา
ลพบุรี,1,เมืองลพบุรี,โคกตูม
ลพบุรี,1,เมืองลพบุรี,นิคมสร้างตนเอง
ลพบุรี,1,เมืองลพบุรี,ถนนใหญ่
ลพบุรี,1,เมืองลพบุรี,กกโก
ลพบุรี,1,เมืองลพบุรี,ป่าตาล
ลพบุรี,1,เมืองลพบุรี,ท่าแค
ลพบุรี,2,ท่าวุ้ง,
ลพบุรี,2,บ้านหมี่,
ลพบุรี,2,เมืองลพบุรี,โก่งธนู
ลพบุรี,2,เมืองลพบุรี,โคกกะเทียม
ลพบุรี,2,เมืองลพบุรี,โคกลำพาน
ลพบุรี,2,เมืองลพบุรี,งิ้วราย
ลพบุรี,2,เมืองลพบุรี,ดอนโพธิ์
ลพบุรี,2,เมืองลพบุรี,ตะลุง
ลพบุรี,2,เมืองลพบุรี,บางขันหมาก
ลพบุรี,2,เมืองลพบุรี,บ้านข่อย
ลพบุรี,2,เมืองลพบุรี,ท้ายตลาด
ลพบุรี,2,เมืองลพบุรี,พรหมมาสตร์
ลพบุรี,2,เมืองลพบุรี,โพธิ์เก้าต้น
ลพบุรี,2,เมืองลพบุรี,โพธิ์ตรุ
ลพบุรี,2,เมืองลพบุรี,สี่คลอง
ลพบุรี,3,พัฒนานิคม,
ลพบุรี,3,หนองม่วง,
ลพบุรี,3,โคกสำโรง,
ลพบุรี,4,ชัยบาดาล,
ลพบุรี,4,ท่าหลวง,
ลพบุรี,4,ลำสนธิ,
ลพบุรี,4,สระโบสถ์,
ลพบุรี,4,โคกเจริญ,
ลำปาง,2,งาว,
ลำปาง,2,วังเหนือ,
ลำปาง,2,เมืองปาน,
ลำปาง,2,แจ้ห่ม,
ลำปาง,4,สบปราบ,
ลำปาง,4,เกาะคา,
ลำปาง,4,เถิน,
ลำปาง,4,เสริมงาม,
ลำปาง,4,แม่พริก,
ลำพูน,1,บ้านธิ,
ลำพูน,1,เมืองลำพูน,
ลำพูน,1,แม่ทา,
ลำพูน,2,ทุ่งหัวช้าง,
ลำพูน,2,บ้านโฮ่ง,
ลำพูน,2,ป่าซาง,
ลำพูน,2,ลี้,
ลำพูน,2,เวียงหนองล่อง,
ศรีสะเกษ,1,วังหิน,
ศรีสะเกษ,1,เมืองศรีสะเกษ,
ศรีสะเกษ,2,กันทรารมย์,
ศรีสะเกษ,2,น้ำเกลี้ยง,
ศรีสะเกษ,2,โนนคูณ,
ศรีสะเกษ,3,กันทรลักษ์,ภูเงิน
ศรีสะเกษ,3,พยุห์,
ศรีสะเกษ,3,ศรีรัตนะ,
ศรีสะเกษ,3,เบญจลักษ์,
ศรีสะเกษ,3,ไพรบึง,
ศรีสะเกษ,4,กันทรลักษ์,บึงมะลู
ศรีสะเกษ,4,กันทรลักษ์,กุดเสลา
ศรีสะเกษ,4,กันทรลักษ์,เมือง
ศรีสะเกษ,4,กันทรลักษ์,สังเม็ก
ศรีสะเกษ,4,กันทรลักษ์,น้ำอ้อม
ศรีสะเกษ,4,กันทรลักษ์,ละลาย
ศรีสะเกษ,4,กันทรลักษ์,รุง
ศรีสะเกษ,4,กันทรลักษ์,ตระกาจ
ศรีสะเกษ,4,กันทรลักษ์,จานใหญ่
ศรีสะเกษ,4,กันทรลักษ์,ชำ
ศรีสะเกษ,4,กันทรลักษ์,กระแชง
ศรีสะเกษ,4,กันทรลักษ์,โนนสำราญ
ศรีสะเกษ,4,กันทรลักษ์,หนองหญ้าลาด
ศรีสะเกษ,4,กันทรลักษ์,เสาธงชัย
ศรีสะเกษ,4,กันทรลักษ์,ขนุน
ศรีสะเกษ,4,กันทรลักษ์,สวนกล้วย
ศรีสะเกษ,4,กันทรลักษ์,เวียงเหนือ
ศรีสะเกษ,4,กันทรลักษ์,ทุ่งใหญ่
ศรีสะเกษ,4,กันทรลักษ์,ภูผาหมอก
ศรีสะเกษ,5,ขุขันธ์,ปรือใหญ่
ศรีสะเกษ,5,ขุขันธ์,นิคมพัฒนา
ศรีสะเกษ,5,ขุขันธ์,ศรีตระกูล
ศรีสะเกษ,5,ขุขันธ์,ตาอุด
ศรีสะเกษ,5,ขุนหาญ,
ศรีสะเกษ,5,ภูสิงห์,
ศรีสะเกษ,6,ขุขันธ์,กันทรารมย์
ศรีสะเกษ,6,ขุขันธ์,จะกง
ศรีสะเกษ,6,ขุขันธ์,ใจดี
ศรีสะเกษ,6,ขุขันธ์,ดองกำเม็ด
ศรีสะเกษ,6,ขุขันธ์,โสน
ศรีสะเกษ,6,ขุขันธ์,สะเดาใหญ่
ศรีสะเกษ,6,ขุขันธ์,ห้วยเหนือ
ศรีสะเกษ,6,ขุขันธ์,ห้วยใต้
ศรีสะเกษ,6,ขุขันธ์,หัวเสือ
ศรีสะเกษ,6,ขุขันธ์,ตะเคียน
ศรีสะเกษ,6,ขุขันธ์,โคกเพชร
ศรีสะเกษ,6,ขุขันธ์,ปราสาท
ศรีสะเกษ,6,ขุขันธ์,สำโรงตาเจ็น
ศรีสะเกษ,6,ขุขันธ์,ห้วยสำราญ
ศรีสะเกษ,6,ขุขันธ์,กฤษณา
ศรีสะเกษ,6,ขุขันธ์,ลมศักดิ์
ศรีสะเกษ,6,ขุขันธ์,หนองฉลอง
ศรีสะเกษ,6,ขุขันธ์,ศรีสะอาด
ศรีสะเกษ,6,ปรางค์กู่,พิมาย
ศรีสะเกษ,6,ปรางค์กู่,กู่
ศรีสะเกษ,6,ปรางค์กู่,หนองเชียงทูน
ศรีสะเกษ,6,ปรางค์กู่,สมอ
ศรีสะเกษ,6,ปรางค์กู่,โพธิ์ศรี
ศรีสะเกษ,6,ปรางค์กู่,ดู่
ศรีสะเกษ,6,ปรางค์กู่,สวาย
ศรีสะเกษ,6,ปรางค์กู่,พิมายเหนือ
ศรีสะเกษ,7,ปรางค์กู่,สำโรงปราสาท
ศรีสะเกษ,7,ปรางค์กู่,ตูม
ศรีสะเกษ,7,ห้วยทับทัน,
ศรีสะเกษ,7,อุทุมพรพิสัย,
ศรีสะเกษ,7,เมืองจันทร์,
ศรีสะเกษ,8,บึงบูรพ์,
ศรีสะเกษ,8,ยางชุมน้อย,
ศรีสะเกษ,8,ราษีไศล,
ศรีสะเกษ,8,ศิลาลาด,
ศรีสะเกษ,8,โพธิ์ศรีสุวรรณ,
สกลนคร,1,เมืองสกลนคร,
สกลนคร,2,กุสุมาลย์,
สกลนคร,2,ภูพาน,
สกลนคร,2,เต่างอย,
สกลนคร,2,โคกศรีสุพรรณ,
สกลนคร,2,โพนนาแก้ว,
สกลนคร,3,กุดบาก,
สกลนคร,3,นิคมน้ำอูน,
สกลนคร,3,พังโคน,
สกลนคร,3,วาริชภูมิ,
สกลนคร,3,ส่องดาว,
สกลนคร,4,สว่างแดนดิน,
สกลนคร,4,เจริญศิลป์,
สกลนคร,5,บ้านม่วง,
สกลนคร,5,วานรนิวาส,
สกลนคร,6,คำตากล้า,
สกลนคร,6,พรรณานิคม,
สกลนคร,6,อากาศอำนวย,
สงขลา,1,เมืองสงขลา,
สงขลา,2,หาดใหญ่,หาดใหญ่
สงขลา,2,หาดใหญ่,คลองแห
สงขลา,2,หาดใหญ่,คลองอู่ตะเภา
สงขลา,3,นาหม่อม,
สงขลา,3,หาดใหญ่,คูเต่า
สงขลา,3,หาดใหญ่,ฉลุง
สงขลา,3,หาดใหญ่,ทุ่งใหญ่
สงขลา,3,หาดใหญ่,ท่าข้าม
สงขลา,3,หาดใหญ่,น้ำน้อย
สงขลา,3,หาดใหญ่,ควนลัง
สงขลา,3,หาดใหญ่,ทุ่งตำเสา
สงขลา,3,หาดใหญ่,คอหงส์
สงขลา,4,กระแสสินธุ์,
สงขลา,4,ระโนด,
สงขลา,4,สทิงพระ,
สงขลา,4,สิงหนคร,รำแดง
สงขลา,4,สิงหนคร,วัดขนุน
สงขลา,4,สิงหนคร,ชะแล้
สงขลา,4,สิงหนคร,บางเขียด
สงขลา,4,สิงหนคร,ม่วงงาม
สงขลา,5,ควนเนียง,
สงขลา,5,บางกล่ำ,
สงขลา,5,รัตภูมิ,
สงขลา,5,สิงหนคร,ปากรอ
สงขลา,5,สิงหนคร,ป่าขาด
สงขลา,5,สิงหนคร,ทำนบ
สงขลา,5,สิงหนคร,ชิงโค
สงขลา,5,สิงหนคร,หัวเขา
สงขลา,5,สิงหนคร,สทิงหม้อ
สงขลา,6,คลองหอยโข่ง,
สงขลา,6,สะเดา,สะเดา
สงขลา,6,สะเดา,ปริก
สงขลา,6,สะเดา,พังลา
สงขลา,6,สะเดา,ทุ่งหมอ
สงขลา,6,สะเดา,ท่าโพธิ์
สงขลา,6,สะเดา,ปาดังเบซาร์
สงขลา,6,สะเดา,เขามีเกียรติ
สงขลา,6,หาดใหญ่,พะตง
สงขลา,6,หาดใหญ่,บ้านพรุ
สงขลา,7,นาทวี,
สงขลา,7,สะบ้าย้อย,
สงขลา,7,สะเดา,สำนักแต้ว
สงขลา,7,สะเดา,สำนักขาม
สงขลา,8,จะนะ,
สงขลา,8,เทพา,
สตูล,1,ควนกาหลง,ทุ่งนุ้ย
สตูล,1,ควนโดน,
สตูล,1,เมืองสตูล,
สตูล,2,ควนกาหลง,ควนกาหลง
สตูล,2,ควนกาหลง,อุใดเจริญ
สตูล,2,ทุ่งหว้า,
สตูล,2,ท่าแพ,
สตูล,2,มะนัง,
สตูล,2,ละงู,
สมุทรปราการ,1,เมืองสมุทรปราการ,บางโปรง
สมุทรปราการ,1,เมืองสมุทรปราการ,บางด้วน
สมุทรปราการ,1,เมืองสมุทรปราการ,บางเมือง
สมุทรปราการ,1,เมืองสมุทรปราการ,ท้ายบ้าน
สมุทรปราการ,1,เมืองสมุทรปราการ,ปากน้ำ
สมุทรปราการ,2,เมืองสมุทรปราการ,บางปู
สมุทรปราการ,2,เมืองสมุทรปราการ,บางปูใหม่
สมุทรปราการ,2,เมืองสมุทรปราการ,แพรกษา
สมุทรปราการ,2,เมืองสมุทรปราการ,แพรกษาใหม่
สมุทรปราการ,2,เมืองสมุทรปราการ,ท้ายบ้านใหม่
สมุทรปราการ,3,เมืองสมุทรปราการ,เทพารักษ์
สมุทรปราการ,3,เมืองสมุทรปราการ,สำโรงเหนือ
สมุทรปราการ,3,เมืองสมุทรปราการ,บางเมืองใหม่
สมุทรปราการ,4,บางพลี,บางพลีใหญ่
สมุทรปราการ,4,บางพลี,บางแก้ว
สมุทรปราการ,4,บางพลี,บางปลา
สมุทรปราการ,4,บางพลี,บางโฉลง
สมุทรปราการ,5,บางบ่อ,
สมุทรปราการ,5,บางพลี,หนองปรือ
สมุทรปราการ,5,บางพลี,ราชาเทวะ
สมุทรปราการ,5,บางเสาธง,
สมุทรปราการ,6,พระประแดง,ตลาด
สมุทรปราการ,6,พระประแดง,บางพึ่ง
สมุทรปราการ,6,พระประแดง,บางครุ
สมุทรปราการ,6,พระประแดง,บางหญ้าแพรก
สมุทรปราการ,6,พระประแดง,บางหัวเสือ
สมุทรปราการ,6,พระประแดง,สำโรงใต้
สมุทรปราการ,6,พระประแดง,บางยอ
สมุทรปราการ,6,พระประแดง,บางกะเจ้า
สมุทรปราการ,6,พระประแดง,บางน้ำผึ้ง
สมุทรปราการ,6,พระประแดง,บางกระสอบ
สมุทรปราการ,6,พระประแดง,บางกอบัว
สมุทรปราการ,6,พระประแดง,ทรงคนอง
สมุทรปราการ,6,พระประแดง,สำโรง
สมุทรปราการ,6,พระประแดง,สำโรงกลาง
สมุทรปราการ,7,พระประแดง,บางจาก
สมุทรปราการ,7,พระสมุทรเจดีย์,
สมุทรสงคราม,1,,
สมุทรสาคร,1,เมืองสมุทรสาคร,มหาชัย
สมุทรสาคร,1,เมืองสมุทรสาคร,ท่าฉลอม
สมุทรสาคร,1,เมืองสมุทรสาคร,โกรกกราก
สมุทรสาคร,1,เมืองสมุทรสาคร,บางหญ้าแพรก
สมุทรสาคร,1,เมืองสมุทรสาคร,ท่าทราย
สมุทรสาคร,1,เมืองสมุทรสาคร,คอกกระบือ
สมุทรสาคร,1,เมืองสมุทรสาคร,โคกขาม
สมุทรสาคร,1,เมืองสมุทรสาคร,พันท้ายนรสิงห์
สมุทรสาคร,1,เมืองสมุทรสาคร,บางน้ำจืด
สมุทรสาคร,2,กระทุ่มแบน,อ้อมน้อย
สมุทรสาคร,2,กระทุ่มแบน,สวนหลวง
สมุทรสาคร,2,กระทุ่มแบน,ตลาดกระทุ่มแบน
สมุทรสาคร,2,กระทุ่มแบน,ดอนไก่ดี
สมุทรสาคร,2,กระทุ่มแบน,ท่าไม้
สมุทรสาคร,2,กระทุ่มแบน,แคราย
สมุทรสาคร,2,กระทุ่มแบน,คลองมะเดื่อ
สมุทรสาคร,2,เมืองสมุทรสาคร,นาดี
สมุทรสาคร,3,กระทุ่มแบน,บางยาง
สมุทรสาคร,3,กระทุ่มแบน,หนองนกไข่
สมุทรสาคร,3,กระทุ่มแบน,ท่าเสา
สมุทรสาคร,3,บ้านแพ้ว,
สมุทรสาคร,3,เมืองสมุทรสาคร,นาโคก
สมุทรสาคร,3,เมืองสมุทรสาคร,กาหลง
สมุทรสาคร,3,เมืองสมุทรสาคร,บางโทรัด
สมุทรสาคร,3,เมืองสมุทรสาคร,บ้านบ่อ
สมุทรสาคร,3,เมืองสมุทรสาคร,ชัยมงคล
สมุทรสาคร,3,เมืองสมุทรสาคร,บางกระเจ้า
สมุทรสาคร,3,เมืองสมุทรสาคร,บ้านเกาะ
สมุทรสาคร,3,เมืองสมุทรสาคร,ท่าจีน
สระบุรี,1,พระพุทธบาท,
สระบุรี,1,เฉลิมพระเกียรติ,
สระบุรี,1,เมืองสระบุรี,
สระบุรี,2,มวกเหล็ก,
สระบุรี,2,วังม่วง,
สระบุรี,2,วิหารแดง,
สระบุรี,2,แก่งคอย,
สระบุรี,3,ดอนพุด,
สระบุรี,3,บ้านหมอ,
สระบุรี,3,หนองแค,
สระบุรี,3,หนองแซง,
สระบุรี,3,หนองโดน,
สระบุรี,3,เสาไห้,
สระแก้ว,1,วังน้ำเย็น,ทุ่งมหาเจริญ
สระแก้ว,1,เขาฉกรรจ์,
สระแก้ว,1,เมืองสระแก้ว,
สระแก้ว,2,คลองหาด,
สระแก้ว,2,วังน้ำเย็น,วังน้ำเย็น
สระแก้ว,2,วังน้ำเย็น,ตาหลังใน
สระแก้ว,2,วังน้ำเย็น,คลองหินปูน
สระแก้ว,2,วังสมบูรณ์,
สระแก้ว,2,วัฒนานคร,วัฒนานคร
สระแก้ว,2,วัฒนานคร,ท่าเกวียน
สระแก้ว,2,วัฒนานคร,ผักขะ
สระแก้ว,2,วัฒนานคร,โนนหมากเค็ง
สระแก้ว,2,วัฒนานคร,หนองน้ำใส
สระแก้ว,2,วัฒนานคร,หนองแวง
สระแก้ว,2,วัฒนานคร,หนองหมากฝ้าย
สระแก้ว,2,วัฒนานคร,หนองตะเคียนบอน
สระแก้ว,2,วัฒนานคร,ห้วยโจด
สระแก้ว,3,ตาพระยา,
สระแก้ว,3,วัฒนานคร,ช่องกุ่ม
สระแก้ว,3,วัฒนานคร,แซร์ออ
สระแก้ว,3,อรัญประเทศ,
สระแก้ว,3,โคกสูง,
สิงห์บุรี,1,,
สุพรรณบุรี,1,บางปลาม้า,จรเข้ใหญ่
สุพรรณบุรี,1,บางปลาม้า,โคกคราม
สุพรรณบุรี,1,บางปลาม้า,บางปลาม้า
สุพรรณบุรี,1,บางปลาม้า,องครักษ์
สุพรรณบุรี,1,บางปลาม้า,ตะค่า
สุพรรณบุรี,1,บางปลาม้า,วัดดาว
สุพรรณบุรี,1,บางปลาม้า,บ้านแหลม
สุพรรณบุรี,1,บางปลาม้า,ไผ่กองดิน
สุพรรณบุรี,1,เมืองสุพรรณบุรี,
สุพรรณบุรี,2,บางปลาม้า,บางใหญ่
สุพรรณบุรี,2,บางปลาม้า,กฤษณา
สุพรรณบุรี,2,บางปลาม้า,สาลี
สุพรรณบุรี,2,บางปลาม้า,มะขามล้ม
สุพรรณบุรี,2,บางปลาม้า,วังน้ำเย็น
สุพรรณบุรี,2,บางปลาม้า,วัดโบสถ์
สุพรรณบุรี,2,สองพี่น้อง,
สุพรรณบุรี,2,อู่ทอง,เจดีย์
สุพรรณบุรี,2,อู่ทอง,กระจัน
สุพรรณบุรี,2,อู่ทอง,จรเข้สามพัน
สุพรรณบุรี,2,อู่ทอง,ยุ้งทะลาย
สุพรรณบุรี,2,อู่ทอง,บ้านดอน
สุพรรณบุรี,2,อู่ทอง,สระยายโสม
สุพรรณบุรี,2,อู่ทอง,ดอนมะเกลือ
สุพรรณบุรี,2,อู่ทอง,สระพังลาน
สุพรรณบุรี,3,ดอนเจดีย์,ไร่รถ
สุพรรณบุรี,3,ดอนเจดีย์,ดอนเจดีย์
สุพรรณบุรี,3,ดอนเจดีย์,หนองสาหร่าย
