province,electorialDistrictNumber,district,subdistrict
นครราชสีมา,7,พิมาย,โบสถ์
นครราชสีมา,7,พิมาย,รังกาใหญ่
นครราชสีมา,7,พิมาย,นิคมสร้างตนเอง
นครราชสีมา,7,พิมาย,กระชอน
นครราชสีมา,7,พิมาย,ดงใหญ่
นครราชสีมา,7,พิมาย,ธารละหลอด
นครราชสีมา,7,พิมาย,หนองระเวียง
นครราชสีมา,8,จักราช,
นครราชสีมา,8,ห้วยแถลง,
นครราชสีมา,8,เฉลิมพระเกียรติ,
นครราชสีมา,9,หนองบุญมาก,
นครราชสีมา,9,เมืองนครราชสีมา,หัวทะเล
นครราชสีมา,9,เมืองนครราชสีมา,หนองระเวียง
นครราชสีมา,9,เมืองนครราชสีมา,พะเนา
นครราชสีมา,9,โชคชัย,
นครราชสีมา,10,ครบุรี,
นครราชสีมา,10,วังน้ำเขียว,วังน้ำเขียว
นครราชสีมา,10,วังน้ำเขียว,ไทยสามัคคี
นครราชสีมา,10,เสิงสาง,
นครราชสีมา,11,ปักธงชัย,
นครราชสีมา,11,ปากช่อง,วังกะทะ
นครราชสีมา,11,วังน้ำเขียว,วังหมี
นครราชสีมา,11,วังน้ำเขียว,ระเริง
นครราชสีมา,11,วังน้ำเขียว,อุดมทรัพย์
นครราชสีมา,11,เมืองนครราชสีมา,หนองบัวศาลา
นครราชสีมา,11,เมืองนครราชสีมา,ไชยมงคล
นครราชสีมา,12,ปากช่อง,ปากช่อง
นครราชสีมา,12,ปากช่อง,กลางดง
นครราชสีมา,12,ปากช่อง,จันทึก
นครราชสีมา,12,ปากช่อง,หมูสี
นครราชสีมา,12,ปากช่อง,หนองสาหร่าย
นครราชสีมา,12,ปากช่อง,ขนงพระ
นครราชสีมา,12,ปากช่อง,โป่งตาลอง
นครราชสีมา,12,ปากช่อง,คลองม่วง
นครราชสีมา,12,ปากช่อง,หนองน้ำแดง
นครราชสีมา,12,ปากช่อง,วังไทร
นครราชสีมา,12,ปากช่อง,พญาเย็น
นครราชสีมา,13,ด่านขุนทด,
นครราชสีมา,13,สีคิ้ว,บ้านหัน
นครราชสีมา,13,สีคิ้ว,กฤษณา
นครราชสีมา,13,สีคิ้ว,กุดน้อย
นครราชสีมา,13,สีคิ้ว,วังโรงใหญ่
นครราชสีมา,13,สีคิ้ว,ดอนเมือง
นครราชสีมา,13,สีคิ้ว,หนองบัวน้อย
นครราชสีมา,13,เทพารักษ์,
นครราชสีมา,14,ขามสะแกแสง,
นครราชสีมา,14,คง,เมืองคง
นครราชสีมา,14,คง,คูขาด
นครราชสีมา,14,คง,บ้านปรางค์
นครราชสีมา,14,คง,หนองมะนาว
นครราชสีมา,14,คง,หนองบัว
นครราชสีมา,14,คง,โนนเต็ง
นครราชสีมา,14,คง,ดอนใหญ่
นครราชสีมา,14,พระทองคำ,
นครราชสีมา,14,โนนไทย,โนนไทย
นครราชสีมา,14,โนนไทย,ค้างพลู
นครราชสีมา,14,โนนไทย,บ้านวัง
นครราชสีมา,14,โนนไทย,บัลลังก์
นครราชสีมา,14,โนนไทย,สายออ
นครศรีธรรมราช,2,ปากพนัง,
นครศรีธรรมราช,2,หัวไทร,
นครศรีธรรมราช,2,เชียรใหญ่,
นครศรีธรรมราช,3,จุฬาภรณ์,
นครศรีธรรมราช,3,ชะอวด,
นครศรีธรรมราช,3,พระพรหม,
นครศรีธรรมราช,3,เฉลิมพระเกียรติ,
นครศรีธรรมราช,4,ทุ่งสง,
นครศรีธรรมราช,4,บางขัน,
นครศรีธรรมราช,5,ฉวาง,
นครศรีธรรมราช,5,ถ้ำพรรณรา,
นครศรีธรรมราช,5,ทุ่งใหญ่,
นครศรีธรรมราช,5,พิปูน,
นครศรีธรรมราช,6,ช้างกลาง,
นครศรีธรรมราช,6,นาบอน,
นครศรีธรรมราช,6,ร่อนพิบูลย์,
นครศรีธรรมราช,6,ลานสกา,
นครศรีธรรมราช,7,ท่าศาลา,
นครศรีธรรมราช,7,เมืองนครศรีธรรมราช,ในเมือง
นครศรีธรรมราช,7,เมืองนครศรีธรรมราช,ท่าวัง
นครศรีธรรมราช,7,เมืองนครศรีธรรมราช,คลัง
นครศรีธรรมราช,7,เมืองนครศรีธรรมราช,นาทราย
นครศรีธรรมราช,7,เมืองนครศรีธรรมราช,กำแพงเซา
นครศรีธรรมราช,7,เมืองนครศรีธรรมราช,นาเคียน
นครศรีธรรมราช,7,เมืองนครศรีธรรมราช,ท่างิ้ว
นครศรีธรรมราช,7,เมืองนครศรีธรรมราช,ปากพูน
นครศรีธรรมราช,8,ขนอม,
นครศรีธรรมราช,8,นบพิตำ,
นครศรีธรรมราช,8,พรหมคีรี,
นครศรีธรรมราช,8,สิชล,
นครสวรรค์,1,ลาดยาว,หนองยาว
นครสวรรค์,1,เก้าเลี้ยว,มหาโพธิ
นครสวรรค์,1,เมืองนครสวรรค์,นครสวรรค์ตก
นครสวรรค์,1,เมืองนครสวรรค์,นครสวรรค์ออก
นครสวรรค์,1,เมืองนครสวรรค์,แควใหญ่
นครสวรรค์,1,เมืองนครสวรรค์,ปากน้ำโพ
นครสวรรค์,1,เมืองนครสวรรค์,วัดไทรย์
นครสวรรค์,1,เมืองนครสวรรค์,บางม่วง
นครสวรรค์,1,เมืองนครสวรรค์,บ้านมะเกลือ
นครสวรรค์,1,เมืองนครสวรรค์,บ้านแก่ง
นครสวรรค์,1,เมืองนครสวรรค์,หนองกรด
นครสวรรค์,1,เมืองนครสวรรค์,หนองกระโดน
นครสวรรค์,1,เมืองนครสวรรค์,บึงเสนาท
นครสวรรค์,2,ชุมแสง,ทับกฤชใต้
นครสวรรค์,2,พยุหะคีรี,
นครสวรรค์,2,เมืองนครสวรรค์,กลางแดด
นครสวรรค์,2,เมืองนครสวรรค์,เกรียงไกร
นครสวรรค์,2,เมืองนครสวรรค์,แควใหญ่
นครสวรรค์,2,เมืองนครสวรรค์,ตะเคียนเลื่อน
นครสวรรค์,2,เมืองนครสวรรค์,นครสวรรค์ตก
นครสวรรค์,2,เมืองนครสวรรค์,นครสวรรค์ออก
นครสวรรค์,2,เมืองนครสวรรค์,บางพระหลวง
นครสวรรค์,2,เมืองนครสวรรค์,พระนอน
นครสวรรค์,2,เมืองนครสวรรค์,วัดไทรย์
นครสวรรค์,2,เมืองนครสวรรค์,หนองปลิง
นครสวรรค์,2,โกรกพระ,
นครสวรรค์,3,ชุมแสง,ชุมแสง
นครสวรรค์,3,ชุมแสง,ทับกฤช
นครสวรรค์,3,ชุมแสง,พิกุล
นครสวรรค์,3,ชุมแสง,เกยไชย
นครสวรรค์,3,ชุมแสง,ท่าไม้
นครสวรรค์,3,ชุมแสง,บางเคียน
นครสวรรค์,3,ชุมแสง,หนองกระเจา
นครสวรรค์,3,ชุมแสง,พันลาน
นครสวรรค์,3,ชุมแสง,โคกหม้อ
นครสวรรค์,3,ชุมแสง,ไผ่สิงห์
นครสวรรค์,3,ชุมแสง,ฆะมัง
นครสวรรค์,3,บรรพตพิสัย,
นครสวรรค์,3,เก้าเลี้ยว,เก้าเลี้ยว
นครสวรรค์,3,เก้าเลี้ยว,หนองเต่า
นครสวรรค์,3,เก้าเลี้ยว,เขาดิน
นครสวรรค์,3,เก้าเลี้ยว,หัวดง
นครสวรรค์,4,ท่าตะโก,
นครสวรรค์,4,หนองบัว,
นครสวรรค์,4,ไพศาลี,โคกเดื่อ
นครสวรรค์,4,ไพศาลี,วังน้ำลัด
นครสวรรค์,4,ไพศาลี,วังข่อย
นครสวรรค์,4,ไพศาลี,นาขอม
นครสวรรค์,4,ไพศาลี,ไพศาลี
นครสวรรค์,5,ตากฟ้า,
นครสวรรค์,5,ตาคลี,
นครสวรรค์,5,ไพศาลี,ตะคร้อ
นครสวรรค์,5,ไพศาลี,สำโรงชัย
นครสวรรค์,5,ไพศาลี,โพธิ์ประสาท
นครสวรรค์,6,ชุมตาบง,
นครสวรรค์,6,ลาดยาว,ลาดยาว
นครสวรรค์,6,ลาดยาว,ห้วยน้ำหอม
นครสวรรค์,6,ลาดยาว,วังม้า
นครสวรรค์,6,ลาดยาว,วังเมือง
นครสวรรค์,6,ลาดยาว,สร้อยละคร
นครสวรรค์,6,ลาดยาว,มาบแก
นครสวรรค์,6,ลาดยาว,หนองนมวัว
นครสวรรค์,6,ลาดยาว,บ้านไร่
นครสวรรค์,6,ลาดยาว,เนินขี้เหล็ก
นครสวรรค์,6,ลาดยาว,ศาลเจ้าไก่ต่อ
นครสวรรค์,6,ลาดยาว,สระแก้ว
นครสวรรค์,6,แม่วงก์,
นครสวรรค์,6,แม่เปิน,
นนทบุรี,1,ปากเกร็ด,บางพลับ
นนทบุรี,1,ปากเกร็ด,อ้อมเกร็ด
นนทบุรี,1,ปากเกร็ด,เกาะเกร็ด
นนทบุรี,1,ปากเกร็ด,ท่าอิฐ
นนทบุรี,1,เมืองนนทบุรี,ท่าทราย
นนทบุรี,1,เมืองนนทบุรี,บางกระสอ
นนทบุรี,1,เมืองนนทบุรี,บางเขน
นนทบุรี,2,เมืองนนทบุรี,สวนใหญ่
นนทบุรี,2,เมืองนนทบุรี,ตลาดขวัญ
นนทบุรี,2,เมืองนนทบุรี,บางไผ่
นนทบุรี,2,เมืองนนทบุรี,บางศรีเมือง
นนทบุรี,2,เมืองนนทบุรี,บางกร่าง
นนทบุรี,2,เมืองนนทบุรี,ไทรม้า
นนทบุรี,2,เมืองนนทบุรี,บางรักน้อย
นนทบุรี,3,บางกรวย,
นนทบุรี,3,บางใหญ่,บ้านใหม่
นนทบุรี,3,บางใหญ่,บางแม่นาง
นนทบุรี,3,บางใหญ่,บางใหญ่
นนทบุรี,4,ปากเกร็ด,ปากเกร็ด
นนทบุรี,4,ปากเกร็ด,บางตลาด
นนทบุรี,4,ปากเกร็ด,บ้านใหม่
นนทบุรี,4,ปากเกร็ด,บางพูด
นนทบุรี,4,ปากเกร็ด,บางตะไนย์
นนทบุรี,4,ปากเกร็ด,คลองพระอุดม
นนทบุรี,4,ปากเกร็ด,คลองข่อย
นนทบุรี,4,ปากเกร็ด,คลองเกลือ
นนทบุรี,5,บางบัวทอง,พิมลราช
นนทบุรี,5,บางบัวทอง,โสนลอย
นนทบุรี,5,บางบัวทอง,บางรักพัฒนา
นนทบุรี,5,บางบัวทอง,บางรักใหญ่
นนทบุรี,5,บางใหญ่,บางม่วง
นนทบุรี,5,บางใหญ่,บางเลน
นนทบุรี,5,บางใหญ่,เสาธงหิน
นนทบุรี,6,บางบัวทอง,บางบัวทอง
นนทบุรี,6,บางบัวทอง,บางคูรัด
นนทบุรี,6,บางบัวทอง,ละหาร
นนทบุรี,6,บางบัวทอง,ลำโพ
นนทบุรี,6,ไทรน้อย,
นราธิวาส,1,ตากใบ,
นราธิวาส,1,เมืองนราธิวาส,
นราธิวาส,2,สุไหงปาดี,
นราธิวาส,2,สุไหงโก-ลก,
นราธิวาส,2,แว้ง,
นราธิวาส,3,จะแนะ,
นราธิวาส,3,ระแงะ,
นราธิวาส,3,สุคิริน,
นราธิวาส,3,เจาะไอร้อง,
นราธิวาส,4,บาเจาะ,
นราธิวาส,4,ยี่งอ,
นราธิวาส,4,รือเสาะ,
นราธิวาส,4,ศรีสาคร,
น่าน,1,ท่าวังผา,
น่าน,1,ภูเพียง,
น่าน,1,เมืองน่าน,
น่าน,2,นาน้อย,
น่าน,2,นาหมื่น,
น่าน,2,บ้านหลวง,
น่าน,2,สันติสุข,
น่าน,2,เวียงสา,
น่าน,2,แม่จริม,
น่าน,3,ทุ่งช้าง,
น่าน,3,บ่อเกลือ,
น่าน,3,ปัว,
น่าน,3,สองแคว,
น่าน,3,เฉลิมพระเกียรติ,
น่าน,3,เชียงกลาง,
บึงกาฬ,1,บุ่งคล้า,
บึงกาฬ,1,ปากคาด,
บึงกาฬ,1,เมืองบึงกาฬ,
บึงกาฬ,1,โซ่พิสัย,
บึงกาฬ,2,บึงโขงหลง,
บึงกาฬ,2,พรเจริญ,
บึงกาฬ,2,ศรีวิไล,
บึงกาฬ,2,เซกา,
บุรีรัมย์,1,เมืองบุรีรัมย์,ในเมือง
บุรีรัมย์,1,เมืองบุรีรัมย์,อิสาณ
บุรีรัมย์,1,เมืองบุรีรัมย์,เสม็ด
บุรีรัมย์,1,เมืองบุรีรัมย์,บ้านบัว
บุรีรัมย์,1,เมืองบุรีรัมย์,สะแกโพรง
บุรีรัมย์,1,เมืองบุรีรัมย์,สวายจีก
บุรีรัมย์,1,เมืองบุรีรัมย์,บ้านยาง
บุรีรัมย์,1,เมืองบุรีรัมย์,พระครู
บุรีรัมย์,1,เมืองบุรีรัมย์,หนองตาด
บุรีรัมย์,1,เมืองบุรีรัมย์,ลุมปุ๊ก
บุรีรัมย์,1,เมืองบุรีรัมย์,สองห้อง
บุรีรัมย์,1,เมืองบุรีรัมย์,ชุมเห็ด
บุรีรัมย์,1,เมืองบุรีรัมย์,หลักเขต
บุรีรัมย์,1,เมืองบุรีรัมย์,สะแกซำ
บุรีรัมย์,1,เมืองบุรีรัมย์,กระสัง
บุรีรัมย์,1,เมืองบุรีรัมย์,เมืองฝาง
บุรีรัมย์,2,บ้านด่าน,
บุรีรัมย์,2,สตึก,
บุรีรัมย์,2,เมืองบุรีรัมย์,บัวทอง
บุรีรัมย์,2,เมืองบุรีรัมย์,ถลุงเหล็ก
บุรีรัมย์,2,เมืองบุรีรัมย์,กลันทา
บุรีรัมย์,2,แคนดง,
บุรีรัมย์,3,คูเมือง,
บุรีรัมย์,3,นาโพธิ์,
บุรีรัมย์,3,บ้านใหม่ไชยพจน์,
บุรีรัมย์,3,พุทไธสง,
บุรีรัมย์,3,ลำปลายมาศ,โคกสะอาด
บุรีรัมย์,3,ลำปลายมาศ,เมืองแฝก
บุรีรัมย์,4,ชำนิ,
บุรีรัมย์,4,ลำปลายมาศ,ลำปลายมาศ
บุรีรัมย์,4,ลำปลายมาศ,หนองคู
บุรีรัมย์,4,ลำปลายมาศ,แสลงพัน
บุรีรัมย์,4,ลำปลายมาศ,ทะเมนชัย
บุรีรัมย์,4,ลำปลายมาศ,ตลาดโพธิ์
บุรีรัมย์,4,ลำปลายมาศ,หนองกะทิง
บุรีรัมย์,4,ลำปลายมาศ,โคกกลาง
บุรีรัมย์,4,ลำปลายมาศ,บ้านยาง
บุรีรัมย์,4,ลำปลายมาศ,ผไทรินทร์
บุรีรัมย์,4,ลำปลายมาศ,โคกล่าม
บุรีรัมย์,4,ลำปลายมาศ,หินโคน
บุรีรัมย์,4,ลำปลายมาศ,หนองบัวโคก
บุรีรัมย์,4,ลำปลายมาศ,บุโพธิ์
บุรีรัมย์,4,ลำปลายมาศ,หนองโดน
บุรีรัมย์,4,หนองหงส์,
บุรีรัมย์,5,กระสัง,
บุรีรัมย์,5,ประโคนชัย,ไพศาล
บุรีรัมย์,5,พลับพลาชัย,
บุรีรัมย์,5,ห้วยราช,
บุรีรัมย์,6,นางรอง,นางรอง
บุรีรัมย์,6,นางรอง,สะเดา
บุรีรัมย์,6,นางรอง,หนองโบสถ์
บุรีรัมย์,6,นางรอง,หนองกง
บุรีรัมย์,6,นางรอง,ถนนหัก
บุรีรัมย์,6,นางรอง,หนองไทร
บุรีรัมย์,6,นางรอง,ก้านเหลือง
บุรีรัมย์,6,นางรอง,บ้านสิงห์
บุรีรัมย์,6,นางรอง,ลำไทรโยง
บุรีรัมย์,6,นางรอง,หนองยายพิมพ์
บุรีรัมย์,6,นางรอง,หัวถนน
บุรีรัมย์,6,นางรอง,ทุ่งแสงทอง
บุรีรัมย์,6,นางรอง,หนองโสน
บุรีรัมย์,6,หนองกี่,
บุรีรัมย์,6,โนนสุวรรณ,
บุรีรัมย์,7,บ้านกรวด,
บุรีรัมย์,7,ประโคนชัย,ประโคนชัย
บุรีรัมย์,7,ประโคนชัย,แสลงโทน
บุรีรัมย์,7,ประโคนชัย,บ้านไทร
บุรีรัมย์,7,ประโคนชัย,ละเวี้ย
บุรีรัมย์,7,ประโคนชัย,จรเข้มาก
บุรีรัมย์,7,ประโคนชัย,ปังกู
บุรีรัมย์,7,ประโคนชัย,โคกย่าง
บุรีรัมย์,7,ประโคนชัย,โคกม้า
บุรีรัมย์,7,ประโคนชัย,ตะโกตาพิ
บุรีรัมย์,7,ประโคนชัย,เขาคอก
บุรีรัมย์,7,ประโคนชัย,หนองบอน
บุรีรัมย์,7,ประโคนชัย,โคกมะขาม
บุรีรัมย์,7,ประโคนชัย,โคกตูม
บุรีรัมย์,7,ประโคนชัย,ประทัดบุ
บุรีรัมย์,7,ประโคนชัย,สี่เหลี่ยม
บุรีรัมย์,8,นางรอง,ทรัพย์พระยา
บุรีรัมย์,8,นางรอง,ชุมแสง
บุรีรัมย์,8,ปะคำ,
บุรีรัมย์,8,ละหานทราย,
บุรีรัมย์,8,เฉลิมพระเกียรติ,
บุรีรัมย์,8,โนนดินแดง,
ปทุมธานี,1,ลาดหลุมแก้ว,
ปทุมธานี,1,เมืองปทุมธานี,บางปรอก
ปทุมธานี,1,เมืองปทุมธานี,บ้านฉาง
ปทุมธานี,1,เมืองปทุมธานี,บางขะแยง
ปทุมธานี,1,เมืองปทุมธานี,บางคูวัด
ปทุมธานี,1,เมืองปทุมธานี,บางหลวง
ปทุมธานี,1,เมืองปทุมธานี,บางเดื่อ
ปทุมธานี,1,เมืองปทุมธานี,บ้านใหม่
ปทุมธานี,1,เมืองปทุมธานี,บางกะดี
ปทุมธานี,4,ธัญบุรี,ประชาธิปัตย์
ปทุมธานี,4,ลำลูกกา,คูคต
ปทุมธานี,5,ธัญบุรี,บึงยี่โถ
ปทุมธานี,5,ลำลูกกา,ลาดสวาย
ปทุมธานี,5,ลำลูกกา,บึงคำพร้อย
ปทุมธานี,5,ลำลูกกา,ลำลูกกา
ปทุมธานี,5,ลำลูกกา,บึงทองหลาง
ปทุมธานี,5,ลำลูกกา,ลำไทร
ปทุมธานี,5,ลำลูกกา,บึงคอไห
ปทุมธานี,5,ลำลูกกา,พืชอุดม
ปทุมธานี,6,คลองหลวง,คลองห้า
ปทุมธานี,6,คลองหลวง,คลองหก
ปทุมธานี,6,คลองหลวง,คลองเจ็ด
ปทุมธานี,6,ธัญบุรี,รังสิต
ปทุมธานี,6,ธัญบุรี,ลำผักกูด
ปทุมธานี,6,ธัญบุรี,บึงสนั่น
ปทุมธานี,6,ธัญบุรี,บึงน้ำรักษ์
ปทุมธานี,6,หนองเสือ,
ประจวบคีรีขันธ์,1,กุยบุรี,
ประจวบคีรีขันธ์,1,สามร้อยยอด,
ประจวบคีรีขันธ์,1,เมืองประจวบคีรีขันธ์,
ประจวบคีรีขันธ์,2,ปราณบุรี,
ประจวบคีรีขันธ์,2,หัวหิน,
ประจวบคีรีขันธ์,3,ทับสะแก,
ประจวบคีรีขันธ์,3,บางสะพาน,
ประจวบคีรีขันธ์,3,บางสะพานน้อย,
ปราจีนบุรี,1,บ้านสร้าง,
ปราจีนบุรี,1,ศรีมโหสถ,
ปราจีนบุรี,1,เมืองปราจีนบุรี,
ปราจีนบุรี,2,กบินทร์บุรี,ลาดตะเคียน
ปราจีนบุรี,2,กบินทร์บุรี,หาดนางแก้ว
ปราจีนบุรี,2,กบินทร์บุรี,วังดาล
ปราจีนบุรี,2,กบินทร์บุรี,นนทรี
ปราจีนบุรี,2,กบินทร์บุรี,นาแขม
ปราจีนบุรี,2,ประจันตคาม,
ปราจีนบุรี,2,ศรีมหาโพธิ,
ปราจีนบุรี,3,กบินทร์บุรี,กบินทร์
ปราจีนบุรี,3,กบินทร์บุรี,เมืองเก่า
ปราจีนบุรี,3,กบินทร์บุรี,ย่านรี
ปราจีนบุรี,3,กบินทร์บุรี,วังตะเคียน
ปราจีนบุรี,3,กบินทร์บุรี,บ้านนา
ปราจีนบุรี,3,กบินทร์บุรี,บ่อทอง
ปราจีนบุรี,3,กบินทร์บุรี,หนองกี่
ปราจีนบุรี,3,กบินทร์บุรี,เขาไม้แก้ว
ปราจีนบุรี,3,กบินทร์บุรี,วังท่าช้าง
ปราจีนบุรี,3,นาดี,
ปัตตานี,1,ยะหริ่ง,บางปู
ปัตตานี,1,ยะหริ่ง,แหลมโพธิ์
ปัตตานี,1,ยะหริ่ง,ตะโละกาโปร์
ปัตตานี,1,ยะหริ่ง,ยามู
ปัตตานี,1,ยะหริ่ง,ราตาปันยัง
ปัตตานี,1,ยะหริ่ง,ตาแกะ
ปัตตานี,1,ยะหริ่ง,ปิยามุมัง
ปัตตานี,1,ยะหริ่ง,ตะโละ
ปัตตานี,1,ยะหริ่ง,ตาลีอายร์
ปัตตานี,1,ยะหริ่ง,ปุลากง
ปัตตานี,1,เมืองปัตตานี,
ปัตตานี,2,หนองจิก,
ปัตตานี,2,แม่ลาน,
ปัตตานี,2,โคกโพธิ์,
ปัตตานี,3,กะพ้อ,
ปัตตานี,3,ปะนาเระ,
ปัตตานี,3,ยะหริ่ง,ตันหยงดาลอ
ปัตตานี,3,ยะหริ่ง,ตันหยงจึงงา
ปัตตานี,3,ยะหริ่ง,ตอหลัง
ปัตตานี,3,ยะหริ่ง,หนองแรต
ปัตตานี,3,ยะหริ่ง,บาโลย
ปัตตานี,3,ยะหริ่ง,สาบัน
ปัตตานี,3,ยะหริ่ง,มะนังยง
ปัตตานี,3,ยะหริ่ง,จะรัง
ปัตตานี,3,สายบุรี,
ปัตตานี,3,ไม้แก่น,
ปัตตานี,4,ทุ่งยางแดง,
ปัตตานี,4,มายอ,
ปัตตานี,4,ยะรัง,
พระนครศรีอยุธยา,1,พระนครศรีอยุธยา,
พระนครศรีอยุธยา,1,อุทัย,
พระนครศรีอยุธยา,2,ท่าเรือ,
พระนครศรีอยุธยา,2,นครหลวง,
พระนครศรีอยุธยา,2,บางปะหัน,
พระนครศรีอยุธยา,2,บ้านแพรก,
พระนครศรีอยุธยา,2,ภาชี,
พระนครศรีอยุธยา,2,มหาราช,
พระนครศรีอยุธยา,3,บางปะอิน,
พระนครศรีอยุธยา,3,บางไทร,
พระนครศรีอยุธยา,3,วังน้อย,
พระนครศรีอยุธยา,4,บางซ้าย,
พระนครศรีอยุธยา,4,บางบาล,
พระนครศรีอยุธยา,4,ผักไห่,
พระนครศรีอยุธยา,4,ลาดบัวหลวง,
พระนครศรีอยุธยา,4,เสนา,
พะเยา,1,เมืองพะเยา,
พะเยา,1,แม่ใจ,
พะเยา,2,จุน,
พะเยา,2,ภูซาง,
พะเยา,2,เชียงคำ,
พะเยา,3,ดอกคำใต้,
พะเยา,3,ปง,
พะเยา,3,ภูกามยาว,
พะเยา,3,เชียงม่วน,
พังงา,1,,
พัทลุง,1,เขาชัยสน,
พัทลุง,1,เมืองพัทลุง,
พัทลุง,2,ควนขนุน,
พัทลุง,2,ป่าพะยอม,
พัทลุง,2,ศรีนครินทร์,
พัทลุง,2,ศรีบรรพต,
พัทลุง,3,กงหรา,
พัทลุง,3,ตะโหมด,
พัทลุง,3,บางแก้ว,
พัทลุง,3,ปากพะยูน,
พัทลุง,3,ป่าบอน,
พิจิตร,1,วชิรบารมี,
พิจิตร,1,สามง่าม,
พิจิตร,1,เมืองพิจิตร,
พิจิตร,2,ดงเจริญ,
พิจิตร,2,ตะพานหิน,
พิจิตร,2,ทับคล้อ,
พิจิตร,2,วังทรายพูน,
พิจิตร,2,สากเหล็ก,
พิจิตร,3,บางมูลนาก,
พิจิตร,3,บึงนาราง,
พิจิตร,3,โพทะเล,
พิจิตร,3,โพธิ์ประทับช้าง,
พิษณุโลก,1,เมืองพิษณุโลก,ในเมือง
พิษณุโลก,1,เมืองพิษณุโลก,อรัญญิก
พิษณุโลก,1,เมืองพิษณุโลก,วัดจันทร์
พิษณุโลก,1,เมืองพิษณุโลก,บ้านคลอง
พิษณุโลก,1,เมืองพิษณุโลก,พลายชุมพล
พิษณุโลก,1,เมืองพิษณุโลก,ท่าทอง
พิษณุโลก,1,เมืองพิษณุโลก,บึงพระ
พิษณุโลก,1,เมืองพิษณุโลก,วัดพริก
พิษณุโลก,1,เมืองพิษณุโลก,วังน้ำคู้
พิษณุโลก,2,พรหมพิราม,
พิษณุโลก,2,เมืองพิษณุโลก,ไผ่ขอดอน
พิษณุโลก,2,เมืองพิษณุโลก,จอมทอง
พิษณุโลก,2,เมืองพิษณุโลก,มะขามสูง
พิษณุโลก,2,เมืองพิษณุโลก,ปากโทก
พิษณุโลก,2,เมืองพิษณุโลก,บ้านกร่าง
พิษณุโลก,2,เมืองพิษณุโลก,หัวรอ
พิษณุโลก,2,เมืองพิษณุโลก,สมอแข
พิษณุโลก,2,เมืองพิษณุโลก,ดอนทอง
พิษณุโลก,2,เมืองพิษณุโลก,บ้านป่า
พิษณุโลก,3,วังทอง,
พิษณุโลก,3,เนินมะปราง,
พิษณุโลก,4,บางกระทุ่ม,
พิษณุโลก,4,บางระกำ,
พิษณุโลก,4,เมืองพิษณุโลก,งิ้วงาม
พิษณุโลก,4,เมืองพิษณุโลก,ท่าโพธิ์
พิษณุโลก,5,ชาติตระการ,
พิษณุโลก,5,นครไทย,
พิษณุโลก,5,วัดโบสถ์,
ภูเก็ต,1,เมืองภูเก็ต,ตลาดใหญ่
ภูเก็ต,1,เมืองภูเก็ต,ตลาดเหนือ
ภูเก็ต,1,เมืองภูเก็ต,รัษฎา
ภูเก็ต,1,เมืองภูเก็ต,วิชิต
ภูเก็ต,1,เมืองภูเก็ต,ฉลอง
ภูเก็ต,2,กะทู้,
ภูเก็ต,2,ถลาง,
ภูเก็ต,2,เมืองภูเก็ต,เกาะแก้ว
ภูเก็ต,2,เมืองภูเก็ต,ราไวย์
ภูเก็ต,2,เมืองภูเก็ต,กะรน
มหาสารคาม,1,เมืองมหาสารคาม,
มหาสารคาม,1,แกดำ,
มหาสารคาม,1,โกสุมพิสัย,แก้งแก
มหาสารคาม,2,บรบือ,บรบือ
มหาสารคาม,2,บรบือ,บ่อใหญ่
มหาสารคาม,2,บรบือ,หนองม่วง
มหาสารคาม,2,บรบือ,กำพี้
มหาสารคาม,2,บรบือ,หนองจิก
มหาสารคาม,2,บรบือ,บัวมาศ
มหาสารคาม,2,บรบือ,วังใหม่
มหาสารคาม,2,บรบือ,ยาง
มหาสารคาม,2,บรบือ,หนองสิม
มหาสารคาม,2,บรบือ,หนองโก
มหาสารคาม,2,บรบือ,ดอนงัว
มหาสารคาม,2,วาปีปทุม,
มหาสารคาม,3,นาดูน,
มหาสารคาม,3,นาเชือก,นาเชือก
มหาสารคาม,3,นาเชือก,เขวาไร่
มหาสารคาม,3,นาเชือก,หนองโพธิ์
มหาสารคาม,3,นาเชือก,หนองกุง
มหาสารคาม,3,นาเชือก,สันป่าตอง
มหาสารคาม,3,พยัคฆภูมิพิสัย,
มหาสารคาม,3,ยางสีสุราช,
มหาสารคาม,4,กุดรัง,
มหาสารคาม,4,นาเชือก,สำโรง
มหาสารคาม,4,นาเชือก,หนองแดง
มหาสารคาม,4,นาเชือก,ปอพาน
มหาสารคาม,4,นาเชือก,หนองเม็ก
มหาสารคาม,4,นาเชือก,หนองเรือ
มหาสารคาม,4,บรบือ,วังไชย
มหาสารคาม,4,บรบือ,โนนแดง
มหาสารคาม,4,บรบือ,หนองคูขาด
มหาสารคาม,4,บรบือ,โนนราษี
มหาสารคาม,4,โกสุมพิสัย,หัวขวาง
มหาสารคาม,4,โกสุมพิสัย,ยางน้อย
มหาสารคาม,4,โกสุมพิสัย,วังยาว
มหาสารคาม,4,โกสุมพิสัย,เขวาไร่
มหาสารคาม,4,โกสุมพิสัย,แพง
มหาสารคาม,4,โกสุมพิสัย,หนองเหล็ก
มหาสารคาม,4,โกสุมพิสัย,เหล่า
มหาสารคาม,4,โกสุมพิสัย,หนองบอน
มหาสารคาม,4,โกสุมพิสัย,โพนงาม
