province,district,subdistrict,population
กรุงเทพมหานคร,พระนคร,พระบรมมหาราชวัง,3346
กรุงเทพมหานคร,พระนคร,วังบูรพาภิรมย์,9650
กรุงเทพมหานคร,พระนคร,วัดราชบพิธ,3071
กรุงเทพมหานคร,พระนคร,สำราญราษฎร์,2940
กรุงเทพมหานคร,พระนคร,ศาลเจ้าพ่อเสือ,2959
กรุงเทพมหานคร,พระนคร,เสาชิงช้า,2049
กรุงเทพมหานคร,พระนคร,บวรนิเวศ,4083
กรุงเทพมหานคร,พระนคร,ตลาดยอด,2134
กรุงเทพมหานคร,พระนคร,ชนะสงคราม,1776
กรุงเทพมหานคร,พระนคร,บ้านพานถม,6092
กรุงเทพมหานคร,พระนคร,บางขุนพรหม,4063
กรุงเทพมหานคร,พระนคร,วัดสามพระยา,2760
กรุงเทพมหานคร,ดุสิต,ดุสิต,11365
กรุงเทพมหานคร,ดุสิต,วชิรพยาบาล,10116
กรุงเทพมหานคร,ดุสิต,สวนจิตรลดา,6564
กรุงเทพมหานคร,ดุสิต,สี่แยกมหานาค,7090
กรุงเทพมหานคร,ดุสิต,ถนนนครไชยศรี,48762
กรุงเทพมหานคร,หนองจอก,กระทุ่มราย,40146
กรุงเทพมหานคร,หนองจอก,หนองจอก,22945
กรุงเทพมหานคร,หนองจอก,คลองสิบ,9186
กรุงเทพมหานคร,หนองจอก,คลองสิบสอง,11858
กรุงเทพมหานคร,หนองจอก,โคกแฝด,34401
กรุงเทพมหานคร,หนองจอก,คู้ฝั่งเหนือ,17927
กรุงเทพมหานคร,หนองจอก,ลำผักชี,31810
กรุงเทพมหานคร,หนองจอก,ลำต้อยติ่ง,9706
กรุงเทพมหานคร,บางรัก,มหาพฤฒาราม,10527
กรุงเทพมหานคร,บางรัก,สีลม,17674
กรุงเทพมหานคร,บางรัก,สุริยวงศ์,4526
กรุงเทพมหานคร,บางรัก,บางรัก,2672
กรุงเทพมหานคร,บางรัก,สี่พระยา,10358
กรุงเทพมหานคร,บางเขน,อนุสาวรีย์,89719
กรุงเทพมหานคร,บางเขน,ท่าแร้ง,97658
กรุงเทพมหานคร,บางกะปิ,คลองจั่น,76934
กรุงเทพมหานคร,บางกะปิ,หัวหมาก,67798
กรุงเทพมหานคร,ปทุมวัน,รองเมือง,16613
กรุงเทพมหานคร,ปทุมวัน,วังใหม่,5802
กรุงเทพมหานคร,ปทุมวัน,ปทุมวัน,3115
กรุงเทพมหานคร,ปทุมวัน,ลุมพินี,17808
กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,ป้อมปราบ,13758
กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,วัดเทพศิรินทร์,6218
กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,คลองมหานาค,8751
กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,บ้านบาตร,6244
กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,วัดโสมนัส,6553
กรุงเทพมหานคร,พระโขนง,บางจาก,66915
กรุงเทพมหานคร,พระโขนง,พระโขนงใต้,20941
กรุงเทพมหานคร,มีนบุรี,มีนบุรี,97012
กรุงเทพมหานคร,มีนบุรี,แสนแสบ,45185
กรุงเทพมหานคร,ลาดกระบัง,ลาดกระบัง,30601
กรุงเทพมหานคร,ลาดกระบัง,คลองสองต้นนุ่น,67794
กรุงเทพมหานคร,ลาดกระบัง,คลองสามประเวศ,16063
กรุงเทพมหานคร,ลาดกระบัง,ลำปลาทิว,25261
กรุงเทพมหานคร,ลาดกระบัง,ทับยาว,31012
กรุงเทพมหานคร,ลาดกระบัง,ขุมทอง,8240
กรุงเทพมหานคร,ยานนาวา,ช่องนนทรี,47872
กรุงเทพมหานคร,ยานนาวา,บางโพงพาง,28692
กรุงเทพมหานคร,สัมพันธวงศ์,จักรวรรดิ,6461
กรุงเทพมหานคร,สัมพันธวงศ์,สัมพันธวงศ์,7998
กรุงเทพมหานคร,สัมพันธวงศ์,ตลาดน้อย,6865
กรุงเทพมหานคร,พญาไท,สามเสนใน,31075
กรุงเทพมหานคร,พญาไท,พญาไท,36313
กรุงเทพมหานคร,ธนบุรี,วัดกัลยาณ์,8403
กรุงเทพมหานคร,ธนบุรี,หิรัญรูจี,11853
กรุงเทพมหานคร,ธนบุรี,บางยี่เรือ,20103
กรุงเทพมหานคร,ธนบุรี,บุคคโล,16651
กรุงเทพมหานคร,ธนบุรี,ตลาดพลู,14735
กรุงเทพมหานคร,ธนบุรี,ดาวคะนอง,17211
กรุงเทพมหานคร,ธนบุรี,สำเหร่,14421
กรุงเทพมหานคร,บางกอกใหญ่,วัดอรุณ,12084
กรุงเทพมหานคร,บางกอกใหญ่,วัดท่าพระ,51777
กรุงเทพมหานคร,ห้วยขวาง,ห้วยขวาง,26991
กรุงเทพมหานคร,ห้วยขวาง,บางกะปิ,19414
กรุงเทพมหานคร,ห้วยขวาง,สามเสนนอก,37828
กรุงเทพมหานคร,คลองสาน,สมเด็จเจ้าพระยา,12373
กรุงเทพมหานคร,คลองสาน,คลองสาน,14549
กรุงเทพมหานคร,คลองสาน,บางลำภูล่าง,23513
กรุงเทพมหานคร,คลองสาน,คลองต้นไทร,18704
กรุงเทพมหานคร,ตลิ่งชัน,คลองชักพระ,9982
กรุงเทพมหานคร,ตลิ่งชัน,ตลิ่งชัน,24515
กรุงเทพมหานคร,ตลิ่งชัน,ฉิมพลี,23782
กรุงเทพมหานคร,ตลิ่งชัน,บางพรม,13553
กรุงเทพมหานคร,ตลิ่งชัน,บางระมาด,19783
กรุงเทพมหานคร,ตลิ่งชัน,บางเชือกหนัง,12002
กรุงเทพมหานคร,บางกอกน้อย,ศิริราช,13458
กรุงเทพมหานคร,บางกอกน้อย,บ้านช่างหล่อ,29122
กรุงเทพมหานคร,บางกอกน้อย,บางขุนนนท์,10732
กรุงเทพมหานคร,บางกอกน้อย,บางขุนศรี,31043
กรุงเทพมหานคร,บางกอกน้อย,อรุณอมรินทร์,19436
กรุงเทพมหานคร,บางขุนเทียน,ท่าข้าม,61011
กรุงเทพมหานคร,บางขุนเทียน,แสมดำ,125133
กรุงเทพมหานคร,ภาษีเจริญ,บางหว้า,37283
กรุงเทพมหานคร,ภาษีเจริญ,บางด้วน,28156
กรุงเทพมหานคร,ภาษีเจริญ,บางจาก,8156
กรุงเทพมหานคร,ภาษีเจริญ,บางแวก,18757
กรุงเทพมหานคร,ภาษีเจริญ,คลองขวาง,10928
กรุงเทพมหานคร,ภาษีเจริญ,ปากคลองภาษีเจริญ,14975
กรุงเทพมหานคร,ภาษีเจริญ,คูหาสวรรค์,6063
กรุงเทพมหานคร,หนองแขม,หนองแขม,80478
กรุงเทพมหานคร,หนองแขม,หนองค้างพลู,75725
กรุงเทพมหานคร,ราษฎร์บูรณะ,ราษฎร์บูรณะ,31049
กรุงเทพมหานคร,ราษฎร์บูรณะ,บางปะกอก,47638
กรุงเทพมหานคร,บางพลัด,บางพลัด,21953
กรุงเทพมหานคร,บางพลัด,บางอ้อ,24225
กรุงเทพมหานคร,บางพลัด,บางบำหรุ,17957
กรุงเทพมหานคร,บางพลัด,บางยี่ขัน,25282
กรุงเทพมหานคร,ดินแดง,ดินแดง,71845
กรุงเทพมหานคร,ดินแดง,รัชดาภิเษก,43663
กรุงเทพมหานคร,บึงกุ่ม,คลองกุ่ม,69071
กรุงเทพมหานคร,บึงกุ่ม,นวมินทร์,26886
กรุงเทพมหานคร,บึงกุ่ม,นวลจันทร์,44860
กรุงเทพมหานคร,สาทร,ทุ่งวัดดอน,37107
กรุงเทพมหานคร,สาทร,ยานนาวา,19524
กรุงเทพมหานคร,สาทร,ทุ่งมหาเมฆ,19104
กรุงเทพมหานคร,บางซื่อ,บางซื่อ,79405
กรุงเทพมหานคร,บางซื่อ,วงศ์สว่าง,43005
กรุงเทพมหานคร,จตุจักร,ลาดยาว,41238
กรุงเทพมหานคร,จตุจักร,เสนานิคม,20557
กรุงเทพมหานคร,จตุจักร,จันทรเกษม,38438
กรุงเทพมหานคร,จตุจักร,จอมพล,33058
กรุงเทพมหานคร,จตุจักร,จตุจักร,22006
กรุงเทพมหานคร,บางคอแหลม,บางคอแหลม,22697
กรุงเทพมหานคร,บางคอแหลม,วัดพระยาไกร,24198
กรุงเทพมหานคร,บางคอแหลม,บางโคล่,35838
กรุงเทพมหานคร,ประเวศ,ประเวศ,87676
กรุงเทพมหานคร,ประเวศ,หนองบอน,41429
กรุงเทพมหานคร,ประเวศ,ดอกไม้,52716
กรุงเทพมหานคร,คลองเตย,คลองเตย,61187
กรุงเทพมหานคร,คลองเตย,คลองตัน,10563
กรุงเทพมหานคร,คลองเตย,พระโขนง,21443
กรุงเทพมหานคร,สวนหลวง,สวนหลวง,48207
กรุงเทพมหานคร,สวนหลวง,อ่อนนุช,44427
กรุงเทพมหานคร,สวนหลวง,พัฒนาการ,30975
กรุงเทพมหานคร,จอมทอง,บางขุนเทียน,35779
กรุงเทพมหานคร,จอมทอง,บางค้อ,34855
กรุงเทพมหานคร,จอมทอง,บางมด,44424
กรุงเทพมหานคร,จอมทอง,จอมทอง,33232
กรุงเทพมหานคร,ดอนเมือง,สีกัน,64527
กรุงเทพมหานคร,ดอนเมือง,ดอนเมือง,82077
กรุงเทพมหานคร,ดอนเมือง,สนามบิน,24187
กรุงเทพมหานคร,ราชเทวี,ทุ่งพญาไท,29409
กรุงเทพมหานคร,ราชเทวี,ถนนพญาไท,9583
กรุงเทพมหานคร,ราชเทวี,ถนนเพชรบุรี,14457
กรุงเทพมหานคร,ราชเทวี,มักกะสัน,15815
กรุงเทพมหานคร,ลาดพร้าว,ลาดพร้าว,90273
กรุงเทพมหานคร,ลาดพร้าว,จรเข้บัว,26835
กรุงเทพมหานคร,วัฒนา,คลองเตยเหนือ,9313
กรุงเทพมหานคร,วัฒนา,คลองตันเหนือ,49971
กรุงเทพมหานคร,วัฒนา,พระโขนงเหนือ,22339
กรุงเทพมหานคร,บางแค,บางแค,38915
กรุงเทพมหานคร,บางแค,บางแคเหนือ,59821
กรุงเทพมหานคร,บางแค,บางไผ่,39908
กรุงเทพมหานคร,บางแค,หลักสอง,54659
กรุงเทพมหานคร,หลักสี่,ทุ่งสองห้อง,74987
กรุงเทพมหานคร,หลักสี่,ตลาดบางเขน,27717
กรุงเทพมหานคร,สายไหม,สายไหม,80784
กรุงเทพมหานคร,สายไหม,ออเงิน,41339
กรุงเทพมหานคร,สายไหม,คลองถนน,85149
กรุงเทพมหานคร,คันนายาว,คันนายาว,47313
กรุงเทพมหานคร,คันนายาว,รามอินทรา,49017
กรุงเทพมหานคร,สะพานสูง,สะพานสูง,28213
กรุงเทพมหานคร,สะพานสูง,ราษฎร์พัฒนา,42606
กรุงเทพมหานคร,สะพานสูง,ทับช้าง,25273
กรุงเทพมหานคร,วังทองหลาง,วังทองหลาง,24208
กรุงเทพมหานคร,วังทองหลาง,สะพานสอง,11451
กรุงเทพมหานคร,วังทองหลาง,คลองเจ้าคุณสิงห์,28078
กรุงเทพมหานคร,วังทองหลาง,พลับพลา,43721
กรุงเทพมหานคร,คลองสามวา,สามวาตะวันตก,59217
กรุงเทพมหานคร,คลองสามวา,สามวาตะวันออก,26466
กรุงเทพมหานคร,คลองสามวา,บางชัน,88936
กรุงเทพมหานคร,คลองสามวา,ทรายกองดิน,13117
กรุงเทพมหานคร,คลองสามวา,ทรายกองดินใต้,17164
กรุงเทพมหานคร,บางนา,บางนาเหนือ,40897
กรุงเทพมหานคร,บางนา,บางนาใต้,47638
กรุงเทพมหานคร,ทวีวัฒนา,ทวีวัฒนา,23159
กรุงเทพมหานคร,ทวีวัฒนา,ศาลาธรรมสพน์,55590
กรุงเทพมหานคร,ทุ่งครุ,บางมด,55478
กรุงเทพมหานคร,ทุ่งครุ,ทุ่งครุ,68222
กรุงเทพมหานคร,บางบอน,บางบอนเหนือ,22619
กรุงเทพมหานคร,บางบอน,บางบอนใต้,24860
กรุงเทพมหานคร,บางบอน,คลองบางพราน,32286
กรุงเทพมหานคร,บางบอน,คลองบางบอน,24601
สมุทรปราการ,เมืองสมุทรปราการ,ปากน้ำ,49604
สมุทรปราการ,เมืองสมุทรปราการ,สำโรงเหนือ,72222
สมุทรปราการ,เมืองสมุทรปราการ,บางเมือง,71549
สมุทรปราการ,เมืองสมุทรปราการ,ท้ายบ้าน,24854
สมุทรปราการ,เมืองสมุทรปราการ,บางปูใหม่,40195
สมุทรปราการ,เมืองสมุทรปราการ,แพรกษา,62453
สมุทรปราการ,เมืองสมุทรปราการ,บางโปรง,9997
สมุทรปราการ,เมืองสมุทรปราการ,บางปู,6685
สมุทรปราการ,เมืองสมุทรปราการ,บางด้วน,7917
สมุทรปราการ,เมืองสมุทรปราการ,บางเมืองใหม่,50690
สมุทรปราการ,เมืองสมุทรปราการ,เทพารักษ์,49423
สมุทรปราการ,เมืองสมุทรปราการ,ท้ายบ้านใหม่,47766
สมุทรปราการ,เมืองสมุทรปราการ,แพรกษาใหม่,50768
สมุทรปราการ,บางบ่อ,บางบ่อ,34591
สมุทรปราการ,บางบ่อ,บ้านระกาศ,6814
สมุทรปราการ,บางบ่อ,บางพลีน้อย,9094
สมุทรปราการ,บางบ่อ,บางเพรียง,23944
สมุทรปราการ,บางบ่อ,คลองด่าน,28401
สมุทรปราการ,บางบ่อ,คลองสวน,3000
สมุทรปราการ,บางบ่อ,เปร็ง,4246
สมุทรปราการ,บางบ่อ,คลองนิยมยาตรา,3293
สมุทรปราการ,บางพลี,บางพลีใหญ่,99766
สมุทรปราการ,บางพลี,บางแก้ว,60846
สมุทรปราการ,บางพลี,บางปลา,33264
สมุทรปราการ,บางพลี,บางโฉลง,43460
สมุทรปราการ,บางพลี,ราชาเทวะ,34118
สมุทรปราการ,บางพลี,หนองปรือ,3309
สมุทรปราการ,พระประแดง,ตลาด,9071
สมุทรปราการ,พระประแดง,บางพึ่ง,23608
สมุทรปราการ,พระประแดง,บางจาก,22090
สมุทรปราการ,พระประแดง,บางครุ,25198
สมุทรปราการ,พระประแดง,บางหญ้าแพรก,20122
สมุทรปราการ,พระประแดง,บางหัวเสือ,12802
สมุทรปราการ,พระประแดง,สำโรงใต้,11512
สมุทรปราการ,พระประแดง,บางยอ,11300
สมุทรปราการ,พระประแดง,บางกะเจ้า,5170
สมุทรปราการ,พระประแดง,บางน้ำผึ้ง,4951
สมุทรปราการ,พระประแดง,บางกระสอบ,2781
สมุทรปราการ,พระประแดง,บางกอบัว,7109
สมุทรปราการ,พระประแดง,ทรงคนอง,7493
สมุทรปราการ,พระประแดง,สำโรง,15978
สมุทรปราการ,พระประแดง,สำโรงกลาง,11229
สมุทรปราการ,พระสมุทรเจดีย์,นาเกลือ,11881
สมุทรปราการ,พระสมุทรเจดีย์,บ้านคลองสวน,28795
สมุทรปราการ,พระสมุทรเจดีย์,แหลมฟ้าผ่า,19322
สมุทรปราการ,พระสมุทรเจดีย์,ปากคลองบางปลากด,12081
สมุทรปราการ,พระสมุทรเจดีย์,ในคลองบางปลากด,75920
สมุทรปราการ,บางเสาธง,บางเสาธง,52102
สมุทรปราการ,บางเสาธง,ศีรษะจรเข้น้อย,15997
สมุทรปราการ,บางเสาธง,ศีรษะจรเข้ใหญ่,12698
นนทบุรี,เมืองนนทบุรี,สวนใหญ่,33706
นนทบุรี,เมืองนนทบุรี,ตลาดขวัญ,47695
นนทบุรี,เมืองนนทบุรี,บางเขน,42600
นนทบุรี,เมืองนนทบุรี,บางกระสอ,57198
นนทบุรี,เมืองนนทบุรี,ท่าทราย,69827
นนทบุรี,เมืองนนทบุรี,บางไผ่,12482
นนทบุรี,เมืองนนทบุรี,บางศรีเมือง,24718
นนทบุรี,เมืองนนทบุรี,บางกร่าง,31954
นนทบุรี,เมืองนนทบุรี,ไทรม้า,23742
นนทบุรี,เมืองนนทบุรี,บางรักน้อย,21366
นนทบุรี,บางกรวย,วัดชลอ,16691
นนทบุรี,บางกรวย,บางกรวย,27836
นนทบุรี,บางกรวย,บางสีทอง,11426
นนทบุรี,บางกรวย,บางขนุน,6603
นนทบุรี,บางกรวย,บางขุนกอง,11171
นนทบุรี,บางกรวย,บางคูเวียง,10747
นนทบุรี,บางกรวย,มหาสวัสดิ์,20697
นนทบุรี,บางกรวย,ปลายบาง,19358
นนทบุรี,บางกรวย,ศาลากลาง,20057
นนทบุรี,บางใหญ่,บางม่วง,19518
นนทบุรี,บางใหญ่,บางแม่นาง,50798
นนทบุรี,บางใหญ่,บางเลน,19566
นนทบุรี,บางใหญ่,เสาธงหิน,40566
นนทบุรี,บางใหญ่,บางใหญ่,20616
นนทบุรี,บางใหญ่,บ้านใหม่,9206
นนทบุรี,บางบัวทอง,โสนลอย,9245
นนทบุรี,บางบัวทอง,บางบัวทอง,62632
นนทบุรี,บางบัวทอง,บางรักใหญ่,9547
นนทบุรี,บางบัวทอง,บางคูรัด,40360
นนทบุรี,บางบัวทอง,ละหาร,24767
นนทบุรี,บางบัวทอง,ลำโพ,13094
นนทบุรี,บางบัวทอง,พิมลราช,52684
นนทบุรี,บางบัวทอง,บางรักพัฒนา,73369
นนทบุรี,ไทรน้อย,ไทรน้อย,29256
นนทบุรี,ไทรน้อย,ราษฎร์นิยม,6759
นนทบุรี,ไทรน้อย,หนองเพรางาย,7595
นนทบุรี,ไทรน้อย,ไทรใหญ่,6400
นนทบุรี,ไทรน้อย,ขุนศรี,5054
นนทบุรี,ไทรน้อย,คลองขวาง,6880
นนทบุรี,ไทรน้อย,ทวีวัฒนา,8862
นนทบุรี,ปากเกร็ด,ปากเกร็ด,35942
นนทบุรี,ปากเกร็ด,บางตลาด,47147
นนทบุรี,ปากเกร็ด,บ้านใหม่,33642
นนทบุรี,ปากเกร็ด,บางพูด,63160
นนทบุรี,ปากเกร็ด,บางตะไนย์,5541
นนทบุรี,ปากเกร็ด,คลองพระอุดม,6648
นนทบุรี,ปากเกร็ด,ท่าอิฐ,18516
นนทบุรี,ปากเกร็ด,เกาะเกร็ด,5823
นนทบุรี,ปากเกร็ด,อ้อมเกร็ด,4829
นนทบุรี,ปากเกร็ด,คลองข่อย,8383
นนทบุรี,ปากเกร็ด,บางพลับ,10899
นนทบุรี,ปากเกร็ด,คลองเกลือ,9567
ปทุมธานี,เมืองปทุมธานี,บางปรอก,23528
ปทุมธานี,เมืองปทุมธานี,บ้านใหม่,14736
ปทุมธานี,เมืองปทุมธานี,บ้านกลาง,12401
ปทุมธานี,เมืองปทุมธานี,บ้านฉาง,9243
ปทุมธานี,เมืองปทุมธานี,บ้านกระแชง,3260
ปทุมธานี,เมืองปทุมธานี,บางขะแยง,14386
ปทุมธานี,เมืองปทุมธานี,บางคูวัด,29138
ปทุมธานี,เมืองปทุมธานี,บางหลวง,8752
ปทุมธานี,เมืองปทุมธานี,บางเดื่อ,16547
ปทุมธานี,เมืองปทุมธานี,บางพูด,6568
ปทุมธานี,เมืองปทุมธานี,บางพูน,25783
ปทุมธานี,เมืองปทุมธานี,บางกะดี,14357
ปทุมธานี,เมืองปทุมธานี,สวนพริกไทย,10410
ปทุมธานี,เมืองปทุมธานี,หลักหก,22121
ปทุมธานี,คลองหลวง,คลองหนึ่ง,99195
ปทุมธานี,คลองหลวง,คลองสอง,42697
ปทุมธานี,คลองหลวง,คลองสาม,90341
ปทุมธานี,คลองหลวง,คลองสี่,20266
ปทุมธานี,คลองหลวง,คลองห้า,15449
ปทุมธานี,คลองหลวง,คลองหก,13235
ปทุมธานี,คลองหลวง,คลองเจ็ด,7569
ปทุมธานี,ธัญบุรี,ประชาธิปัตย์,84268
ปทุมธานี,ธัญบุรี,บึงยี่โถ,32988
ปทุมธานี,ธัญบุรี,รังสิต,24437
ปทุมธานี,ธัญบุรี,ลำผักกูด,38633
ปทุมธานี,ธัญบุรี,บึงสนั่น,13759
ปทุมธานี,ธัญบุรี,บึงน้ำรักษ์,18096
ปทุมธานี,หนองเสือ,บึงบา,7582
ปทุมธานี,หนองเสือ,บึงบอน,9645
ปทุมธานี,หนองเสือ,บึงกาสาม,7219
ปทุมธานี,หนองเสือ,บึงชำอ้อ,9194
ปทุมธานี,หนองเสือ,หนองสามวัง,11131
ปทุมธานี,หนองเสือ,ศาลาครุ,5277
ปทุมธานี,หนองเสือ,นพรัตน์,4660
ปทุมธานี,ลาดหลุมแก้ว,ระแหง,18024
ปทุมธานี,ลาดหลุมแก้ว,ลาดหลุมแก้ว,5512
ปทุมธานี,ลาดหลุมแก้ว,คูบางหลวง,12344
ปทุมธานี,ลาดหลุมแก้ว,คูขวาง,6067
ปทุมธานี,ลาดหลุมแก้ว,คลองพระอุดม,8578
ปทุมธานี,ลาดหลุมแก้ว,บ่อเงิน,4436
ปทุมธานี,ลาดหลุมแก้ว,หน้าไม้,14339
ปทุมธานี,ลำลูกกา,คูคต,110117
ปทุมธานี,ลำลูกกา,ลาดสวาย,67256
ปทุมธานี,ลำลูกกา,บึงคำพร้อย,45971
ปทุมธานี,ลำลูกกา,ลำลูกกา,29734
ปทุมธานี,ลำลูกกา,บึงทองหลาง,10904
ปทุมธานี,ลำลูกกา,ลำไทร,8605
ปทุมธานี,ลำลูกกา,บึงคอไห,7811
ปทุมธานี,ลำลูกกา,พืชอุดม,4021
ปทุมธานี,สามโคก,บางเตย,11942
ปทุมธานี,สามโคก,คลองควาย,5261
ปทุมธานี,สามโคก,สามโคก,6939
ปทุมธานี,สามโคก,กระแชง,6792
ปทุมธานี,สามโคก,บางโพธิ์เหนือ,3203
ปทุมธานี,สามโคก,เชียงรากใหญ่,6275
ปทุมธานี,สามโคก,บ้านปทุม,4855
ปทุมธานี,สามโคก,บ้านงิ้ว,2311
ปทุมธานี,สามโคก,เชียงรากน้อย,3622
ปทุมธานี,สามโคก,บางกระบือ,1873
ปทุมธานี,สามโคก,ท้ายเกาะ,2749
พระนครศรีอยุธยา,พระนครศรีอยุธยา,ประตูชัย,13709
พระนครศรีอยุธยา,พระนครศรีอยุธยา,กะมัง,1121
พระนครศรีอยุธยา,พระนครศรีอยุธยา,หอรัตนไชย,9981
พระนครศรีอยุธยา,พระนครศรีอยุธยา,หัวรอ,11708
พระนครศรีอยุธยา,พระนครศรีอยุธยา,ท่าวาสุกรี,8423
พระนครศรีอยุธยา,พระนครศรีอยุธยา,ไผ่ลิง,13975
พระนครศรีอยุธยา,พระนครศรีอยุธยา,ปากกราน,5954
พระนครศรีอยุธยา,พระนครศรีอยุธยา,ภูเขาทอง,2920
พระนครศรีอยุธยา,พระนครศรีอยุธยา,สำเภาล่ม,6822
พระนครศรีอยุธยา,พระนครศรีอยุธยา,สวนพริก,4118
พระนครศรีอยุธยา,พระนครศรีอยุธยา,คลองตะเคียน,5083
พระนครศรีอยุธยา,พระนครศรีอยุธยา,วัดตูม,5077
พระนครศรีอยุธยา,พระนครศรีอยุธยา,หันตรา,7329
พระนครศรีอยุธยา,พระนครศรีอยุธยา,ลุมพลี,5737
พระนครศรีอยุธยา,พระนครศรีอยุธยา,บ้านใหม่,4677
พระนครศรีอยุธยา,พระนครศรีอยุธยา,บ้านเกาะ,5758
พระนครศรีอยุธยา,พระนครศรีอยุธยา,คลองสวนพลู,10883
พระนครศรีอยุธยา,พระนครศรีอยุธยา,คลองสระบัว,4605
พระนครศรีอยุธยา,พระนครศรีอยุธยา,เกาะเรียน,3348
พระนครศรีอยุธยา,พระนครศรีอยุธยา,บ้านป้อม,7140
พระนครศรีอยุธยา,พระนครศรีอยุธยา,บ้านรุน,1421
พระนครศรีอยุธยา,ท่าเรือ,ท่าเรือ,6528
พระนครศรีอยุธยา,ท่าเรือ,จำปา,8416
พระนครศรีอยุธยา,ท่าเรือ,ท่าหลวง,5690
พระนครศรีอยุธยา,ท่าเรือ,บ้านร่อม,3044
พระนครศรีอยุธยา,ท่าเรือ,ศาลาลอย,4783
พระนครศรีอยุธยา,ท่าเรือ,วังแดง,3177
พระนครศรีอยุธยา,ท่าเรือ,โพธิ์เอน,3134
พระนครศรีอยุธยา,ท่าเรือ,ปากท่า,2901
พระนครศรีอยุธยา,ท่าเรือ,หนองขนาก,4518
พระนครศรีอยุธยา,ท่าเรือ,ท่าเจ้าสนุก,3946
พระนครศรีอยุธยา,นครหลวง,นครหลวง,4336
พระนครศรีอยุธยา,นครหลวง,ท่าช้าง,4429
พระนครศรีอยุธยา,นครหลวง,บ่อโพง,5520
พระนครศรีอยุธยา,นครหลวง,บ้านชุ้ง,3687
พระนครศรีอยุธยา,นครหลวง,ปากจั่น,3528
พระนครศรีอยุธยา,นครหลวง,บางระกำ,3497
พระนครศรีอยุธยา,นครหลวง,บางพระครู,2254
พระนครศรีอยุธยา,นครหลวง,แม่ลา,1898
พระนครศรีอยุธยา,นครหลวง,หนองปลิง,2184
พระนครศรีอยุธยา,นครหลวง,คลองสะแก,2008
พระนครศรีอยุธยา,นครหลวง,สามไถ,1281
พระนครศรีอยุธยา,นครหลวง,พระนอน,2075
พระนครศรีอยุธยา,บางไทร,บางไทร,4454
พระนครศรีอยุธยา,บางไทร,บางพลี,2295
พระนครศรีอยุธยา,บางไทร,สนามชัย,2553
พระนครศรีอยุธยา,บางไทร,บ้านแป้ง,741
พระนครศรีอยุธยา,บางไทร,หน้าไม้,832
พระนครศรีอยุธยา,บางไทร,บางยี่โท,1537
พระนครศรีอยุธยา,บางไทร,แคออก,1013
พระนครศรีอยุธยา,บางไทร,แคตก,1221
พระนครศรีอยุธยา,บางไทร,ช่างเหล็ก,1514
พระนครศรีอยุธยา,บางไทร,กระแชง,1668
พระนครศรีอยุธยา,บางไทร,บ้านกลึง,2017
พระนครศรีอยุธยา,บางไทร,ช้างน้อย,1133
พระนครศรีอยุธยา,บางไทร,ห่อหมก,1753
พระนครศรีอยุธยา,บางไทร,ไผ่พระ,2136
พระนครศรีอยุธยา,บางไทร,กกแก้วบูรพา,2028
พระนครศรีอยุธยา,บางไทร,ไม้ตรา,4726
พระนครศรีอยุธยา,บางไทร,บ้านม้า,3279
พระนครศรีอยุธยา,บางไทร,บ้านเกาะ,1446
พระนครศรีอยุธยา,บางไทร,ราชคราม,2381
พระนครศรีอยุธยา,บางไทร,ช้างใหญ่,3629
พระนครศรีอยุธยา,บางไทร,โพแตง,1426
พระนครศรีอยุธยา,บางไทร,เชียงรากน้อย,1494
พระนครศรีอยุธยา,บางไทร,โคกช้าง,2762
พระนครศรีอยุธยา,บางบาล,บางบาล,1023
พระนครศรีอยุธยา,บางบาล,วัดยม,1555
พระนครศรีอยุธยา,บางบาล,ไทรน้อย,2406
พระนครศรีอยุธยา,บางบาล,สะพานไทย,2080
พระนครศรีอยุธยา,บางบาล,มหาพราหมณ์,4874
พระนครศรีอยุธยา,บางบาล,กบเจา,2510
พระนครศรีอยุธยา,บางบาล,บ้านคลัง,2086
พระนครศรีอยุธยา,บางบาล,พระขาว,3861
พระนครศรีอยุธยา,บางบาล,น้ำเต้า,2571
พระนครศรีอยุธยา,บางบาล,ทางช้าง,1017
พระนครศรีอยุธยา,บางบาล,วัดตะกู,1524
พระนครศรีอยุธยา,บางบาล,บางหลวง,854
พระนครศรีอยุธยา,บางบาล,บางหลวงโดด,687
พระนครศรีอยุธยา,บางบาล,บางหัก,1375
พระนครศรีอยุธยา,บางบาล,บางชะนี,1881
พระนครศรีอยุธยา,บางบาล,บ้านกุ่ม,3640
พระนครศรีอยุธยา,บางปะอิน,บ้านเลน,11528
พระนครศรีอยุธยา,บางปะอิน,เชียงรากน้อย,19563
พระนครศรีอยุธยา,บางปะอิน,บ้านโพ,3015
พระนครศรีอยุธยา,บางปะอิน,บ้านกรด,12495
พระนครศรีอยุธยา,บางปะอิน,บางกระสั้น,13162
พระนครศรีอยุธยา,บางปะอิน,คลองจิก,9339
พระนครศรีอยุธยา,บางปะอิน,บ้านหว้า,2859
