province,district,subdistrict,population
อุทัยธานี,บ้านไร่,บ้านใหม่คลองเคียน,3406
อุทัยธานี,บ้านไร่,หนองบ่มกล้วย,3397
อุทัยธานี,บ้านไร่,เจ้าวัด,4021
อุทัยธานี,ลานสัก,ลานสัก,13613
อุทัยธานี,ลานสัก,ประดู่ยืน,6583
อุทัยธานี,ลานสัก,ป่าอ้อ,7772
อุทัยธานี,ลานสัก,ระบำ,13556
อุทัยธานี,ลานสัก,น้ำรอบ,9921
อุทัยธานี,ลานสัก,ทุ่งนางาม,7415
อุทัยธานี,ห้วยคต,สุขฤทัย,6373
อุทัยธานี,ห้วยคต,ทองหลาง,7835
อุทัยธานี,ห้วยคต,ห้วยคต,5922
กำแพงเพชร,เมืองกำแพงเพชร,ในเมือง,28378
กำแพงเพชร,เมืองกำแพงเพชร,ไตรตรึงษ์,12066
กำแพงเพชร,เมืองกำแพงเพชร,อ่างทอง,17894
กำแพงเพชร,เมืองกำแพงเพชร,นาบ่อคำ,19870
กำแพงเพชร,เมืองกำแพงเพชร,นครชุม,17397
กำแพงเพชร,เมืองกำแพงเพชร,ทรงธรรม,7620
กำแพงเพชร,เมืองกำแพงเพชร,ลานดอกไม้,7036
กำแพงเพชร,เมืองกำแพงเพชร,หนองปลิง,12615
กำแพงเพชร,เมืองกำแพงเพชร,คณฑี,9586
กำแพงเพชร,เมืองกำแพงเพชร,นิคมทุ่งโพธิ์ทะเล,9204
กำแพงเพชร,เมืองกำแพงเพชร,เทพนคร,20042
กำแพงเพชร,เมืองกำแพงเพชร,วังทอง,10736
กำแพงเพชร,เมืองกำแพงเพชร,ท่าขุนราม,9086
กำแพงเพชร,เมืองกำแพงเพชร,คลองแม่ลาย,7326
กำแพงเพชร,เมืองกำแพงเพชร,ธำมรงค์,4360
กำแพงเพชร,เมืองกำแพงเพชร,สระแก้ว,15950
กำแพงเพชร,ไทรงาม,ไทรงาม,8988
กำแพงเพชร,ไทรงาม,หนองคล้า,5184
กำแพงเพชร,ไทรงาม,หนองทอง,6770
กำแพงเพชร,ไทรงาม,หนองไม้กอง,6770
กำแพงเพชร,ไทรงาม,มหาชัย,7057
กำแพงเพชร,ไทรงาม,พานทอง,7807
กำแพงเพชร,ไทรงาม,หนองแม่แตง,7809
กำแพงเพชร,คลองลาน,คลองน้ำไหล,19250
กำแพงเพชร,คลองลาน,โป่งน้ำร้อน,9553
กำแพงเพชร,คลองลาน,คลองลานพัฒนา,22639
กำแพงเพชร,คลองลาน,สักงาม,11016
กำแพงเพชร,ขาณุวรลักษบุรี,ยางสูง,7445
กำแพงเพชร,ขาณุวรลักษบุรี,ป่าพุทรา,9607
กำแพงเพชร,ขาณุวรลักษบุรี,แสนตอ,7658
กำแพงเพชร,ขาณุวรลักษบุรี,สลกบาตร,11501
กำแพงเพชร,ขาณุวรลักษบุรี,บ่อถ้ำ,12986
กำแพงเพชร,ขาณุวรลักษบุรี,ดอนแตง,4703
กำแพงเพชร,ขาณุวรลักษบุรี,วังชะพลู,13475
กำแพงเพชร,ขาณุวรลักษบุรี,โค้งไผ่,6322
กำแพงเพชร,ขาณุวรลักษบุรี,ปางมะค่า,17671
กำแพงเพชร,ขาณุวรลักษบุรี,วังหามแห,7631
กำแพงเพชร,ขาณุวรลักษบุรี,เกาะตาล,4090
กำแพงเพชร,คลองขลุง,คลองขลุง,11399
กำแพงเพชร,คลองขลุง,ท่ามะเขือ,7909
กำแพงเพชร,คลองขลุง,ท่าพุทรา,4600
กำแพงเพชร,คลองขลุง,แม่ลาด,3792
กำแพงเพชร,คลองขลุง,วังยาง,5489
กำแพงเพชร,คลองขลุง,วังแขม,9745
กำแพงเพชร,คลองขลุง,หัวถนน,4678
กำแพงเพชร,คลองขลุง,วังไทร,10227
กำแพงเพชร,คลองขลุง,วังบัว,6693
กำแพงเพชร,คลองขลุง,คลองสมบูรณ์,4256
กำแพงเพชร,พรานกระต่าย,พรานกระต่าย,10997
กำแพงเพชร,พรานกระต่าย,หนองหัววัว,4751
กำแพงเพชร,พรานกระต่าย,ท่าไม้,8982
กำแพงเพชร,พรานกระต่าย,วังควง,7156
กำแพงเพชร,พรานกระต่าย,วังตะแบก,5210
กำแพงเพชร,พรานกระต่าย,เขาคีริส,8074
กำแพงเพชร,พรานกระต่าย,คุยบ้านโอง,4602
กำแพงเพชร,พรานกระต่าย,คลองพิไกร,5929
กำแพงเพชร,พรานกระต่าย,ถ้ำกระต่ายทอง,9473
กำแพงเพชร,พรานกระต่าย,ห้วยยั้ง,5263
กำแพงเพชร,ลานกระบือ,ลานกระบือ,7873
กำแพงเพชร,ลานกระบือ,ช่องลม,5733
กำแพงเพชร,ลานกระบือ,หนองหลวง,9479
กำแพงเพชร,ลานกระบือ,โนนพลวง,4633
กำแพงเพชร,ลานกระบือ,ประชาสุขสันต์,7540
กำแพงเพชร,ลานกระบือ,บึงทับแรต,3319
กำแพงเพชร,ลานกระบือ,จันทิมา,4241
กำแพงเพชร,ทรายทองวัฒนา,ทุ่งทราย,8807
กำแพงเพชร,ทรายทองวัฒนา,ทุ่งทอง,7287
กำแพงเพชร,ทรายทองวัฒนา,ถาวรวัฒนา,6657
กำแพงเพชร,ปางศิลาทอง,โพธิ์ทอง,11465
กำแพงเพชร,ปางศิลาทอง,หินดาต,10529
กำแพงเพชร,ปางศิลาทอง,ปางตาไว,8410
กำแพงเพชร,บึงสามัคคี,บึงสามัคคี,4678
กำแพงเพชร,บึงสามัคคี,วังชะโอน,8725
กำแพงเพชร,บึงสามัคคี,ระหาน,7274
กำแพงเพชร,บึงสามัคคี,เทพนิมิต,4918
กำแพงเพชร,โกสัมพีนคร,โกสัมพี,17891
กำแพงเพชร,โกสัมพีนคร,เพชรชมภู,5471
กำแพงเพชร,โกสัมพีนคร,ลานดอกไม้ตก,4865
ตาก,เมืองตาก,ระแหง,5721
ตาก,เมืองตาก,หนองหลวง,4791
ตาก,เมืองตาก,เชียงเงิน,2468
ตาก,เมืองตาก,หัวเดียด,3099
ตาก,เมืองตาก,หนองบัวเหนือ,4605
ตาก,เมืองตาก,ไม้งาม,11762
ตาก,เมืองตาก,โป่งแดง,9380
ตาก,เมืองตาก,น้ำรึม,13785
ตาก,เมืองตาก,วังหิน,9630
ตาก,เมืองตาก,แม่ท้อ,8529
ตาก,เมืองตาก,ป่ามะม่วง,4345
ตาก,เมืองตาก,หนองบัวใต้,6248
ตาก,เมืองตาก,วังประจบ,13450
ตาก,เมืองตาก,ตลุกกลางทุ่ง,4556
ตาก,บ้านตาก,ตากออก,9727
ตาก,บ้านตาก,สมอโคน,4337
ตาก,บ้านตาก,แม่สลิด,7737
ตาก,บ้านตาก,ตากตก,5440
ตาก,บ้านตาก,เกาะตะเภา,6062
ตาก,บ้านตาก,ทุ่งกระเชาะ,5378
ตาก,บ้านตาก,ท้องฟ้า,5308
ตาก,สามเงา,สามเงา,7130
ตาก,สามเงา,วังหมัน,4576
ตาก,สามเงา,ยกกระบัตร,8018
ตาก,สามเงา,ย่านรี,3327
ตาก,สามเงา,บ้านนา,2017
ตาก,สามเงา,วังจันทร์,5251
ตาก,แม่ระมาด,แม่ระมาด,10945
ตาก,แม่ระมาด,แม่จะเรา,13512
ตาก,แม่ระมาด,ขะเนจื้อ,10980
ตาก,แม่ระมาด,แม่ตื่น,10333
ตาก,แม่ระมาด,สามหมื่น,7037
ตาก,แม่ระมาด,พระธาตุ,6238
ตาก,ท่าสองยาง,ท่าสองยาง,13388
ตาก,ท่าสองยาง,แม่ต้าน,14924
ตาก,ท่าสองยาง,แม่สอง,21361
ตาก,ท่าสองยาง,แม่หละ,18205
ตาก,ท่าสองยาง,แม่วะหลวง,7313
ตาก,ท่าสองยาง,แม่อุสุ,19311
ตาก,แม่สอด,แม่สอด,41581
ตาก,แม่สอด,แม่กุ,11820
ตาก,แม่สอด,พะวอ,7323
ตาก,แม่สอด,แม่ตาว,8011
ตาก,แม่สอด,แม่กาษา,14216
ตาก,แม่สอด,ท่าสายลวด,36834
ตาก,แม่สอด,แม่ปะ,16919
ตาก,แม่สอด,มหาวัน,16123
ตาก,แม่สอด,ด่านแม่ละเมา,8183
ตาก,แม่สอด,พระธาตุผาแดง,8163
ตาก,พบพระ,พบพระ,21916
ตาก,พบพระ,ช่องแคบ,14252
ตาก,พบพระ,คีรีราษฎร์,25196
ตาก,พบพระ,วาเล่ย์,12336
ตาก,พบพระ,รวมไทยพัฒนา,15707
ตาก,อุ้มผาง,อุ้มผาง,7647
ตาก,อุ้มผาง,หนองหลวง,3228
ตาก,อุ้มผาง,โมโกร,8384
ตาก,อุ้มผาง,แม่จัน,22903
ตาก,อุ้มผาง,แม่ละมุ้ง,2063
ตาก,อุ้มผาง,แม่กลอง,2886
ตาก,วังเจ้า,เชียงทอง,19327
ตาก,วังเจ้า,นาโบสถ์,11217
ตาก,วังเจ้า,ประดาง,3806
สุโขทัย,เมืองสุโขทัย,ธานี,14045
สุโขทัย,เมืองสุโขทัย,บ้านสวน,13455
สุโขทัย,เมืองสุโขทัย,เมืองเก่า,17419
สุโขทัย,เมืองสุโขทัย,ปากแคว,9650
สุโขทัย,เมืองสุโขทัย,ยางซ้าย,9821
สุโขทัย,เมืองสุโขทัย,บ้านกล้วย,16128
สุโขทัย,เมืองสุโขทัย,บ้านหลุม,9116
สุโขทัย,เมืองสุโขทัย,ตาลเตี้ย,4286
สุโขทัย,เมืองสุโขทัย,ปากพระ,3734
สุโขทัย,เมืองสุโขทัย,วังทองแดง,5140
สุโขทัย,บ้านด่านลานหอย,ลานหอย,7781
สุโขทัย,บ้านด่านลานหอย,บ้านด่าน,5877
สุโขทัย,บ้านด่านลานหอย,วังตะคร้อ,5812
สุโขทัย,บ้านด่านลานหอย,วังน้ำขาว,9269
สุโขทัย,บ้านด่านลานหอย,ตลิ่งชัน,10012
สุโขทัย,บ้านด่านลานหอย,หนองหญ้าปล้อง,5188
สุโขทัย,บ้านด่านลานหอย,วังลึก,3981
สุโขทัย,คีรีมาศ,โตนด,9134
สุโขทัย,คีรีมาศ,ทุ่งหลวง,7136
สุโขทัย,คีรีมาศ,บ้านป้อม,4687
สุโขทัย,คีรีมาศ,สามพวง,5141
สุโขทัย,คีรีมาศ,ศรีคีรีมาศ,5337
สุโขทัย,คีรีมาศ,หนองจิก,8142
สุโขทัย,คีรีมาศ,นาเชิงคีรี,6012
สุโขทัย,คีรีมาศ,หนองกระดิ่ง,3345
สุโขทัย,คีรีมาศ,บ้านน้ำพุ,5160
สุโขทัย,คีรีมาศ,ทุ่งยางเมือง,2203
สุโขทัย,กงไกรลาศ,กง,5695
สุโขทัย,กงไกรลาศ,บ้านกร่าง,4133
สุโขทัย,กงไกรลาศ,ไกรนอก,4314
สุโขทัย,กงไกรลาศ,ไกรกลาง,3810
สุโขทัย,กงไกรลาศ,ไกรใน,8120
สุโขทัย,กงไกรลาศ,ดงเดือย,6078
สุโขทัย,กงไกรลาศ,ป่าแฝก,6106
สุโขทัย,กงไกรลาศ,กกแรต,5127
สุโขทัย,กงไกรลาศ,ท่าฉนวน,9971
สุโขทัย,กงไกรลาศ,หนองตูม,5627
สุโขทัย,กงไกรลาศ,บ้านใหม่สุขเกษม,4631
สุโขทัย,ศรีสัชนาลัย,หาดเสี้ยว,6222
สุโขทัย,ศรีสัชนาลัย,ป่างิ้ว,6788
สุโขทัย,ศรีสัชนาลัย,แม่สำ,7483
สุโขทัย,ศรีสัชนาลัย,แม่สิน,13631
สุโขทัย,ศรีสัชนาลัย,บ้านตึก,10298
สุโขทัย,ศรีสัชนาลัย,หนองอ้อ,6616
สุโขทัย,ศรีสัชนาลัย,ท่าชัย,9968
สุโขทัย,ศรีสัชนาลัย,ศรีสัชนาลัย,5129
สุโขทัย,ศรีสัชนาลัย,ดงคู่,5670
สุโขทัย,ศรีสัชนาลัย,บ้านแก่ง,10074
สุโขทัย,ศรีสัชนาลัย,สารจิตร,9722
สุโขทัย,ศรีสำโรง,คลองตาล,5914
สุโขทัย,ศรีสำโรง,วังลึก,5432
สุโขทัย,ศรีสำโรง,สามเรือน,6798
สุโขทัย,ศรีสำโรง,บ้านนา,2558
สุโขทัย,ศรีสำโรง,วังทอง,3997
สุโขทัย,ศรีสำโรง,นาขุนไกร,7113
สุโขทัย,ศรีสำโรง,เกาะตาเลี้ยง,7102
สุโขทัย,ศรีสำโรง,วัดเกาะ,4617
สุโขทัย,ศรีสำโรง,บ้านไร่,5230
สุโขทัย,ศรีสำโรง,ทับผึ้ง,8477
สุโขทัย,ศรีสำโรง,บ้านซ่าน,3972
สุโขทัย,ศรีสำโรง,วังใหญ่,3685
สุโขทัย,ศรีสำโรง,ราวต้นจันทร์,4019
สุโขทัย,สวรรคโลก,เมืองสวรรคโลก,15465
สุโขทัย,สวรรคโลก,ในเมือง,8148
สุโขทัย,สวรรคโลก,คลองกระจง,4747
สุโขทัย,สวรรคโลก,วังพิณพาทย์,830
สุโขทัย,สวรรคโลก,วังไม้ขอน,1824
สุโขทัย,สวรรคโลก,ย่านยาว,8306
สุโขทัย,สวรรคโลก,นาทุ่ง,5109
สุโขทัย,สวรรคโลก,คลองยาง,6338
สุโขทัย,สวรรคโลก,เมืองบางยม,2585
สุโขทัย,สวรรคโลก,ท่าทอง,3450
สุโขทัย,สวรรคโลก,ปากน้ำ,6689
สุโขทัย,สวรรคโลก,ป่ากุมเกาะ,7743
สุโขทัย,สวรรคโลก,เมืองบางขลัง,4764
สุโขทัย,สวรรคโลก,หนองกลับ,5799
สุโขทัย,ศรีนคร,ศรีนคร,6007
สุโขทัย,ศรีนคร,นครเดิฐ,5365
สุโขทัย,ศรีนคร,น้ำขุม,5402
สุโขทัย,ศรีนคร,คลองมะพลับ,5926
สุโขทัย,ศรีนคร,หนองบัว,2978
สุโขทัย,ทุ่งเสลี่ยม,บ้านใหม่ไชยมงคล,7390
สุโขทัย,ทุ่งเสลี่ยม,ไทยชนะศึก,8097
สุโขทัย,ทุ่งเสลี่ยม,ทุ่งเสลี่ยม,14066
สุโขทัย,ทุ่งเสลี่ยม,กลางดง,11974
สุโขทัย,ทุ่งเสลี่ยม,เขาแก้วศรีสมบูรณ์,7743
พิษณุโลก,เมืองพิษณุโลก,ในเมือง,64068
พิษณุโลก,เมืองพิษณุโลก,วังน้ำคู้,4976
พิษณุโลก,เมืองพิษณุโลก,วัดจันทร์,8963
พิษณุโลก,เมืองพิษณุโลก,วัดพริก,9461
พิษณุโลก,เมืองพิษณุโลก,ท่าทอง,14069
พิษณุโลก,เมืองพิษณุโลก,ท่าโพธิ์,16388
พิษณุโลก,เมืองพิษณุโลก,สมอแข,15922
พิษณุโลก,เมืองพิษณุโลก,ดอนทอง,13360
พิษณุโลก,เมืองพิษณุโลก,บ้านป่า,5784
พิษณุโลก,เมืองพิษณุโลก,ปากโทก,4865
พิษณุโลก,เมืองพิษณุโลก,หัวรอ,25250
พิษณุโลก,เมืองพิษณุโลก,จอมทอง,3952
พิษณุโลก,เมืองพิษณุโลก,บ้านกร่าง,12464
พิษณุโลก,เมืองพิษณุโลก,บ้านคลอง,13487
พิษณุโลก,เมืองพิษณุโลก,พลายชุมพล,7567
พิษณุโลก,เมืองพิษณุโลก,มะขามสูง,5639
พิษณุโลก,เมืองพิษณุโลก,อรัญญิก,30414
พิษณุโลก,เมืองพิษณุโลก,บึงพระ,19417
พิษณุโลก,เมืองพิษณุโลก,ไผ่ขอดอน,4098
พิษณุโลก,เมืองพิษณุโลก,งิ้วงาม,3488
พิษณุโลก,นครไทย,นครไทย,9036
พิษณุโลก,นครไทย,หนองกะท้าว,16358
พิษณุโลก,นครไทย,บ้านแยง,9935
พิษณุโลก,นครไทย,เนินเพิ่ม,12369
พิษณุโลก,นครไทย,นาบัว,7857
พิษณุโลก,นครไทย,นครชุม,3073
พิษณุโลก,นครไทย,น้ำกุ่ม,2426
พิษณุโลก,นครไทย,ยางโกลน,4943
พิษณุโลก,นครไทย,บ่อโพธิ์,6983
พิษณุโลก,นครไทย,บ้านพร้าว,6268
พิษณุโลก,นครไทย,ห้วยเฮี้ย,6920
พิษณุโลก,ชาติตระการ,ป่าแดง,8133
พิษณุโลก,ชาติตระการ,ชาติตระการ,4706
พิษณุโลก,ชาติตระการ,สวนเมี่ยง,5654
พิษณุโลก,ชาติตระการ,บ้านดง,8260
พิษณุโลก,ชาติตระการ,บ่อภาค,9382
พิษณุโลก,ชาติตระการ,ท่าสะแก,5074
พิษณุโลก,บางระกำ,บางระกำ,17292
พิษณุโลก,บางระกำ,ปลักแรด,7975
พิษณุโลก,บางระกำ,พันเสา,6080
พิษณุโลก,บางระกำ,วังอิทก,4466
พิษณุโลก,บางระกำ,บึงกอก,9334
พิษณุโลก,บางระกำ,หนองกุลา,14441
พิษณุโลก,บางระกำ,ชุมแสงสงคราม,7749
พิษณุโลก,บางระกำ,นิคมพัฒนา,8154
พิษณุโลก,บางระกำ,บ่อทอง,4443
พิษณุโลก,บางระกำ,ท่านางงาม,5795
พิษณุโลก,บางระกำ,คุยม่วง,7095
พิษณุโลก,บางกระทุ่ม,บางกระทุ่ม,6399
พิษณุโลก,บางกระทุ่ม,บ้านไร่,4391
พิษณุโลก,บางกระทุ่ม,โคกสลุด,3132
พิษณุโลก,บางกระทุ่ม,สนามคลี,2490
พิษณุโลก,บางกระทุ่ม,ท่าตาล,6787
พิษณุโลก,บางกระทุ่ม,ไผ่ล้อม,4502
พิษณุโลก,บางกระทุ่ม,นครป่าหมาก,6418
พิษณุโลก,บางกระทุ่ม,เนินกุ่ม,7710
พิษณุโลก,บางกระทุ่ม,วัดตายม,4295
พิษณุโลก,พรหมพิราม,พรหมพิราม,14196
พิษณุโลก,พรหมพิราม,ท่าช้าง,9153
พิษณุโลก,พรหมพิราม,วงฆ้อง,9755
พิษณุโลก,พรหมพิราม,มะตูม,3983
พิษณุโลก,พรหมพิราม,หอกลอง,4675
พิษณุโลก,พรหมพิราม,ศรีภิรมย์,7456
พิษณุโลก,พรหมพิราม,ตลุกเทียม,4641
พิษณุโลก,พรหมพิราม,วังวน,3447
พิษณุโลก,พรหมพิราม,หนองแขม,5503
พิษณุโลก,พรหมพิราม,มะต้อง,8841
พิษณุโลก,พรหมพิราม,ทับยายเชียง,5508
พิษณุโลก,พรหมพิราม,ดงประคำ,8523
พิษณุโลก,วัดโบสถ์,วัดโบสถ์,7856
พิษณุโลก,วัดโบสถ์,ท่างาม,6444
พิษณุโลก,วัดโบสถ์,ท้อแท้,6409
พิษณุโลก,วัดโบสถ์,บ้านยาง,6434
พิษณุโลก,วัดโบสถ์,หินลาด,4680
พิษณุโลก,วัดโบสถ์,คันโช้ง,5769
พิษณุโลก,วังทอง,วังทอง,17855
พิษณุโลก,วังทอง,พันชาลี,9635
พิษณุโลก,วังทอง,แม่ระกา,7155
พิษณุโลก,วังทอง,บ้านกลาง,20323
พิษณุโลก,วังทอง,วังพิกุล,8962
พิษณุโลก,วังทอง,แก่งโสภา,10795
พิษณุโลก,วังทอง,ท่าหมื่นราม,8026
พิษณุโลก,วังทอง,วังนกแอ่น,16426
พิษณุโลก,วังทอง,หนองพระ,6805
พิษณุโลก,วังทอง,ชัยนาม,6268
พิษณุโลก,วังทอง,ดินทอง,6531
พิษณุโลก,เนินมะปราง,ชมพู,13143
พิษณุโลก,เนินมะปราง,บ้านมุง,6951
พิษณุโลก,เนินมะปราง,ไทรย้อย,8542
พิษณุโลก,เนินมะปราง,วังโพรง,7026
พิษณุโลก,เนินมะปราง,บ้านน้อยซุ้มขี้เหล็ก,7995
พิษณุโลก,เนินมะปราง,เนินมะปราง,8056
พิษณุโลก,เนินมะปราง,วังยาง,5757
พิจิตร,เมืองพิจิตร,ในเมือง,21182
พิจิตร,เมืองพิจิตร,ไผ่ขวาง,3510
พิจิตร,เมืองพิจิตร,ย่านยาว,5769
พิจิตร,เมืองพิจิตร,ท่าฬ่อ,5106
พิจิตร,เมืองพิจิตร,ปากทาง,5998
พิจิตร,เมืองพิจิตร,คลองคะเชนทร์,8900
พิจิตร,เมืองพิจิตร,โรงช้าง,5749
พิจิตร,เมืองพิจิตร,เมืองเก่า,5918
พิจิตร,เมืองพิจิตร,ท่าหลวง,6451
พิจิตร,เมืองพิจิตร,บ้านบุ่ง,7036
พิจิตร,เมืองพิจิตร,ฆะมัง,6115
พิจิตร,เมืองพิจิตร,ดงป่าคำ,4767
พิจิตร,เมืองพิจิตร,หัวดง,6485
พิจิตร,เมืองพิจิตร,ป่ามะคาบ,8170
พิจิตร,เมืองพิจิตร,สายคำโห้,2494
พิจิตร,เมืองพิจิตร,ดงกลาง,4642
พิจิตร,วังทรายพูน,วังทรายพูน,8304
พิจิตร,วังทรายพูน,หนองปลาไหล,4940
พิจิตร,วังทรายพูน,หนองพระ,7579
พิจิตร,วังทรายพูน,หนองปล้อง,3410
พิจิตร,โพธิ์ประทับช้าง,โพธิ์ประทับช้าง,6087
พิจิตร,โพธิ์ประทับช้าง,ไผ่ท่าโพ,6597
พิจิตร,โพธิ์ประทับช้าง,วังจิก,4099
พิจิตร,โพธิ์ประทับช้าง,ไผ่รอบ,7517
พิจิตร,โพธิ์ประทับช้าง,ดงเสือเหลือง,5126
พิจิตร,โพธิ์ประทับช้าง,เนินสว่าง,6387
พิจิตร,โพธิ์ประทับช้าง,ทุ่งใหญ่,7740
พิจิตร,ตะพานหิน,ตะพานหิน,13536
พิจิตร,ตะพานหิน,งิ้วราย,5959
พิจิตร,ตะพานหิน,ห้วยเกตุ,5713
พิจิตร,ตะพานหิน,ไทรโรงโขน,1349
พิจิตร,ตะพานหิน,หนองพยอม,6795
พิจิตร,ตะพานหิน,ทุ่งโพธิ์,1817
พิจิตร,ตะพานหิน,ดงตะขบ,3184
พิจิตร,ตะพานหิน,คลองคูณ,4031
พิจิตร,ตะพานหิน,วังสำโรง,5678
พิจิตร,ตะพานหิน,วังหว้า,4040
พิจิตร,ตะพานหิน,วังหลุม,6696
พิจิตร,ตะพานหิน,ทับหมัน,4162
พิจิตร,ตะพานหิน,ไผ่หลวง,2651
พิจิตร,บางมูลนาก,บางมูลนาก,8247
พิจิตร,บางมูลนาก,บางไผ่,6643
พิจิตร,บางมูลนาก,หอไกร,5903
พิจิตร,บางมูลนาก,เนินมะกอก,6804
พิจิตร,บางมูลนาก,วังสำโรง,3494
พิจิตร,บางมูลนาก,ภูมิ,2067
พิจิตร,บางมูลนาก,วังกรด,2355
พิจิตร,บางมูลนาก,ห้วยเขน,1405
พิจิตร,บางมูลนาก,วังตะกู,5220
พิจิตร,บางมูลนาก,ลำประดา,2555
พิจิตร,โพทะเล,โพทะเล,7201
พิจิตร,โพทะเล,ท้ายน้ำ,5795
พิจิตร,โพทะเล,ทะนง,7559
พิจิตร,โพทะเล,ท่าบัว,6497
พิจิตร,โพทะเล,ทุ่งน้อย,3592
พิจิตร,โพทะเล,ท่าขมิ้น,5603
พิจิตร,โพทะเล,ท่าเสา,5868
พิจิตร,โพทะเล,บางคลาน,3720
พิจิตร,โพทะเล,ท่านั่ง,3906
พิจิตร,โพทะเล,บ้านน้อย,3589
พิจิตร,โพทะเล,วัดขวาง,5311
พิจิตร,สามง่าม,สามง่าม,8975
พิจิตร,สามง่าม,กำแพงดิน,5549
พิจิตร,สามง่าม,รังนก,5935
พิจิตร,สามง่าม,เนินปอ,9069
พิจิตร,สามง่าม,หนองโสน,12332
พิจิตร,ทับคล้อ,ทับคล้อ,13778
พิจิตร,ทับคล้อ,เขาทราย,13991
พิจิตร,ทับคล้อ,เขาเจ็ดลูก,7225
พิจิตร,ทับคล้อ,ท้ายทุ่ง,7675
พิจิตร,สากเหล็ก,สากเหล็ก,12741
พิจิตร,สากเหล็ก,ท่าเยี่ยม,2868
พิจิตร,สากเหล็ก,คลองทราย,2441
พิจิตร,สากเหล็ก,หนองหญ้าไทร,2254
พิจิตร,สากเหล็ก,วังทับไทร,3058
พิจิตร,บึงนาราง,ห้วยแก้ว,4698
พิจิตร,บึงนาราง,โพธิ์ไทรงาม,4111
พิจิตร,บึงนาราง,แหลมรัง,8808
พิจิตร,บึงนาราง,บางลาย,5963
พิจิตร,บึงนาราง,บึงนาราง,5186
พิจิตร,ดงเจริญ,วังงิ้วใต้,3240
พิจิตร,ดงเจริญ,วังงิ้ว,3927
พิจิตร,ดงเจริญ,ห้วยร่วม,3108
พิจิตร,ดงเจริญ,ห้วยพุก,3767
พิจิตร,ดงเจริญ,สำนักขุนเณร,5543
พิจิตร,วชิรบารมี,บ้านนา,10519
พิจิตร,วชิรบารมี,บึงบัว,8335
พิจิตร,วชิรบารมี,วังโมกข์,6625
พิจิตร,วชิรบารมี,หนองหลุม,5566
เพชรบูรณ์,เมืองเพชรบูรณ์,ในเมือง,20821
เพชรบูรณ์,เมืองเพชรบูรณ์,ตะเบาะ,8487
เพชรบูรณ์,เมืองเพชรบูรณ์,บ้านโตก,11580
เพชรบูรณ์,เมืองเพชรบูรณ์,สะเดียง,22946
เพชรบูรณ์,เมืองเพชรบูรณ์,ป่าเลา,9859
เพชรบูรณ์,เมืองเพชรบูรณ์,นางั่ว,12859
เพชรบูรณ์,เมืองเพชรบูรณ์,ท่าพล,17831
เพชรบูรณ์,เมืองเพชรบูรณ์,ดงมูลเหล็ก,9556
เพชรบูรณ์,เมืองเพชรบูรณ์,บ้านโคก,11981
เพชรบูรณ์,เมืองเพชรบูรณ์,ชอนไพร,8336
เพชรบูรณ์,เมืองเพชรบูรณ์,นาป่า,12811
เพชรบูรณ์,เมืองเพชรบูรณ์,นายม,8129
เพชรบูรณ์,เมืองเพชรบูรณ์,วังชมภู,15714
เพชรบูรณ์,เมืองเพชรบูรณ์,น้ำร้อน,7101
เพชรบูรณ์,เมืองเพชรบูรณ์,ห้วยสะแก,9596
เพชรบูรณ์,เมืองเพชรบูรณ์,ห้วยใหญ่,10960
เพชรบูรณ์,เมืองเพชรบูรณ์,ระวิง,6884
เพชรบูรณ์,ชนแดน,ชนแดน,12571
เพชรบูรณ์,ชนแดน,ดงขุย,9716
เพชรบูรณ์,ชนแดน,ท่าข้าม,8935
เพชรบูรณ์,ชนแดน,พุทธบาท,13701
เพชรบูรณ์,ชนแดน,ลาดแค,9864
เพชรบูรณ์,ชนแดน,บ้านกล้วย,7128
เพชรบูรณ์,ชนแดน,ซับพุทรา,3909
เพชรบูรณ์,ชนแดน,ตะกุดไร,5405
เพชรบูรณ์,ชนแดน,ศาลาลาย,5512
เพชรบูรณ์,หล่มสัก,หล่มสัก,11525
เพชรบูรณ์,หล่มสัก,วัดป่า,8363
เพชรบูรณ์,หล่มสัก,ตาลเดี่ยว,5679
เพชรบูรณ์,หล่มสัก,ฝายนาแซง,2638
เพชรบูรณ์,หล่มสัก,หนองสว่าง,1280
เพชรบูรณ์,หล่มสัก,น้ำเฮี้ย,1718
เพชรบูรณ์,หล่มสัก,สักหลง,5808
เพชรบูรณ์,หล่มสัก,ท่าอิบุญ,7146
เพชรบูรณ์,หล่มสัก,บ้านโสก,4249
เพชรบูรณ์,หล่มสัก,บ้านติ้ว,8276
เพชรบูรณ์,หล่มสัก,ห้วยไร่,7834
เพชรบูรณ์,หล่มสัก,น้ำก้อ,6724
เพชรบูรณ์,หล่มสัก,ปากช่อง,13394
เพชรบูรณ์,หล่มสัก,น้ำชุน,14467
เพชรบูรณ์,หล่มสัก,หนองไขว่,7770
เพชรบูรณ์,หล่มสัก,ลานบ่า,7429
เพชรบูรณ์,หล่มสัก,บุ่งคล้า,8038
เพชรบูรณ์,หล่มสัก,บุ่งน้ำเต้า,6401
เพชรบูรณ์,หล่มสัก,บ้านกลาง,9742
เพชรบูรณ์,หล่มสัก,ช้างตะลูด,7117
เพชรบูรณ์,หล่มสัก,บ้านไร่,2497
เพชรบูรณ์,หล่มสัก,ปากดุก,3504
