Title,Name,IsMp,IsSenator,IsCabinet,IsActive,MpType,MpProvince,MpZone,Images,PartyName,Party,companyType,countDirector,totalValueShare,countCompShare,totalPctShare
ดร.,นิยม เวชกามา,True,False,False,True,แบ่งเขต,สกลนคร,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/นิยม-เวชกามา.jpg,เพื่อไทย,,"['C', 'G']",2.0,,,
นาย,นิรมิต สุจารี,True,False,False,True,แบ่งเขต,ร้อยเอ็ด,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/นิรมิต-สุจารี.jpg,เพื่อไทย,,[],,,,
นาย,นิรันดร์ นาเมืองรักษ์,True,False,False,True,แบ่งเขต,ร้อยเอ็ด,4.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/นิรันดร์-นาเมืองรักษ์.jpg,เพื่อไทย,,"['C', 'G']",2.0,,,
นาย,นิรามาน สุไลมาน,True,False,False,False,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/นิรามาน-สุไลมาน.jpg,อนาคตใหม่,,[],,,,
นาย,นิโรธ สุนทรเลขา,True,False,False,True,แบ่งเขต,นครสวรรค์,6.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/นิโรธ-สุนทรเลขา.jpg,รวมไทยสร้างชาติ,,"['L', 'I']",2.0,,,
นางสาว,แนน บุณย์ธิดา สมชัย,True,False,False,False,แบ่งเขต,อุบลราชธานี,8.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/แนน-บุณย์ธิดา-สมชัย.jpg,ภูมิใจไทย,,[],,,,
นายแพทย์,บัญญัติ เจตนจันทร์,True,False,False,True,แบ่งเขต,ระยอง,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/บัญญัติ-เจตนจันทร์.jpg,ประชาธิปัตย์,,"['C', 'Q']",0.0,215143.0,2.0,0.009969373759257001
นาย,บัญญัติ บรรทัดฐาน,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/บัญญัติ-บรรทัดฐาน.jpg,ประชาธิปัตย์,,[],,,,
นาย,บัลลังก์ อรรณนพพร,True,False,False,True,แบ่งเขต,ขอนแก่น,10.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/บัลลังก์-อรรณนพพร.jpg,พลังประชารัฐ,,[],,,,
นาย,บุญแก้ว สมวงศ์,True,False,False,True,แบ่งเขต,ยโสธร,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/บุญแก้ว-สมวงศ์.jpg,เพื่อไทย,,[],,,,
นาย,บุญฐิณ ประทุมลี,True,False,False,True,แบ่งเขต,มุกดาหาร,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/บุญฐิณ-ประทุมลี.jpg,เพื่อไทย,,[],,,,
นาง,บุญยิ่ง นิติกาญจนา,True,False,False,True,แบ่งเขต,ราชบุรี,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/บุญยิ่ง-นิติกาญจนา.jpg,พลังประชารัฐ,,['G'],1.0,,,
นาง,บุญรื่น ศรีธเรศ,True,False,False,True,แบ่งเขต,กาฬสินธุ์,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/บุญรื่น-ศรีธเรศ.jpg,เพื่อไทย,,[],,,,
ดร.,บุญลือ ประเสริฐโสภา,True,False,False,True,แบ่งเขต,ราชบุรี,5.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/บุญลือ-ประเสริฐโสภา.jpg,ภูมิใจไทย,,['L'],1.0,,,
นาย,บุญสิงห์ วรินทร์รักษ์,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/บุญสิงห์-วรินทร์รักษ์.jpg,พลังประชารัฐ,,[],,,,
นางสาว,เบญจา แสงจันทร์,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/เบญจา-แสงจันทร์.jpg,ก้าวไกล,,[],,,,
นาย,ปกรณ์ มุ่งเจริญพร,True,False,False,True,แบ่งเขต,สุรินทร์,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ปกรณ์-มุ่งเจริญพร.jpg,ภูมิใจไทย,,[],,,,
นาย,ปกรณ์วุฒิ อุดมพิพัฒน์สกุล,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ปกรณ์วุฒิ-อุดมพิพัฒน์สกุล.jpg,ก้าวไกล,,[],,,,
นาย,ปฐมพงศ์ สูญจันทร์,True,False,False,False,แบ่งเขต,นครปฐม,4.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ปฐมพงศ์-สูญจันทร์.jpg,ภูมิใจไทย,,['G'],,16171949.0,1.0,0.7493815926925511
นาย,ปดิพัทธ์ สันติภาดา,True,False,False,True,แบ่งเขต,พิษณุโลก,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ปดิพัทธ์-สันติภาดา.jpg,ก้าวไกล,,[],,,,
นาย,ประกอบ รัตนพันธ์,True,False,False,True,แบ่งเขต,นครศรีธรรมราช,4.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ประกอบ-รัตนพันธ์.jpg,ประชาธิปัตย์,,[],,,,
นาย,ประเดิมชัย บุญช่วยเหลือ,True,False,False,False,แบ่งเขต,กรุงเทพมหานคร,5.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ประเดิมชัย-บุญช่วยเหลือ.jpg,ภูมิใจไทย,,[],,,,
นาย,ประทวน สุทธิอำนวยเดช,True,False,False,False,แบ่งเขต,ลพบุรี,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ประทวน-สุทธิอำนวยเดช.jpg,ภูมิใจไทย,,[],,,,
นาย,พิบูลย์ รัชกิจประการ,True,False,False,True,แบ่งเขต,สตูล,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พิบูลย์-รัชกิจประการ.jpg,ภูมิใจไทย,,"['A', 'L', 'K', 'F', 'A', 'L', 'A']",4.0,2158039263.0,3.0,100.0
นาย,พงศ์กวิน จึงรุ่งเรืองกิจ,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พงศ์กวิน-จึงรุ่งเรืองกิจ.jpg,พลังประชารัฐ,,"['L', 'C', 'L', 'G', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L']",12.0,9887877.0,2.0,0.45818800285655403
นาย,พนิต วิกิตเศรษฐ์,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พนิต-วิกิตเศรษฐ์.jpg,ประชาธิปัตย์,,['M'],,9670180.0,1.0,0.44810028092616705
ดร.,สาธิต ปิตุเตชะ,True,False,True,True,แบ่งเขต,ระยอง,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สาธิต-ปิตุเตชะ.jpg,ประชาธิปัตย์,,"['G', 'N', 'G', 'I', 'F']",4.0,806521.0,1.0,0.037372860347258
นาย,ประภูศักดิ์ จินตะเวช,True,False,False,True,แบ่งเขต,อุบลราชธานี,9.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ประภูศักดิ์-จินตะเวช.jpg,เพื่อไทย,,['F'],1.0,,,
นาย,ประมวล พงศ์ถาวราเดช,True,False,False,True,แบ่งเขต,ประจวบคีรีขันธ์,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ประมวล-พงศ์ถาวราเดช.jpg,ประชาธิปัตย์,,"['G', 'G']",1.0,4342697.0,1.0,0.20123345642761803
นายแพทย์,ประสงค์ บูรณ์พงศ์,True,False,False,False,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ประสงค์-บูรณ์พงศ์.jpg,เสรีรวมไทย,,['L'],1.0,,,
นาย,ประสิทธิ์ มะหะหมัด,True,False,False,False,แบ่งเขต,กรุงเทพมหานคร,19.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ประสิทธิ์-มะหะหมัด.jpg,รวมไทยสร้างชาติ,,"['G', 'L']",0.0,510119.0,2.0,0.023638077802665
นาย,ประสิทธิ์ วุฒินันชัย,True,False,False,True,แบ่งเขต,เชียงใหม่,7.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ประสิทธิ์-วุฒินันชัย.jpg,เพื่อไทย,,[],,,,
นาย,ประเสริฐ จันทรรวงทอง,True,False,False,True,แบ่งเขต,นครราชสีมา,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ประเสริฐ-จันทรรวงทอง.jpg,เพื่อไทย,,[],,,,
นาย,ประเสริฐ บุญเรือง,True,False,False,True,แบ่งเขต,กาฬสินธุ์,5.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ประเสริฐ-บุญเรือง.jpg,เพื่อไทย,,"['C', 'L', 'M', 'G', 'F', 'G', 'M', 'L', 'K', 'G']",10.0,,,
นาย,ประเสริฐพงษ์ ศรนุวัตร์,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ประเสริฐพงษ์-ศรนุวัตร์.jpg,ก้าวไกล,,[],,,,
นาย,ปริญญา ช่วยเกตุ คีรีรัตน์,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ปริญญา-ช่วยเกตุ-คีรีรัตน์.jpg,ก้าวไกล,,[],,,,
นาย,ปริญญา ฤกษ์หร่าย,True,False,False,True,แบ่งเขต,กำแพงเพชร,4.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ปริญญา-ฤกษ์หร่าย.jpg,พลังประชารัฐ,,[],,,,
นาย,ปรีดา บุญเพลิง,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ปรีดา-บุญเพลิง.jpg,ครูไทยเพื่อประชาชน,,"['P', 'G', 'G']",3.0,,,
นาย,ปัญญา จีนาคำ,True,False,False,True,แบ่งเขต,แม่ฮ่องสอน,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ปัญญา-จีนาคำ.jpg,พลังประชารัฐ,,[],,,,
นาย,พรเทพ วิสุทธิ์วัฒนศักดิ์,True,False,False,True,แบ่งเขต,ประจวบคีรีขันธ์,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พรเทพ-วิสุทธิ์วัฒนศักดิ์.jpg,เพื่อไทย,,"['B', 'C', 'C', 'C', 'H']",1.0,28538428.0,4.0,1.322423947019725
นางสาว,ปารีณา ไกรคุปต์,True,False,False,False,แบ่งเขต,ราชบุรี,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ปารีณา-ไกรคุปต์.jpg,พลังประชารัฐ,,"['A', 'A']",0.0,3035584.0,2.0,0.140663983832253
ดร.,ปิยบุตร แสงกนกกุล,True,False,False,False,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ปิยบุตร-แสงกนกกุล.jpg,อนาคตใหม่,,[],,,,
นาย,ปิยวัฒน พันธ์สายเชื้อ,True,False,False,True,แบ่งเขต,ยโสธร,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ปิยวัฒน-พันธ์สายเชื้อ.jpg,เพื่อไทย,,['G'],1.0,,,
นางสาว,ปิยะรัฐชย์ ติยะไพรัช,True,False,False,False,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ปิยะรัฐชย์-ติยะไพรัช.jpg,เพื่อไทย,,"['M', 'G', 'A', 'L']",2.0,5773698.0,2.0,0.267543695751563
นาง,ผ่องศรี แซ่จึง,True,False,False,True,แบ่งเขต,ศรีสะเกษ,8.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ผ่องศรี-แซ่จึง.jpg,เพื่อไทย,,[],,,,
นาย,ไผ่ ลิกค์,True,False,False,True,แบ่งเขต,กำแพงเพชร,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ไผ่-ลิกค์.jpg,พลังประชารัฐ,,[],,,,
พลโท ดร.,พงศกร รอดชมภู,True,False,False,False,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พงศกร-รอดชมภู.jpg,อนาคตใหม่,,"['F', 'D', 'G', 'M', 'D', 'N', 'I']",3.0,2773162.0,4.0,0.12850377875631802
นาย,พยม พรหมเพชร,True,False,False,False,แบ่งเขต,สงขลา,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พยม-พรหมเพชร.jpg,รวมไทยสร้างชาติ,,[],,,,
นาย,พรชัย อำนวยทรัพย์,True,False,False,True,แบ่งเขต,นครราชสีมา,10.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พรชัย-อำนวยทรัพย์.jpg,ภูมิใจไทย,,['F'],1.0,,,
นาย,พรชัย อินทร์สุข,True,False,False,True,แบ่งเขต,พิจิตร,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พรชัย-อินทร์สุข.jpg,พลังประชารัฐ,,[],,,,
นางสาว,พรพิมล ธรรมสาร,True,False,False,True,แบ่งเขต,ปทุมธานี,5.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พรพิมล-ธรรมสาร.jpg,เพื่อไทย,,['G'],1.0,,,
นาง,พรเพ็ญ บุญศิริวัฒนกุล,True,False,False,True,แบ่งเขต,ชัยภูมิ,5.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พรเพ็ญ-บุญศิริวัฒนกุล.jpg,เพื่อไทย,,[],,,,
ดร.,พรรณสิริ กุลนาถศิริ,True,False,False,True,แบ่งเขต,สุโขทัย,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พรรณสิริ-กุลนาถศิริ.jpg,เพื่อไทย,,[],,,,
นางสาว,พรรณิการ์ วานิช,True,False,False,False,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พรรณิการ์-วานิช.jpg,อนาคตใหม่,,['I'],1.0,,,
นาย,พลภูมิ วิภัติภูมิประเทศ,True,False,False,True,แบ่งเขต,กรุงเทพมหานคร,14.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พลภูมิ-วิภัติภูมิประเทศ.jpg,เพื่อไทย,,['M'],1.0,,,
ดร.,พัชรินทร์ ซำศิริพงษ์,True,False,False,False,แบ่งเขต,กรุงเทพมหานคร,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พัชรินทร์-ซำศิริพงษ์.jpg,ภูมิใจไทย,,[],,,,
นาย,พัฒนา สัพโส,True,False,False,True,แบ่งเขต,สกลนคร,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พัฒนา-สัพโส.jpg,เพื่อไทย,,[],,,,
ดร.,พาณุวัฒณ์ สะสมทรัพย์,True,False,False,True,แบ่งเขต,นครปฐม,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พาณุวัฒณ์-สะสมทรัพย์.jpg,ชาติไทยพัฒนา,,[],,,,
นาย,พิจารณ์ เชาวพัฒนวงศ์,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พิจารณ์-เชาวพัฒนวงศ์.jpg,ก้าวไกล,,['G'],1.0,,,
นาง,พิชชารัตน์ เลาหพงศ์ชนะ,True,False,False,False,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พิชชารัตน์-เลาหพงศ์ชนะ.jpg,รวมไทยสร้างชาติ,,"['I', 'L', 'C', 'R']",0.0,383732.0,4.0,0.017781511512749003
นาย,พิเชษฐ สถิรชวาล,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พิเชษฐ-สถิรชวาล.jpg,เปลี่ยน,,"['C', 'G', 'C', 'F', 'M', 'F']",6.0,,,
นาย,พิธา ลิ้มเจริญรัตน์,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พิธา-ลิ้มเจริญรัตน์.jpg,ก้าวไกล,,"['L', 'I', 'G']",1.0,406420.0,2.0,0.018832836221664002
นางสาว,พิมพ์พร พรพฤฒิพันธุ์,True,False,False,True,แบ่งเขต,เพชรบูรณ์,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พิมพ์พร-พรพฤฒิพันธุ์.jpg,พลังประชารัฐ,,[],,,,
นางสาว,พิมพ์ภัทรา วิชัยกุล,True,False,False,False,แบ่งเขต,นครศรีธรรมราช,8.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พิมพ์ภัทรา-วิชัยกุล.jpg,รวมไทยสร้างชาติ,,[],,,,
นาย,พิษณุ พลธี,True,False,False,True,แบ่งเขต,ปทุมธานี,6.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พิษณุ-พลธี.jpg,ภูมิใจไทย,,[],,,,
นาย,พีรเดช คำสมุทร,True,False,False,False,แบ่งเขต,เชียงราย,6.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พีรเดช-คำสมุทร.jpg,ภูมิใจไทย,,[],,,,
นาย,พีระพันธุ์ สาลีรัฐวิภาค,True,False,False,False,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พีระพันธุ์-สาลีรัฐวิภาค.jpg,รวมไทยสร้างชาติ,,"['L', 'C', 'L', 'L', 'L', 'L']",1.0,56724119.0,5.0,2.628502639991124
ดร.,พีระเพชร ศิริกุล,True,False,False,True,แบ่งเขต,กาฬสินธุ์,4.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พีระเพชร-ศิริกุล.jpg,เพื่อไทย,,[],,,,
นางสาว,ภริม พูลเจริญ,True,False,False,True,แบ่งเขต,สมุทรปราการ,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ภริม-พูลเจริญ.jpg,พลังประชารัฐ,,"['G', 'L']",1.0,469687.0,1.0,0.021764525236073
นางสาว,เพชรดาว โต๊ะมีนา,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/เพชรดาว-โต๊ะมีนา.jpg,ภูมิใจไทย,,"['L', 'G']",1.0,36940.0,1.0,0.0017117390138970002
นาย,ณัฏฐพล ทีปสุวรรณ,True,False,True,False,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ณัฏฐพล-ทีปสุวรรณ.jpg,พลังประชารัฐ,,"['F', 'G']",1.0,0.0,1.0,0.0
นาย,เพชร เอกกำลังกุล,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/เพชร-เอกกำลังกุล.jpg,เสรีรวมไทย,,"['G', 'G', 'L', 'N']",4.0,,,
นางสาว,เพชรชมพู กิจบูรณะ,True,False,False,False,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/เพชรชมพู-กิจบูรณะ.jpg,รวมพลัง,,[],,,,
ดร.,เพชรวรรต วัฒนพงศศิริกุล,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/เพชรวรรต-วัฒนพงศศิริกุล.jpg,เพื่อชาติ,,[],,,,
นาย,ไพจิต ศรีวรขาน,True,False,False,True,แบ่งเขต,นครพนม,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ไพจิต-ศรีวรขาน.jpg,เพื่อไทย,,['G'],1.0,,,
นาย,ไพบูลย์ นิติตะวัน,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ไพบูลย์-นิติตะวัน.jpg,ประชาชนปฏิรูป,,"['A', 'A', 'G', 'C', 'C', 'G']",6.0,,,
ดร.,ไพโรจน์ โล่ห์สุนทร,True,False,False,True,แบ่งเขต,ลำปาง,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ไพโรจน์-โล่ห์สุนทร.jpg,เพื่อไทย,,"['I', 'L', 'J', 'L']",2.0,28775603.0,2.0,1.333414247523818
นางสาว,ไพลิน เทียนสุวรรณ,True,False,False,True,แบ่งเขต,สมุทรปราการ,7.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ไพลิน-เทียนสุวรรณ.jpg,รวมไทยสร้างชาติ,,[],,,,
ดร.,ภณณัฏฐ์ ศรีอินทร์สุทธิ์,True,False,False,True,แบ่งเขต,นนทบุรี,6.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ภณณัฏฐ์-ศรีอินทร์สุทธิ์.jpg,เพื่อไทย,,"['L', 'C']",2.0,,,
นาย,ภราดร ปริศนานันทกุล,True,False,False,True,แบ่งเขต,อ่างทอง,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ภราดร-ปริศนานันทกุล.jpg,ภูมิใจไทย,,['R'],1.0,,,
นาย,ภาคภูมิ บูลย์ประมุข,True,False,False,True,แบ่งเขต,ตาก,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ภาคภูมิ-บูลย์ประมุข.jpg,พลังประชารัฐ,,['F'],1.0,,,
นาย,ภาควัต ศรีสุรพล,True,False,False,True,แบ่งเขต,ขอนแก่น,5.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ภาควัต-ศรีสุรพล.jpg,เพื่อไทย,,[],,,,
นางสาว,ภาดาท์ วรกานนท์,True,False,False,False,แบ่งเขต,กรุงเทพมหานคร,6.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ภาดาท์-วรกานนท์.jpg,ภูมิใจไทย,,"['J', 'G', 'G']",3.0,,,
นาย,ภานุ ศรีบุศยกาญจน์,True,False,False,True,แบ่งเขต,สุราษฎร์ธานี,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ภานุ-ศรีบุศยกาญจน์.jpg,ประชาธิปัตย์,,[],,,,
นาย,ภาสกร เงินเจริญกุล,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ภาสกร-เงินเจริญกุล.jpg,รวมไทยสร้างชาติ,,[],,,,
ดร.,มงคลกิตติ์ สุขสินธารานนท์,True,False,False,False,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/มงคลกิตติ์-สุขสินธารานนท์.jpg,ไทยศรีวิไลย์,,"['C', 'N', 'F']",,1092661.0,3.0,0.050632118642783004
ดร.,มนูญ สิวาภิรมย์รัตน์,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/มนูญ-สิวาภิรมย์รัตน์.jpg,เศรษฐกิจใหม่,,"['L', 'M']",1.0,44524.0,1.0,0.002063169135213
ดร.,ภิญโญ นิโรจน์,True,False,False,True,แบ่งเขต,นครสวรรค์,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ภิญโญ-นิโรจน์.jpg,พลังประชารัฐ,,"['R', 'K']",1.0,-352883.0,1.0,-0.016352019448869
นาย,ภูดิท อินสุวรรณ์,True,False,False,False,แบ่งเขต,พิจิตร,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ภูดิท-อินสุวรรณ์.jpg,เพื่อไทย,,[],,,,
นาย,ภูมิศิษฏ์ คงมี,True,False,False,False,แบ่งเขต,พัทลุง,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ภูมิศิษฏ์-คงมี.jpg,ภูมิใจไทย,,[],,,,
ร้อยตำรวจตรี,มณฑล โพธิ์คาย,True,False,False,True,แบ่งเขต,กรุงเทพมหานคร,20.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/มณฑล-โพธิ์คาย.jpg,อนาคตใหม่,,"['I', 'I']",2.0,,,
นาย,มณเฑียร สงฆ์ประชา,True,False,False,False,แบ่งเขต,ชัยนาท,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/มณเฑียร-สงฆ์ประชา.jpg,ภูมิใจไทย,,[],,,,
นาย,มนตรี ตั้งเจริญถาวร,True,False,False,True,แบ่งเขต,นนทบุรี,4.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/มนตรี-ตั้งเจริญถาวร.jpg,เพื่อไทย,,[],,,,
นาย,มนตรี ปาน้อยนนท์,True,False,False,True,แบ่งเขต,ประจวบคีรีขันธ์,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/มนตรี-ปาน้อยนนท์.jpg,ประชาธิปัตย์,,[],,,,
นาง,มนพร เจริญศรี,True,False,False,True,แบ่งเขต,นครพนม,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/มนพร-เจริญศรี.jpg,เพื่อไทย,,"['G', 'F']",2.0,,,
นางสาว,มัลลิกา จิระพันธุ์วาณิช,True,False,False,True,แบ่งเขต,ลพบุรี,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/มัลลิกา-จิระพันธุ์วาณิช.jpg,ภูมิใจไทย,,"['C', 'G', 'G']",3.0,,,
นาย,มานพ ศรีผึ้ง,True,False,False,True,แบ่งเขต,นครสวรรค์,4.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/มานพ-ศรีผึ้ง.jpg,ภูมิใจไทย,,['R'],1.0,,,
นาย,มานะ โลหะวณิชย์,True,False,False,True,แบ่งเขต,ชัยภูมิ,4.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/มานะ-โลหะวณิชย์.jpg,เพื่อไทย,,"['C', 'G', 'G', 'G', 'F']",4.0,4613651.0,1.0,0.21378902039003303
ดร.,พิเชษฐ์ เชื้อเมืองพาน,True,False,False,True,แบ่งเขต,เชียงราย,5.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พิเชษฐ์-เชื้อเมืองพาน.jpg,เพื่อไทย,,['A'],0.0,118090.0,1.0,0.005472096918006
นาย,มานะศักดิ์ จันทร์ประสงค์,True,False,False,True,แบ่งเขต,นนทบุรี,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/มานะศักดิ์-จันทร์ประสงค์.jpg,เพื่อไทย,,['F'],1.0,,,
นาย,มานัส อ่อนอ้าย,True,False,False,True,แบ่งเขต,พิษณุโลก,5.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/มานัส-อ่อนอ้าย.jpg,รวมไทยสร้างชาติ,,[],,,,
นาง,มารศรี ขจรเรืองโรจน์,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/มารศรี-ขจรเรืองโรจน์.jpg,เศรษฐกิจใหม่,,[],,,,
นาย,มิ่งขวัญ แสงสุวรรณ์,True,False,False,False,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/มิ่งขวัญ-แสงสุวรรณ์.jpg,พลังประชารัฐ,,"['H', 'G', 'I']",3.0,,,
