Title,Name,IsMp,IsSenator,IsCabinet,IsActive,MpType,MpProvince,MpZone,Images,PartyName,Party,companyType,countDirector,totalValueShare,countCompShare,totalPctShare
นาย,ธานี อ่อนละเอียด,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ธานี-อ่อนละเอียด.jpg,,,['M'],1.0,,,
พลเอก,ธีรเดช มีเพียร,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ธีรเดช-มีเพียร.jpg,,,['C'],1.0,,,
นาย,นิพนธ์ นาคสมภพ,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/นิพนธ์-นาคสมภพ.jpg,,,"['L', 'G', 'K']",2.0,995220.0,1.0,0.046116862517899
นาย,ธีระเกียรติ เจริญเศรษฐศิลป์,False,True,False,False,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ธีระเกียรติ-เจริญเศรษฐศิลป์.jpg,,,['N'],,0.0,1.0,0.0
พลเรือเอก,นพดล โชคระดา,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/นพดล-โชคระดา.jpg,,,[],,,,
พลเอก,นพดล อินทปัญญา,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/นพดล-อินทปัญญา.jpg,,,"['A', 'M']",2.0,,,
พลเอก,นาวิน ดำริกาญจน์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/นาวิน-ดำริกาญจน์.jpg,,,['L'],,1861.0,1.0,8.6235687733e-05
พลเอก,นิวัตร มีนะโยธิน,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/นิวัตร-มีนะโยธิน.jpg,,,[],,,,
ดร.,นิสดารก์ เวชยานนท์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/นิสดารก์-เวชยานนท์.jpg,,,[],,,,
นาย,นิอาแซ ซีอุเซ็ง,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/นิอาแซ-ซีอุเซ็ง.jpg,,,[],,,,
นาย,เนาวรัตน์ พงษ์ไพบูลย์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/เนาวรัตน์-พงษ์ไพบูลย์.jpg,,,['J'],1.0,,,
นาย,บรรชา พงศ์อายุกูล,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/บรรชา-พงศ์อายุกูล.jpg,,,"['C', 'C']",2.0,,,
พลเอก,บุญธรรม โอริส,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/บุญธรรม-โอริส.jpg,,,[],,,,
นาย,บุญมี สุระโคตร,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/บุญมี-สุระโคตร.jpg,,,['G'],,9770.0,1.0,0.000452725776009
ดร.,บุญส่ง ไข่เกษ,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/บุญส่ง-ไข่เกษ.jpg,,,['M'],1.0,,,
พลเอก ดร.,บุญสร้าง เนียมประดิษฐ์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/บุญสร้าง-เนียมประดิษฐ์.jpg,,,"['P', 'C']",2.0,,,
นาง,เบญจรัตน์ จริยธาราสิทธิ์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/เบญจรัตน์-จริยธาราสิทธิ์.jpg,,,"['I', 'G', 'D', 'A', 'G', 'C', 'G', 'B']",6.0,421520.0,2.0,0.019532545455823003
หม่อมหลวง,ปนัดดา ดิศกุล,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ปนัดดา-ดิศกุล.jpg,,,[],,,,
พลอากาศเอก ดร.,ประจิน จั่นตอง,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ประจิน-จั่นตอง.jpg,,,[],,,,
นาย,ประดิษฐ์ เหลืองอร่าม,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ประดิษฐ์-เหลืองอร่าม.jpg,,,['G'],1.0,,,
นาง,ประภาศรี สุฉันทบุตร,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ประภาศรี-สุฉันทบุตร.jpg,,,"['K', 'Q', 'L', 'Q', 'N', 'G', 'Q', 'S', 'K', 'Q', 'I', 'I', 'K']",10.0,35172884.0,3.0,1.6298537567432572
นาย,ประมนต์ สุธีวงศ์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ประมนต์-สุธีวงศ์.jpg,,,"['K', 'B', 'C', 'C', 'C', 'M', 'M', 'G', 'G']",8.0,7384706.0,1.0,0.342195164222088
นาย,ประมาณ สว่างญาติ,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ประมาณ-สว่างญาติ.jpg,,,"['F', 'F']",2.0,,,
ร้อยเอก,ประยุทธ เสาวคนธ์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ประยุทธ-เสาวคนธ์.jpg,,,[],,,,
นาง,ประยูร เหล่าสายเชื้อ,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ประยูร-เหล่าสายเชื้อ.jpg,,,['K'],1.0,,,
พลเอก ดร.,ประสาท สุขเกษตร,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ประสาท-สุขเกษตร.jpg,,,[],,,,
รองศาสตราจารย์ ดร.,ประเสริฐ ปิ่นปฐมรัฐ,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ประเสริฐ-ปิ่นปฐมรัฐ.jpg,,,"['G', 'K']",1.0,1018996.0,1.0,0.04721860336236101
พลตำรวจตรี,ปรัชญ์ชัย ใจชาญสุขกิจ,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ปรัชญ์ชัย-ใจชาญสุขกิจ.jpg,,,['I'],0.0,211891.0,1.0,0.009818681412934
พลเอก,ปรีชา จันทร์โอชา,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ปรีชา-จันทร์โอชา.jpg,,,[],,,,
นาย,ปรีชา บัววิรัตน์เลิศ,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ปรีชา-บัววิรัตน์เลิศ.jpg,,,[],,,,
นาย,ปัญญา งานเลิศ,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ปัญญา-งานเลิศ.jpg,,,[],,,,
พลเอก,พิศณุ พุทธวงศ์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พิศณุ-พุทธวงศ์.jpg,,,"['L', 'N', 'N']",2.0,10427081.0,1.0,0.48317383185627405
พลเอก,ปัฐมพงศ์ ประถมภัฏ,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ปัฐมพงศ์-ประถมภัฏ.jpg,,,['C'],,344305.0,1.0,0.015954528997835
นาย,ปานเทพ กล้าณรงค์ราญ,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ปานเทพ-กล้าณรงค์ราญ.jpg,,,[],,,,
ดร.,ปิยฉัฏฐ์ วันเฉลิม,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ปิยฉัฏฐ์-วันเฉลิม.jpg,,,[],,,,
นาย,ปิยพันธุ์ นิมมานเหมินท์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ปิยพันธุ์-นิมมานเหมินท์.jpg,,,"['L', 'L', 'L', 'L', 'L', 'L', 'L', 'C', 'K', 'L']",3.0,9527260.0,7.0,0.44147760253238705
พลเอก,โปฎก บุนนาค,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/โปฎก-บุนนาค.jpg,,,[],,,,
นาง,ผาณิต นิติทัณฑ์ประภาศ,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ผาณิต-นิติทัณฑ์ประภาศ.jpg,,,[],,,,
แพทย์หญิง คุณหญิง,พรทิพย์ โรจนสุนันท์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พรทิพย์-โรจนสุนันท์.jpg,,,[],,,,
นาย,รณวริทธิ์ ปริยฉัตรตระกูล,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/รณวริทธิ์-ปริยฉัตรตระกูล.jpg,,,['G'],0.0,14372504.0,1.0,0.6659982627016731
พลเอก,พรพิพัฒน์ เบญญศรี,False,True,False,False,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พรพิพัฒน์-เบญญศรี.jpg,,,"['L', 'L', 'F', 'K', 'L']",4.0,-101624.0,1.0,-0.004709089484253
นาย,พรเพชร วิชิตชลชัย,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พรเพชร-วิชิตชลชัย.jpg,,,[],,,,
นายแพทย์,พลเดช ปิ่นประทีป,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พลเดช-ปิ่นประทีป.jpg,,,"['C', 'M']",1.0,-16170.0,1.0,-0.0007492912792290001
พลเรือเอก,พะจุณณ์ ตามประทีป,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พะจุณณ์-ตามประทีป.jpg,,,"['N', 'G', 'L']",3.0,,,
พลเรือเอก,พัลลภ ตมิศานนท์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พัลลภ-ตมิศานนท์.jpg,,,[],,,,
พลเอก,ไพโรจน์ พานิชสมัย,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ไพโรจน์-พานิชสมัย.jpg,,,"['L', 'L', 'I', 'P', 'L', 'K', 'L', 'L', 'L']",2.0,5546323.0,7.0,0.257007511174276
นาง,พิกุลแก้ว ไกรฤกษ์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พิกุลแก้ว-ไกรฤกษ์.jpg,,,"['L', 'A', 'C', 'L', 'L', 'L', 'I', 'N', 'C', 'P', 'K', 'C', 'Q', 'L']",7.0,2847199.0,7.0,0.131934531906614
นาย,พิทักษ์ ไชยเจริญ,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พิทักษ์-ไชยเจริญ.jpg,,,"['G', 'L', 'G', 'Q']",1.0,371727.0,3.0,0.017225219502412
นาย,พิศาล มาณวพัฒน์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พิศาล-มาณวพัฒน์.jpg,,,['Q'],,337135.0,1.0,0.015622282957508001
พลตำรวจโท,พิสัณห์ จุลดิลก,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พิสัณห์-จุลดิลก.jpg,,,"['N', 'R']",2.0,,,
พลเอก,พิสิทธิ์ สิทธิสาร,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พิสิทธิ์-สิทธิสาร.jpg,,,[],,,,
นาย,พีระศักดิ์ พอจิต,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/พีระศักดิ์-พอจิต.jpg,,,[],,,,
นาง,เพ็ญพักตร์ ศรีทอง,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/เพ็ญพักตร์-ศรีทอง.jpg,,,"['G', 'L', 'G', 'G', 'I']",3.0,226233.0,2.0,0.010483266170306
พลเอก,ไพชยนต์ ค้าทันเจริญ,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ไพชยนต์-ค้าทันเจริญ.jpg,,,[],,,,
นาย,ไพฑูรย์ หลิมวัฒนา,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ไพฑูรย์-หลิมวัฒนา.jpg,,,"['G', 'G']",2.0,,,
นาย,ยุทธนา ทัพเจริญ,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ยุทธนา-ทัพเจริญ.jpg,,,"['M', 'M', 'L']",2.0,2545390.0,1.0,0.117949197850159
นาย,ไพโรจน์ พ่วงทอง,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ไพโรจน์-พ่วงทอง.jpg,,,['A'],0.0,3792.0,1.0,0.00017571506065700002
นางสาว,ภัทรา วรามิตร,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ภัทรา-วรามิตร.jpg,,,['G'],1.0,,,
นาย,ภาณุ อุทัยรัตน์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ภาณุ-อุทัยรัตน์.jpg,,,[],,,,
นาย,มณเฑียร บุญตัน,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/มณเฑียร-บุญตัน.jpg,,,[],,,,
พลอากาศเอก,มนัส รูปขจร,False,True,False,False,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/มนัส-รูปขจร.jpg,,,"['J', 'H']",1.0,-517109.0,1.0,-0.023961982938213004
นาย,มหรรณพ เดชวิทักษ์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/มหรรณพ-เดชวิทักษ์.jpg,,,"['G', 'G']",2.0,,,
พลเอก,มารุต ปัชโชตะสิงห์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/มารุต-ปัชโชตะสิงห์.jpg,,,"['G', 'G']",2.0,,,
พันตำรวจตรี ดร.,ยงยุทธ สาระสมบัติ,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ยงยุทธ-สาระสมบัติ.jpg,,,"['M', 'A']",,3103821.0,2.0,0.143825974495256
พลเอก ดร.,ยอดยุทธ บุญญาธิการ,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ยอดยุทธ-บุญญาธิการ.jpg,,,[],,,,
พันตำรวจเอก,ยุทธกร วงเวียน,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ยุทธกร-วงเวียน.jpg,,,[],,,,
นาย,ระวี รุ่งเรือง,False,True,False,False,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ระวี-รุ่งเรือง.jpg,,,"['L', 'F']",1.0,319668.0,1.0,0.014812890825517
นางสาว,เรณู ตังคจิวางกูร,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/เรณู-ตังคจิวางกูร.jpg,,,[],,,,
นาย,ลักษณ์ วจนานวัช,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ลักษณ์-วจนานวัช.jpg,,,['G'],1.0,,,
พลเรือเอก,ลือชัย รุดดิษฐ์,False,True,False,False,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ลือชัย-รุดดิษฐ์.jpg,,,['L'],0.0,494279.0,1.0,0.022904078182195003
พลเอก,เลิศรัตน์ รัตนวานิช,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/เลิศรัตน์-รัตนวานิช.jpg,,,"['G', 'K', 'G', 'K', 'G', 'I']",6.0,,,
พลเอก,เลิศฤทธิ์ เวชสวรรค์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/เลิศฤทธิ์-เวชสวรรค์.jpg,,,"['K', 'C']",2.0,,,
ว่าที่ร้อยตรี,วงศ์สยาม เพ็งพานิชภักดี,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วงศ์สยาม-เพ็งพานิชภักดี.jpg,,,"['F', 'G']",1.0,-12355155.0,1.0,-0.572517618739914
พลเอก ดร.,วรพงษ์ สง่าเนตร,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วรพงษ์-สง่าเนตร.jpg,,,[],,,,
นาง,วรารัตน์ อติแพทย์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วรารัตน์-อติแพทย์.jpg,,,[],,,,
พลเอก,วราห์ บุญญะสิทธิ์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วราห์-บุญญะสิทธิ์.jpg,,,[],,,,
พลเอก,วลิต โรจนภักดี,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วลิต-โรจนภักดี.jpg,,,[],,,,
พลเอก,วสันต์ สุริยมงคล,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วสันต์-สุริยมงคล.jpg,,,['L'],,8240606.0,1.0,0.381856166441768
พลเอก,วัฒนา สรรพานิช,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วัฒนา-สรรพานิช.jpg,,,"['P', 'R', 'K']",3.0,,,
นาย,วันชัย สอนศิริ,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วันชัย-สอนศิริ.jpg,,,['M'],,211.0,1.0,9.777393934e-06
นาย,วัลลภ ตังคณานุรักษ์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วัลลภ-ตังคณานุรักษ์.jpg,,,[],,,,
พลเอก ดร.,วิชิต ยาทิพย์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วิชิต-ยาทิพย์.jpg,,,"['L', 'H', 'L', 'L']",3.0,1962894.0,1.0,0.090957288574596
นาย,วิทยา ผิวผ่อง,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วิทยา-ผิวผ่อง.jpg,,,[],,,,
พลเอก,วินัย สร้างสุขดี,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วินัย-สร้างสุขดี.jpg,,,[],,,,
พลตำรวจโท,วิบูลย์ บางท่าไม้,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วิบูลย์-บางท่าไม้.jpg,,,['N'],1.0,,,
นางสาว,วิบูลย์ลักษณ์ ร่วมรักษ์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วิบูลย์ลักษณ์-ร่วมรักษ์.jpg,,,[],,,,
นาย,วิรัตน์ เกสสมบูรณ์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วิรัตน์-เกสสมบูรณ์.jpg,,,[],,,,
นางสาว,วิไลลักษณ์ อรินทมะพงษ์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วิไลลักษณ์-อรินทมะพงษ์.jpg,,,[],,,,
นาย,วิวรรธน์ แสงสุริยะฉัตร,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วิวรรธน์-แสงสุริยะฉัตร.jpg,,,"['L', 'G', 'G', 'G', 'G', 'G']",4.0,1105621.0,2.0,0.051232663786803
นาย,วิสุทธิ์ ศรีสุพรรณ,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วิสุทธิ์-ศรีสุพรรณ.jpg,,,"['K', 'K', 'L', 'K', 'K', 'M', 'K', 'K', 'K', 'K', 'K', 'M']",12.0,,,
นาย,วีระศักดิ์ ฟูตระกูล,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วีระศักดิ์-ฟูตระกูล.jpg,,,['L'],1.0,,,
นาย,วีระศักดิ์ โควสุรัตน์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วีระศักดิ์-โควสุรัตน์.jpg,,,"['H', 'M', 'M', 'M', 'C']",5.0,,,
นาย,วีระศักดิ์ ภูครองหิน,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วีระศักดิ์-ภูครองหิน.jpg,,,[],,,,
พลเอก,วีรัณ ฉันทศาสตร์โกศล,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วีรัณ-ฉันทศาสตร์โกศล.jpg,,,[],,,,
นาย,วุฒิพันธุ์ วิชัยรัตน์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วุฒิพันธุ์-วิชัยรัตน์.jpg,,,[],,,,
นาย,ศรีศักดิ์ วัฒนพรมงคล,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ศรีศักดิ์-วัฒนพรมงคล.jpg,,,"['G', 'L', 'F', 'G', 'G', 'C', 'G']",5.0,3689871.0,2.0,0.170982570301826
นาย,ศักดิ์ชัย ธนบุญชัย,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ศักดิ์ชัย-ธนบุญชัย.jpg,,,"['I', 'L', 'R', 'G', 'L', 'G', 'C', 'C', 'G', 'Q', 'N', 'Q', 'K', 'L', 'R', 'M']",15.0,-86.0,1.0,-3.9850989490000005e-06
ดร.,ศักดิ์ไทย สุรกิจบวร,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ศักดิ์ไทย-สุรกิจบวร.jpg,,,[],,,,
พลเรือเอก,ศักดิ์สิทธิ์ เชิดบุญเมือง,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ศักดิ์สิทธิ์-เชิดบุญเมือง.jpg,,,[],,,,
พลตำรวจโท,ศานิตย์ มหถาวร,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ศานิตย์-มหถาวร.jpg,,,[],,,,
ดร.,ศิรินา ปวโรฬารวิทยา,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ศิรินา-ปวโรฬารวิทยา.jpg,,,"['L', 'C', 'G', 'M', 'G', 'G', 'G', 'C', 'K', 'C', 'L', 'L', 'K', 'M', 'R', 'C', 'C', 'C', 'L', 'L', 'G', 'C', 'K', 'N', 'K', 'G', 'G', 'R', 'G', 'G', 'L', 'C', 'L', 'G', 'G', 'C']",12.0,629635321.0,24.0,29.17626809647161
พลเรือเอก,ศิษฐวัชร วงษ์สุวรรณ,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ศิษฐวัชร-วงษ์สุวรรณ.jpg,,,['D'],1.0,,,
นาย,ศุภชัย สมเจริญ,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ศุภชัย-สมเจริญ.jpg,,,[],,,,
พลเอก,ศุภรัตน์ พัฒนาวิสุทธิ์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ศุภรัตน์-พัฒนาวิสุทธิ์.jpg,,,[],,,,
พลเอก,สกนธ์ สัจจานิตย์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สกนธ์-สัจจานิตย์.jpg,,,[],,,,
พลเอก,สกล ชื่นตระกูล,False,True,False,False,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สกล-ชื่นตระกูล.jpg,,,[],,,,
นายแพทย์ หม่อมหลวง,สกุล มาลากุล,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สกุล-มาลากุล.jpg,,,[],,,,
ดร.,สถิตย์ ลิ่มพงศ์พันธุ์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สถิตย์-ลิ่มพงศ์พันธุ์.jpg,,,"['L', 'G', 'K', 'K']",4.0,,,
พลเรือโท,สนธยา น้อยฉายา,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สนธยา-น้อยฉายา.jpg,,,[],,,,
พลเอก,สนธยา ศรีเจริญ,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สนธยา-ศรีเจริญ.jpg,,,[],,,,
พลเอก,สนั่น มะเริงสิทธิ์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สนั่น-มะเริงสิทธิ์.jpg,,,[],,,,
ดร.,สม จาตุศรีพิทักษ์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สม-จาตุศรีพิทักษ์.jpg,,,"['G', 'L', 'K', 'K', 'C', 'K', 'I', 'G', 'B', 'M', 'H', 'R', 'L', 'M']",11.0,-66078.0,3.0,-0.003061946144026
พลเอก,สมเจตน์ บุญถนอม,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สมเจตน์-บุญถนอม.jpg,,,['C'],1.0,,,
นาย,สมชาย ชาญณรงค์กุล,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สมชาย-ชาญณรงค์กุล.jpg,,,[],,,,
นาย,สมชาย เสียงหลาย,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สมชาย-เสียงหลาย.jpg,,,[],,,,
นาย,สมชาย แสวงการ,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สมชาย-แสวงการ.jpg,,,"['M', 'N', 'I', 'G', 'J', 'C', 'N', 'G']",8.0,,,
ดร.,สมชาย หาญหิรัญ,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สมชาย-หาญหิรัญ.jpg,,,['G'],1.0,,,
นาย,สมเดช นิลพันธุ์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สมเดช-นิลพันธุ์.jpg,,,[],,,,
พลตำรวจโท,สมบัติ มิลินทจินดา,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สมบัติ-มิลินทจินดา.jpg,,,[],,,,
นาย,สมบูรณ์ งามลักษณ์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สมบูรณ์-งามลักษณ์.jpg,,,[],,,,
นาย,สมพล เกียรติไพบูลย์,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สมพล-เกียรติไพบูลย์.jpg,,,[],,,,
นาย,สมศักดิ์ โชติรัตนะศิริ,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สมศักดิ์-โชติรัตนะศิริ.jpg,,,['G'],1.0,,,
พลตำรวจโท,สมหมาย กองวิสัยสุข,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สมหมาย-กองวิสัยสุข.jpg,,,[],,,,
พลเอก,สมหมาย เกาฏีระ,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สมหมาย-เกาฏีระ.jpg,,,[],,,,
พลเอก,สราวุฒิ ชลออยู่,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สราวุฒิ-ชลออยู่.jpg,,,[],,,,
