Title,Name,IsMp,IsSenator,IsCabinet,IsActive,MpType,MpProvince,MpZone,Images,PartyName,companyType,countDirector,totalValueShare,countCompShare,totalPctShare
นาย,ดะนัย มะหิพันธ์,true,false,false,true,แบ่งเขต,อำนาจเจริญ,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ดะนัย-มะหิพันธ์.jpg,เพื่อไทย,[],0.0,0.0,0.0,0.0
นาย,ดำรงค์ พิเดช,true,false,false,true,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ดำรงค์-พิเดช.jpg,รักษ์ผืนป่าประเทศไทย,[],0.0,0.0,0.0,0.0
นาย,ตี๋ใหญ่ พูนศรีธนากูล,true,false,false,false,แบ่งเขต,สุรินทร์,4.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ตี๋ใหญ่-พูนศรีธนากูล.jpg,เพื่อไทย,['G'],1.0,0.0,0.0,0.0
นาย,ไตรเทพ งามกมล,true,false,false,true,แบ่งเขต,บุรีรัมย์,6.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ไตรเทพ-งามกมล.jpg,ภูมิใจไทย,[],0.0,0.0,0.0,0.0
นาย,ไตรรงค์ ติธรรม,true,false,false,true,แบ่งเขต,บึงกาฬ,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ไตรรงค์-ติธรรม.jpg,เพื่อไทย,[],0.0,0.0,0.0,0.0
นาย,เทวัญ ลิปตพัลลภ,true,false,false,true,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/เทวัญ-ลิปตพัลลภ.jpg,ชาติพัฒนากล้า,"['C', 'N', 'L', 'M', 'L', 'L']",6.0,0.0,0.0,0.0
พลตรี,ทรงกลด ทิพย์รัตน์,true,false,false,false,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ทรงกลด-ทิพย์รัตน์.jpg,รวมแผ่นดิน,"['C', 'G']",2.0,0.0,0.0,0.0
พันเอก ดร.,เศรษฐพงค์ มะลิสุวรรณ,true,false,false,true,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/เศรษฐพงค์-มะลิสุวรรณ.jpg,ภูมิใจไทย,[],0.0,0.0,0.0,0.0
นาย,ทวิรัฐ รัตนเศรษฐ,true,false,false,true,แบ่งเขต,นครราชสีมา,4.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ทวิรัฐ-รัตนเศรษฐ.jpg,พลังประชารัฐ,"['L', 'L', 'L', 'D']",0.0,88461244.0,4.0,4.099148959737903
นาย,ทวีศักดิ์ ทักษิณ,true,false,false,true,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ทวีศักดิ์-ทักษิณ.jpg,ก้าวไกล,['A'],1.0,0.0,0.0,0.0
นาย,ทศพร ทองศิริ,true,false,false,true,แบ่งเขต,กรุงเทพมหานคร,24.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ทศพร-ทองศิริ.jpg,รวมไทยสร้างชาติ,['I'],1.0,0.0,0.0,0.0
นาย,ทองแดง เบ็ญจะปัก,true,false,false,true,แบ่งเขต,สมุทรสาคร,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ทองแดง-เบ็ญจะปัก.jpg,ก้าวไกล,[],0.0,0.0,0.0,0.0
นาง,ทัศนาพร เกษเมธีการุณ,true,false,false,false,แบ่งเขต,นครราชสีมา,8.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ทัศนาพร-เกษเมธีการุณ.jpg,พลังประชารัฐ,[],0.0,0.0,0.0,0.0
นางสาว,ทัศนีย์ บูรณุปกรณ์,true,false,false,true,แบ่งเขต,เชียงใหม่,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ทัศนีย์-บูรณุปกรณ์.jpg,เพื่อไทย,"['L', 'L', 'I', 'M', 'L', 'G', 'L', 'L', 'L']",4.0,5540255.0,5.0,0.256726330006536
นาง,ทัศนียา รัตนเศรษฐ,true,false,false,false,แบ่งเขต,นครราชสีมา,7.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ทัศนียา-รัตนเศรษฐ.jpg,พลังประชารัฐ,['L'],1.0,0.0,0.0,0.0
นาย,ทายาท เกียรติชูศักดิ์,true,false,false,true,แบ่งเขต,นครสวรรค์,5.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ทายาท-เกียรติชูศักดิ์.jpg,เพื่อไทย,['F'],1.0,0.0,0.0,0.0
นาย,เทพไท เสนพงศ์,true,false,false,false,แบ่งเขต,นครศรีธรรมราช,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/เทพไท-เสนพงศ์.jpg,ประชาธิปัตย์,"['L', 'C', 'G']",3.0,0.0,0.0,0.0
นาย,จุรินทร์ ลักษณวิศิษฏ์,true,false,true,true,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/จุรินทร์-ลักษณวิศิษฏ์.jpg,ประชาธิปัตย์,['Q'],1.0,0.0,0.0,0.0
นาย,เทอดพงษ์ ไชยนันทน์,true,false,false,true,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/เทอดพงษ์-ไชยนันทน์.jpg,ประชาธิปัตย์,[],0.0,0.0,0.0,0.0
นาย,เท่าพิภพ ลิ้มจิตรกร,true,false,false,true,แบ่งเขต,กรุงเทพมหานคร,22.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/เท่าพิภพ-ลิ้มจิตรกร.jpg,ก้าวไกล,[],0.0,0.0,0.0,0.0
นาง,เทียบจุฑา ขาวขำ,true,false,false,true,แบ่งเขต,อุดรธานี,8.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/เทียบจุฑา-ขาวขำ.jpg,เพื่อไทย,"['G', 'F']",2.0,0.0,0.0,0.0
นางสาว,ธณิกานต์ พรพงษาโรจน์,true,false,false,false,แบ่งเขต,กรุงเทพมหานคร,7.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ธณิกานต์-พรพงษาโรจน์.jpg,พลังประชารัฐ,[],0.0,0.0,0.0,0.0
ดร.,ธนกร ไชยกุล,true,false,false,true,แบ่งเขต,ยโสธร,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ธนกร-ไชยกุล.jpg,เพื่อไทย,['F'],0.0,3513434.0,1.0,0.162806769100011
นางสาว,ธนภร โสมทองแดง,true,false,false,true,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ธนภร-โสมทองแดง.jpg,เสรีรวมไทย,[],0.0,0.0,0.0,0.0
นาย,นิยม ช่างพินิจ,true,false,false,true,แบ่งเขต,พิษณุโลก,4.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/นิยม-ช่างพินิจ.jpg,ภูมิใจไทย,"['I', 'G']",1.0,3379191.0,1.0,0.156586168654893
นาย,นพ ชีวานันท์,true,false,false,false,แบ่งเขต,พระนครศรีอยุธยา,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/นพ-ชีวานันท์.jpg,ภูมิใจไทย,"['L', 'L', 'L', 'G', 'G']",2.0,995839.0,3.0,0.046145545962663
