,Name,Number,Birthdate,Education,ExOccupation,Party,Province,Zone,Image,PastMP,PastGovernment,PastOpposition
4160,ยงยุทธ สุวรรณบุตร,6,1962-07-22,ปริญญาเอก,นายกเทศบาลตำบลแพรกษา,พลังประชารัฐ,สมุทรปราการ,2,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ยงยุทธ-สุวรรณบุตร.jpg,True,True,False
4161,ศิริพร วงษ์ษา,7,,,,ไทยสร้างไทย,สมุทรปราการ,2,,False,False,False
4162,ดุสิต พันธุ์เสือ,8,,,,ประชาธิปัตย์,สมุทรปราการ,2,,False,False,False
4163,ปพน บุญริ้ว,9,,,,ไทยภักดี,สมุทรปราการ,2,,False,False,False
4164,ธนภาค ลี่สิน,10,,,,ภูมิใจไทย,สมุทรปราการ,2,/yourcandidates/candidates/ภูมิใจไทย/ธนภาค_ลี่สิน.webp,False,False,False
4165,บุญมา อาจกล้า,11,,,,ราษฎร์วิถี,สมุทรปราการ,2,,False,False,False
4166,ราเชน ศิริวงค์นาค,12,,,,คลองไทย,สมุทรปราการ,2,,False,False,False
4167,สมศักดิ์ บุญประชม,1,,,,เพื่อไทรวมพลัง,อุบลราชธานี,10,,False,False,False
4168,ศุภโชค ฐานเจริญ,2,,,,พลังประชารัฐ,อุบลราชธานี,10,,False,False,False
4169,ศิรวุฒิ ผิวหอม,3,,,,รวมไทยสร้างชาติ,อุบลราชธานี,10,,False,False,False
4170,สมัย ละเลิศ,4,,,,เพื่อชาติ,อุบลราชธานี,10,,False,False,False
4171,ประภัสสร สายเพ็ชร,5,,,,ก้าวไกล,อุบลราชธานี,10,/yourcandidates/candidates/ก้าวไกล/ประภัสสร-สายเพ็ชร.webp,False,False,False
4172,ธิญาดา หุ่นมีทอง,6,,,,ไทยศรีวิไลย์,อุบลราชธานี,10,,False,False,False
4173,บุญ มาลัย,7,,,,ประชาธิปัตย์,อุบลราชธานี,10,,False,False,False
4174,ศักดิ์ชัย จินตะเวช,8,,,,ภูมิใจไทย,อุบลราชธานี,10,/yourcandidates/candidates/ภูมิใจไทย/ศักดิ์ชัย_จินตะเวช.webp,False,False,False
4175,สมคิด เชื้อคง,9,1966-11-17,ปริญญาตรี,สมาชิกสภาผู้แทนราษฎร,เพื่อไทย,อุบลราชธานี,10,/yourcandidates/candidates/เพื่อไทย/สมคิด-เชื้อคง.webp,True,False,True
4176,ชาติพสิษฐ์ ปางชาติ,10,,,,เสรีรวมไทย,อุบลราชธานี,10,,False,False,False
4177,ประจวบ พรมพิลา,11,,,,ทางเลือกใหม่,อุบลราชธานี,10,,False,False,False
4178,ทัศพร ศิริป้อง,12,,,,ไทยภักดี,อุบลราชธานี,10,,False,False,False
4179,ศราวุธ ผ่าผล,13,,,,แนวทางใหม่,อุบลราชธานี,10,,False,False,False
4180,คมชาติ ปริโยทัย,14,,,,พลังปวงชนไทย,อุบลราชธานี,10,,False,False,False
4181,เรืองยศ เพชรสุก,15,,,,คลองไทย,อุบลราชธานี,10,,False,False,False
4182,ประเสริฐ ชัยกิจเด่นนภาลัย,1,,,,เพื่อไทย,สมุทรปราการ,3,/yourcandidates/candidates/เพื่อไทย/ประเสริฐ-ชัยกิจเด่นนภาลัย.webp,False,False,False
4183,พิชัย แจ้งจรรยาวงศ์,2,,,,ก้าวไกล,สมุทรปราการ,3,/yourcandidates/candidates/ก้าวไกล/พิชัย-แจ้งจรรยาวงศ์.webp,False,False,False
4184,ธนศักดิ์ ลีลาเลอเกียรติ,3,,,,เสรีรวมไทย,สมุทรปราการ,3,,False,False,False
4185,จาตุรันต์ บุญเบ็ญจรัตน์,4,,,,ประชาธิปัตย์,สมุทรปราการ,3,,False,False,False
4186,สำเริง จิตต์อาจหาญ,5,,,,รวมไทยสร้างชาติ,สมุทรปราการ,3,,False,False,False
4187,ภริม พูลเจริญ,6,1984-07-25,ปริญญาตรี,สมาชิกสภาองค์การบริหารส่วนจังหวัดสมุทรปราการ,พลังประชารัฐ,สมุทรปราการ,3,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ภริม-พูลเจริญ.jpg,True,True,False
4188,ทองใบ คำมั่น,7,,,,ไทยสร้างไทย,สมุทรปราการ,3,,False,False,False
4189,จิรภาสฐ์ ภู่พวงทอง,8,,,,ภูมิใจไทย,สมุทรปราการ,3,/yourcandidates/candidates/ภูมิใจไทย/จิรภาสฐ์_ภู่พวงทอง.webp,False,False,False
4190,เปมิกา หงส์อาจ,9,,,,ไทยภักดี,สมุทรปราการ,3,,False,False,False
4191,วีระพล อาจกล้า,10,,,,ราษฎร์วิถี,สมุทรปราการ,3,,False,False,False
4192,เดชา กำไรศิลป์,11,,,,คลองไทย,สมุทรปราการ,3,,False,False,False
4193,ยิ่ง ภูผา,1,,,,พลังประชารัฐ,อุบลราชธานี,11,,False,False,False
4194,สุริยา ขันอาสา,2,,,,ไทยสร้างไทย,อุบลราชธานี,11,,False,False,False
4195,ฉัตรชัย แก้วคำปอด,3,,,,ประชาธิปัตย์,อุบลราชธานี,11,,False,False,False
4196,ตวงทิพย์ จินตะเวช,4,,,,ภูมิใจไทย,อุบลราชธานี,11,/yourcandidates/candidates/ภูมิใจไทย/ตวงทิพย์_จินตะเวช.webp,False,False,False
4197,ศักดา ไชยเสริฐ,5,,,,เสรีรวมไทย,อุบลราชธานี,11,,False,False,False
4198,พิทักษ์ชัย จิตจันทร์,6,,,,ก้าวไกล,อุบลราชธานี,11,/yourcandidates/candidates/ก้าวไกล/พิทักษ์ชัย-จิตจันทร์.webp,False,False,False
4199,สมมาตร มะลิลา,7,,,,รวมไทยสร้างชาติ,อุบลราชธานี,11,,False,False,False
4200,ปารเมศ สามิลา,8,,,,ไทยศรีวิไลย์,อุบลราชธานี,11,,False,False,False
4201,เอกชัย ทรงอำนาจเจริญ,9,1978-09-24,ปริญญาโท,สมาชิกสภาผู้แทนราษฎร,เพื่อไทย,อุบลราชธานี,11,/yourcandidates/candidates/เพื่อไทย/เอกชัย-ทรงอำนาจเจริญ.webp,True,False,True
4202,นำชัย วงศ์อุดม,10,,,,ทางเลือกใหม่,อุบลราชธานี,11,,False,False,False
4203,สุวีศักดิ์ แสงสาย,11,,,,ไทยภักดี,อุบลราชธานี,11,,False,False,False
4204,ฉัตรชัย คำใส,12,,,,ไทยก้าวหน้า,อุบลราชธานี,11,,False,False,False
4205,นพณัช นามสีหาญ,13,,,,ช่วยชาติ,อุบลราชธานี,11,,False,False,False
4206,บุญมา จันทะรักษา,14,,,,พลังปวงชนไทย,อุบลราชธานี,11,,False,False,False
4207,วิเชียร สิมาทอง,15,,,,ความหวังใหม่,อุบลราชธานี,11,,False,False,False
4208,รัศมี โพธะศรี,1,,,,ภูมิใจไทย,กาฬสินธุ์,5,/yourcandidates/candidates/ภูมิใจไทย/รัศมี_โพธะศรี.webp,False,False,False
4209,รุ่งนภา มีศิลป์,2,,,,พลังสังคมใหม่,กาฬสินธุ์,5,,False,False,False
4210,อรยา พันสนิด,3,,,,ประชาธิปัตย์,กาฬสินธุ์,5,,False,False,False
4211,สุวิทย์ นันอำไพ,4,,,,รวมไทยสร้างชาติ,กาฬสินธุ์,5,,False,False,False
4212,กิตติเชษฐ์ พันธ์จรุง,5,,,,ไทยสมาร์ท,กาฬสินธุ์,5,,False,False,False
4213,ชานุวัฒน์ วรามิตร,6,,,,พลังประชารัฐ,กาฬสินธุ์,5,,False,False,False
4214,ทวี ขาวผ่อง,7,,,,ก้าวไกล,กาฬสินธุ์,5,/yourcandidates/candidates/ก้าวไกล/ทวี-ขาวผ่อง.webp,False,False,False
4215,ทินพล ศรีธเรศ,8,,ปริญญาโท,,เพื่อไทย,กาฬสินธุ์,5,/yourcandidates/candidates/เพื่อไทย/ทินพล-ศรีธเรศ.webp,False,False,False
4216,ประภาส ยงคะวิสัย,9,,,,ชาติไทยพัฒนา,กาฬสินธุ์,5,,False,False,False
4217,นิพนธ์ ศรีธเรศ,10,,,,ไทยสร้างไทย,กาฬสินธุ์,5,,False,False,False
4218,รัตนาภรณ์ คำเนตร์,11,,,,ไทยภักดี,กาฬสินธุ์,5,,False,False,False
4219,วิมาลย์ ทิพอาสน์,12,,,,เสรีรวมไทย,กาฬสินธุ์,5,,False,False,False
4220,ไสว เกื้ออนันต์,13,,,,เพื่อชาติ,กาฬสินธุ์,5,,False,False,False
4221,อรวรรณ นามโคตร,14,,,,พลังปวงชนไทย,กาฬสินธุ์,5,,False,False,False
4222,สุริยา ทรัพย์พงษ์,15,,,,แนวทางใหม่,กาฬสินธุ์,5,,False,False,False
4223,วัชรินทร์ เขจรวงศ์,16,,,,ประชากรไทย,กาฬสินธุ์,5,,False,False,False
4224,อภิรัฐ มุกขะกัง,1,,,,รวมไทยสร้างชาติ,หนองบัวลำภู,3,,False,False,False
4225,ทองสุก บุญอบ,2,,,,พลังสังคมใหม่,หนองบัวลำภู,3,,False,False,False
4226,ณัฐวุฒิ กองจันทร์ดี,3,1991-12-01,ปริญญาตรี,ทหารเกณฑ์,ไทยสร้างไทย,หนองบัวลำภู,3,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ณัฐวุฒิ-กองจันทร์ดี.jpg,True,False,True
4227,ณพล เชยคำแหง,4,,ปริญญาโท,,เพื่อไทย,หนองบัวลำภู,3,/yourcandidates/candidates/เพื่อไทย/ณพล-เชยคำแหง.webp,False,False,False
4228,ชัชชาย พาโพธิ์พันธ์,5,,,,พลัง,หนองบัวลำภู,3,,False,False,False
4229,ประภาลักษณ์ สิทธิ,6,,,,พลังประชารัฐ,หนองบัวลำภู,3,,False,False,False
4230,พีรพงศ์ สุวรรณพงค์,7,,,,ภูมิใจไทย,หนองบัวลำภู,3,/yourcandidates/candidates/ภูมิใจไทย/พีรพงศ์_สุวรรณพงค์.webp,False,False,False
4231,สมเกียรติ เชษฐสุมน,8,,,,ก้าวไกล,หนองบัวลำภู,3,/yourcandidates/candidates/ก้าวไกล/สมเกียรติ -เชษฐสุมน.webp,False,False,False
4232,ณภัทธิรา โชติโอฬารกุล,9,,,,ประชาธิปัตย์,หนองบัวลำภู,3,,False,False,False
4233,ธีรารัตน์ วรพันธ์,10,,,,เสรีรวมไทย,หนองบัวลำภู,3,,False,False,False
4234,ปรมินทร์ อุ่นทะยา,11,,,,ไทยภักดี,หนองบัวลำภู,3,,False,False,False
4235,หนูสินธ์ เกชิตร์,12,,,,พลังปวงชนไทย,หนองบัวลำภู,3,,False,False,False
4236,ประสิทธิ์ ไชยศรี,13,,,,ช่วยชาติ,หนองบัวลำภู,3,,False,False,False
4237,บุญชอบ อินทรักษาทรัพย์,1,,,,ไทยภักดี,พระนครศรีอยุธยา,4,,False,False,False
4238,พิตติพรรธน์ พรรณธนะ,2,,,,พลังประชารัฐ,พระนครศรีอยุธยา,4,,False,False,False
4239,ปวริศฐ์ ปิยศรีขจรศิริ,3,,,,รวมไทยสร้างชาติ,พระนครศรีอยุธยา,4,,False,False,False
4240,กวินทรงสิริ กระแสวาส,4,,,,เสรีรวมไทย,พระนครศรีอยุธยา,4,,False,False,False
4241,สุรศักดิ์ พันธ์เจริญวรกุล,5,1976-09-02,ปริญญาตรี,สมาชิกสภาผู้แทนราษฎร,ภูมิใจไทย,พระนครศรีอยุธยา,4,/yourcandidates/candidates/ภูมิใจไทย/สุรศักดิ์_พันธ์เจริญวรกุล.webp,True,True,False
4242,อาทิตย์ ภาคอินทรีย์,6,,ปริญญาตรี,,เพื่อไทย,พระนครศรีอยุธยา,4,/yourcandidates/candidates/เพื่อไทย/อาทิตย์-ภาคอินทรีย์.webp,False,False,False
4243,วีระยุทธ ใยวังหน้า,7,,,,ก้าวไกล,พระนครศรีอยุธยา,4,/yourcandidates/candidates/ก้าวไกล/วีระยุทธ-ใยวังหน้า.webp,False,False,False
4244,เอก เกิดเต็มภูมิ,8,,,,ประชาธิปัตย์,พระนครศรีอยุธยา,4,,False,False,False
4245,กันยารัตน์ คอนกรีต,9,,,,เพื่อชาติไทย,พระนครศรีอยุธยา,4,,False,False,False
4246,ศุภิกา พัฒน์ธนันภู,1,,,,ภูมิใจไทย,กรุงเทพมหานคร,30,/yourcandidates/candidates/ภูมิใจไทย/ศุภิกา_พัฒน์ธนันภู.webp,False,False,False
4247,ศุภกิตติ์ ศีลอุดม,2,,,,ไทยภักดี,กรุงเทพมหานคร,30,,False,False,False
4248,พีร์ โรจนดารา,3,,,,ไทยสร้างไทย,กรุงเทพมหานคร,30,,False,False,False
4249,ธัญธร ธนินวัฒนาธร,4,,,,ก้าวไกล,กรุงเทพมหานคร,30,/yourcandidates/candidates/ก้าวไกล/ธัญธร-ธนินวัฒนาธร.webp,False,False,False
4250,ธนูชยานันท์ ปั้นบริสุทธิ์,5,,,,ประชาธิปัตย์,กรุงเทพมหานคร,30,,False,False,False
4251,นลินภัสร์ องค์คุณารักษ์,6,,,,เสมอภาค,กรุงเทพมหานคร,30,,False,False,False
4252,ศศิกานต์ วัฒนะจันทร์,7,,,,รวมไทยสร้างชาติ,กรุงเทพมหานคร,30,,False,False,False
4253,พีรพล เตชวัชรพงศ์,8,,,,เสรีรวมไทย,กรุงเทพมหานคร,30,,False,False,False
4254,วันชัย สุทธิอารีกุล,9,,,,ชาติพัฒนากล้า,กรุงเทพมหานคร,30,,False,False,False
4255,นิธิวรรณ ปิยะนันทกุล,10,,,,ทางเลือกใหม่,กรุงเทพมหานคร,30,,False,False,False
4256,สิทธิโชค คล้อยแสงอาทิตย์,11,,,,พลังประชารัฐ,กรุงเทพมหานคร,30,,False,False,False
4257,สิษฐณัฐ บุญนาค,12,,,,ไทยศรีวิไลย์,กรุงเทพมหานคร,30,,False,False,False
4258,สุภาภรณ์ คงวุฒิปัญญา,13,1966-10-13,ปริญญาโท,สมาชิกสภาผู้แทนราษฎร,เพื่อไทย,กรุงเทพมหานคร,30,/yourcandidates/candidates/เพื่อไทย/สุภาภรณ์-คงวุฒิปัญญา.webp,True,False,True
4259,มณฑา พ่วงพุฒ,14,,,,ไทยสมาร์ท,กรุงเทพมหานคร,30,,False,False,False
4260,เกตุชาติ เกษา,1,,,,ประชาธิปัตย์,สตูล,2,,False,False,False
4261,อิบรอหีม ควจเวช,2,,,,ก้าวไกล,สตูล,2,/yourcandidates/candidates/ก้าวไกล/อิบรอหีม-ควจเวช.webp,False,False,False
4262,นิคม แก้วทอง,3,,,,รวมไทยสร้างชาติ,สตูล,2,,False,False,False
4263,วรศิษฎ์ เลียงประสิทธิ์,4,1989-02-10,ปริญญาโท,นักธุรกิจ,ภูมิใจไทย,สตูล,2,/yourcandidates/candidates/ภูมิใจไทย/วรศิษฎ์_เลียงประสิทธิ์.webp,True,True,False
4264,ทินกร ทองใสเกลี้ยง,5,,,,พลังประชารัฐ,สตูล,2,,False,False,False
4265,สายพิณ ณ พัทลุง,6,,,,ไทยสร้างไทย,สตูล,2,,False,False,False
4266,ซอลีฮีน อิสมาแอล,7,,ปริญญาโท,,เพื่อไทย,สตูล,2,/yourcandidates/candidates/เพื่อไทย/ซอลีฮีน-อิสมาแอล.webp,False,False,False
4267,ประสิทธิ์ แซ่อึ้ง,8,,,,ชาติพัฒนากล้า,สตูล,2,,False,False,False
4268,ไพศาล หลีเส็น,9,,,,ประชาชาติ,สตูล,2,,False,False,False
4269,อนุสรณ์ ชายเหตุ,10,,,,เสรีรวมไทย,สตูล,2,,False,False,False
4270,ฮาบีบุญเลาะ เตาวะโต,11,,,,คลองไทย,สตูล,2,,False,False,False
4271,เจนวิทย์ พุ่มเอี่ยม,12,,,,ประชากรไทย,สตูล,2,,False,False,False
4272,นิรุตต์ กูลหลัง,13,,,,พลังปวงชนไทย,สตูล,2,,False,False,False
4273,วัชรินทร์ ชัยภัทร์ชนก,1,,,,พลังสังคมใหม่,อุตรดิตถ์,2,,False,False,False
4274,พงศ์นิมิตร แก้วแดง,2,,,,ภูมิใจไทย,อุตรดิตถ์,2,/yourcandidates/candidates/ภูมิใจไทย/พงศ์นิมิตร_แก้วแดง.webp,False,False,False
4275,สำราญ แปงการิยา,3,,,,ครูไทยเพื่อประชาชน,อุตรดิตถ์,2,,False,False,False
4276,อัฑฒ์ เชื้อมีศรี,4,,,,พลังประชารัฐ,อุตรดิตถ์,2,,False,False,False
4277,ประสิทธิ์ คลังสีดา,5,,,,ประชาธิปัตย์,อุตรดิตถ์,2,,False,False,False
4278,วิษนุ เกิดศิลป์,6,,,,เสรีรวมไทย,อุตรดิตถ์,2,,False,False,False
4279,วารุจ ศิริวัฒน์,7,,ปริญญาโท,,เพื่อไทย,อุตรดิตถ์,2,/yourcandidates/candidates/เพื่อไทย/วารุจ-ศิริวัฒน์.webp,False,False,False
4280,รสรินทร์ ศรัณย์เกตุ,8,,,,รวมไทยสร้างชาติ,อุตรดิตถ์,2,,False,False,False
4281,ณัฐวุฒิ บุญมาติด,9,,,,ก้าวไกล,อุตรดิตถ์,2,/yourcandidates/candidates/ก้าวไกล/ณัฐวุฒิ-บุญมาติด.webp,False,False,False
4282,เอนก ธรรมใจ,10,,,,ไทยสร้างไทย,อุตรดิตถ์,2,,False,False,False
4283,ฤดี เรืองมั่น,11,,,,คลองไทย,อุตรดิตถ์,2,,False,False,False
4284,เสมียน ล้ำเลิศ,1,,,,ประชาธิปไตยใหม่,ร้อยเอ็ด,3,,False,False,False
4285,รัชนี พลซื่อ,2,,,,พลังประชารัฐ,ร้อยเอ็ด,3,,False,False,False
4286,นิรมิต สุจารี,3,1956-07-13,ปริญญาโท,สมาชิกสภาผู้แทนราษฎร,เพื่อไทย,ร้อยเอ็ด,3,/yourcandidates/candidates/เพื่อไทย/นิรมิต-สุจารี.webp,True,False,True
4287,ธีรตา กุระอินทร์,4,,,,ประชาธิปัตย์,ร้อยเอ็ด,3,,False,False,False
4288,ร่วมภูมิศักดิ์ พลเยี่ยม,5,,,,ไทยสร้างไทย,ร้อยเอ็ด,3,,False,False,False
4289,ทักษิณ พลเยี่ยม,6,,,,ก้าวไกล,ร้อยเอ็ด,3,/yourcandidates/candidates/ก้าวไกล/ทักษิณ -พลเยี่ยม.webp,False,False,False
4290,หาญณรงค์ วงษ์คำแก้ว,7,,,,เสรีรวมไทย,ร้อยเอ็ด,3,,False,False,False
4291,วาสินีพร พลเยี่ยม,8,,,,ภูมิใจไทย,ร้อยเอ็ด,3,/yourcandidates/candidates/ภูมิใจไทย/วาสินีพร_พลเยี่ยม.webp,False,False,False
4292,ณัฐกิตต์ วันธิกุล,9,,,,ไทยศรีวิไลย์,ร้อยเอ็ด,3,,False,False,False
4293,ขวัญวรรณา เวียงสมุทร,10,,,,รวมไทยสร้างชาติ,ร้อยเอ็ด,3,,False,False,False
4294,ทวนชัย มิ่งเคน,11,,,,รวมแผ่นดิน,ร้อยเอ็ด,3,,False,False,False
4295,อุเทน ชาติวงศ์,12,,,,ไทยภักดี,ร้อยเอ็ด,3,,False,False,False
4296,พรหมพันธ์ พลมั่น,13,,,,คลองไทย,ร้อยเอ็ด,3,,False,False,False
4297,ชิตพล สุระเสียง,1,,,,รวมไทยสร้างชาติ,สกลนคร,4,,False,False,False
4298,สุรจิตร สัตถาผล,2,,,,พลังประชารัฐ,สกลนคร,4,,False,False,False
4299,พัฒนา สัพโส,3,1970-02-21,ปริญญาโท,สมาชิกสภาผู้แทนราษฎร,เพื่อไทย,สกลนคร,4,/yourcandidates/candidates/เพื่อไทย/พัฒนา-สัพโส.webp,True,False,True
4300,ยงยุทธ คุณธรรม,4,,,,ไทยสร้างไทย,สกลนคร,4,,False,False,False
4301,ขจรศักดิ์ เบ็ญชัย,5,,,,ก้าวไกล,สกลนคร,4,/yourcandidates/candidates/ก้าวไกล/ขจรศักดิ์-เบ็ญชัย.webp,False,False,False
4302,สมบูรณ์ รัชชปัญญา,6,,,,ภูมิใจไทย,สกลนคร,4,/yourcandidates/candidates/ภูมิใจไทย/สมบูรณ์_รัชชปัญญา.webp,False,False,False
4303,สาคร พรหมภักดี,7,,,,ประชาธิปัตย์,สกลนคร,4,,False,False,False
4304,ประจักษ์ พรหมโคตรวงศ์,8,,,,เสรีรวมไทย,สกลนคร,4,,False,False,False
4305,ภูวนาท แก้วอำนาจ,9,,,,คลองไทย,สกลนคร,4,,False,False,False
4306,กรุงสิต อุระพรหม,10,,,,พลังสังคมใหม่,สกลนคร,4,,False,False,False
4307,ชัยวัน ราชชมภู,11,,,,ชาติพัฒนากล้า,สกลนคร,4,,False,False,False
4308,สุบรรณ ผ่องกมล,12,,,,รวมแผ่นดิน,สกลนคร,4,,False,False,False
4309,โกมล วงศ์อนันต์,13,,,,เพื่อชาติ,สกลนคร,4,,False,False,False
4310,ประสิทธิ์ จันทร์มาลา,14,,,,ไทยภักดี,สกลนคร,4,,False,False,False
4311,จักรพงศ์ ดอนลง,15,,,,แนวทางใหม่,สกลนคร,4,,False,False,False
4312,พักรบ หาญสุโพธิ์,16,,,,ช่วยชาติ,สกลนคร,4,,False,False,False
4313,ณัฐพงษ์ สุปริยศิลป์,1,1977-12-23,ปริญญาโท,สมาชิกสภาผู้แทนราษฎร,เพื่อไทย,น่าน,3,/yourcandidates/candidates/เพื่อไทย/ณัฐพงษ์-สุปริยศิลป์.webp,True,False,True
4314,สำเริง แก้วเทพ,2,,,,รวมไทยสร้างชาติ,น่าน,3,,False,False,False
4315,เจริญ อภิภัทรโกศล,3,,,,ก้าวไกล,น่าน,3,/yourcandidates/candidates/ก้าวไกล/เจริญ-อภิภัทรโกศล.webp,False,False,False
4316,เรืองเดช จอมเมือง,4,,,,ประชาธิปัตย์,น่าน,3,,False,False,False
4317,ทัศน์ ทนุรัตน์,5,,,,เสรีรวมไทย,น่าน,3,,False,False,False
4318,พลายชุมพล อยู่เอนก,6,,,,ภูมิใจไทย,น่าน,3,/yourcandidates/candidates/ภูมิใจไทย/พลายชุมพล_อยู่เอนก.webp,False,False,False
4319,สา บุญอินทร์,7,,,,ไทยสร้างไทย,น่าน,3,,False,False,False
4320,ฉัตรชัย จิตตรง,8,,,,พลังประชารัฐ,น่าน,3,,False,False,False
4321,ชัยกิจ ชะเต,9,,,,ไทยศรีวิไลย์,น่าน,3,,False,False,False
4322,ระพีพัฒน์ วรรณะ,1,,,,เสรีรวมไทย,สุราษฎร์ธานี,5,,False,False,False
4323,อัจฉราวดี เกื้อหนุน,2,,,,ภูมิใจไทย,สุราษฎร์ธานี,5,/yourcandidates/candidates/ภูมิใจไทย/อุจฉราวดี_เกื้อหนุน.webp,False,False,False
4324,ปรเมษฐ์ จินา,3,,,,รวมไทยสร้างชาติ,สุราษฎร์ธานี,5,,False,False,False
4325,วศุธน เรืองขนาบ,4,,,,ชาติพัฒนากล้า,สุราษฎร์ธานี,5,,False,False,False
4326,สุพจน์ มากแก้ว,5,,,,ไทยสร้างไทย,สุราษฎร์ธานี,5,,False,False,False
4327,สินิตย์ เลิศไกร,6,1964-12-06,ปริญญาโท,สมาชิกสภาผู้แทนราษฎร,ประชาธิปัตย์,สุราษฎร์ธานี,5,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สินิตย์-เลิศไกร.jpg,True,True,False
4328,ธนโชติ ติณพันธุ์,7,,,,พลังประชารัฐ,สุราษฎร์ธานี,5,,False,False,False
4329,ไพโรจน์ ฤกษ์ดี,8,,ปริญญาตรี,,เพื่อไทย,สุราษฎร์ธานี,5,/yourcandidates/candidates/เพื่อไทย/ไพโรจน์-ฤกษ์ดี.webp,False,False,False
4330,นุกูล พูลสวัสดิ์,9,,,,ก้าวไกล,สุราษฎร์ธานี,5,/yourcandidates/candidates/ก้าวไกล/นุกูล-พูลสวัสดิ์.webp,False,False,False
4331,วิฑูรย์ ชัยสิทธิ์,10,,,,ไทยสมาร์ท,สุราษฎร์ธานี,5,,False,False,False
4332,กฤาณากร เสืออินโท,11,,,,คลองไทย,สุราษฎร์ธานี,5,,False,False,False
4333,พิมลพร โสภา,12,,,,เปลี่ยนอนาคต,สุราษฎร์ธานี,5,,False,False,False
4334,ประสาท ตันประเสริฐ,1,,,,ชาติพัฒนากล้า,นครสวรรค์,6,,False,False,False
4335,นิโรธ สุนทรเลขา,2,1953-04-19,ปริญญาโท,สมาชิกสภาผู้แทนราษฎร,รวมไทยสร้างชาติ,นครสวรรค์,6,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/นิโรธ-สุนทรเลขา.jpg,True,True,False
4336,ชุติมา เสรีรัฐ,3,,ปริญญาโท,,เพื่อไทย,นครสวรรค์,6,/yourcandidates/candidates/เพื่อไทย/ชุติมา-เสรีรัฐ.webp,False,False,False
4337,ธนรัชต์ วิเชียรรัตน์,4,,,,พลังประชารัฐ,นครสวรรค์,6,,False,False,False
4338,เสรี แจ้งจิต,5,,,,ไทยสร้างไทย,นครสวรรค์,6,,False,False,False
4339,อภิสิทธิ์ อินทสิทธิ์,6,,,,ภูมิใจไทย,นครสวรรค์,6,/yourcandidates/candidates/ภูมิใจไทย/อภิสิทธิ์_อินทสิทธิ์.webp,False,False,False
4340,สิริรักษ์ บัณฑิตศิละศักดิ์,7,,,,ประชาธิปัตย์,นครสวรรค์,6,,False,False,False
4341,ธรัตนชัย เฉลยคาม,8,,,,ก้าวไกล,นครสวรรค์,6,/yourcandidates/candidates/ก้าวไกล/ธรัตนชัย-เฉลยคาม.webp,False,False,False
4342,อนุสรน์ อยุธยา,9,,,,เสรีรวมไทย,นครสวรรค์,6,,False,False,False
4343,ชัชมาภรณ์ สมบัติทา,10,,,,ไทยเป็นหนึ่ง,นครสวรรค์,6,,False,False,False
4344,วีระ นิกล่ำ,11,,,,ครูไทยเพื่อประชาชน,นครสวรรค์,6,,False,False,False
4345,สุชาติ อุทุม,12,,,,คลองไทย,นครสวรรค์,6,,False,False,False
4346,ธวัชชัย ทองสิมา,1,,,,ไทยสร้างไทย,กรุงเทพมหานคร,26,,False,False,False
4347,ศรัณยสัณฑ์ วีรกุลสุนทร,2,,ปริญญาโท,,เพื่อไทย,กรุงเทพมหานคร,26,/yourcandidates/candidates/เพื่อไทย/ศรัณยสัณฑ์-วีรกุลสุนทร.webp,False,False,False
4348,อนุชาญ กวางทอง,3,,,,พลังประชารัฐ,กรุงเทพมหานคร,26,,False,False,False
4349,ภาณุภณ พฤฒิวโรดม,4,,,,ชาติไทยพัฒนา,กรุงเทพมหานคร,26,,False,False,False
4350,สงกรานต์ พงษ์พันนา,5,,,,ชาติพัฒนากล้า,กรุงเทพมหานคร,26,,False,False,False
4351,ธีทัชฐ์ เกียรติลดารมย์,6,,,,ไทยภักดี,กรุงเทพมหานคร,26,,False,False,False
4352,มินทร์ ลักษิตานนท์,7,,,,รวมไทยสร้างชาติ,กรุงเทพมหานคร,26,,False,False,False
4353,โชติพิพัฒน์ เตชะโสภณมณี,8,1968-02-11,ปริญญาโท,สมาชิกสภากรุงเทพมหานคร,ภูมิใจไทย,กรุงเทพมหานคร,26,/yourcandidates/candidates/ภูมิใจไทย/โชติพิพัฒน์_เตชะโสภณมณี.webp,True,True,True
4354,ชยรพ อ่องยิ้ม,9,,,,คลองไทย,กรุงเทพมหานคร,26,,False,False,False
4355,จักรกฤช ปิ่นกร,10,,,,เสรีรวมไทย,กรุงเทพมหานคร,26,,False,False,False
4356,ไชยามพวาน มั่นเพียรจิตต์,11,,,,ก้าวไกล,กรุงเทพมหานคร,26,/yourcandidates/candidates/ก้าวไกล/ไชยามพวาน-มั่นเพียรจิตต์.webp,False,False,False
4357,สุวัฒน์ ม่วงศิริ,12,,,,ประชาธิปัตย์,กรุงเทพมหานคร,26,,False,False,False
4358,สริญทิพญ ทัพมงคลทรัพย์,1,,,,ไทยสร้างไทย,ระยอง,2,,False,False,False
4359,วิทยา วาจิตดล,2,,,,เสรีรวมไทย,ระยอง,2,,False,False,False
