,Name,Number,Birthdate,Education,ExOccupation,Party,Province,Zone,Image,PastMP,PastGovernment,PastOpposition
0,ณพจน์ศกร ทรัพยสิทธิ์,1,,ปริญญาโท,,เพื่อไทย,นครพนม,4,/yourcandidates/candidates/เพื่อไทย/ณพจน์ศกร-ทรัพยสิทธิ์.webp,False,False,False
1,วิทยาพร หาญทองชัย,2,,,,พลังประชารัฐ,นครพนม,4,,False,False,False
2,ธงชัย นายกชน,3,,,,ประชาธิปัตย์,นครพนม,4,,False,False,False
3,สมชอบ นิติพจน์,4,,,,รวมไทยสร้างชาติ,นครพนม,4,,False,False,False
4,ชวลิต วิชยสุทธิ์,5,1952-04-17,ปริญญาโท,สมาชิกสภาผู้แทนราษฎร,ไทยสร้างไทย,นครพนม,4,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ชวลิต-วิชยสุทธิ์.jpg,True,False,True
5,บัญชา มาตย์วังแสง,6,,,,พลังประชาธิปไตย,นครพนม,4,,False,False,False
6,ดวงใจ เชื้อคำเพ็ง,7,,,,ไทยพร้อม,นครพนม,4,,False,False,False
7,ชูกัน กุลวงษา,8,,,,ภูมิใจไทย,นครพนม,4,/yourcandidates/candidates/ภูมิใจไทย/ชูกัน_กุลวงษา.webp,False,False,False
8,ชาญชัย คำจำปา,9,,,,เสรีรวมไทย,นครพนม,4,,False,False,False
9,วุฒิพงษ์ มีบุญ,10,,,,ก้าวไกล,นครพนม,4,/yourcandidates/candidates/ก้าวไกล/วุฒิพงษ์-มีบุญ.webp,False,False,False
10,นาวิน นามเรือง,11,,,,ชาติไทยพัฒนา,นครพนม,4,,False,False,False
11,กานต์ฐิรัช ราชวงศ์,12,,,,ไทยศรีวิไลย์,นครพนม,4,,False,False,False
12,พรรษา อ่อนหวาน,13,,,,ไทยภักดี,นครพนม,4,,False,False,False
13,รัตติภรณ์ ทุมเที่ยง,14,,,,แนวทางใหม่,นครพนม,4,,False,False,False
14,ประยูร ยตะโคตร,15,,,,พลังปวงชนไทย,นครพนม,4,,False,False,False
15,วิสสุตา เวชชาชีวะ,1,,,,ภูมิใจไทย,จันทบุรี,3,/yourcandidates/candidates/ภูมิใจไทย/วิสสุตา_เวชชาชีวะ.webp,False,False,False
16,ญาณธิชา บัวเผื่อน,2,1986-04-06,ปริญญาตรี,นักธุรกิจ,ก้าวไกล,จันทบุรี,3,/yourcandidates/candidates/ก้าวไกล/ญาณธิชา-บัวเผื่อน.webp,True,False,True
17,แสนคม อนามพงษ์,3,,ปริญญาโท,,เพื่อไทย,จันทบุรี,3,/yourcandidates/candidates/เพื่อไทย/แสนคม-อนามพงษ์.webp,False,False,False
18,ชรัตน์ เนรัญชร,4,,,,พลังประชารัฐ,จันทบุรี,3,,False,False,False
19,เสกสรรค์ ทองศรี,5,,,,เสรีรวมไทย,จันทบุรี,3,,False,False,False
20,ประพันธ์ จึงสกุลวัฒนา,6,,,,รวมไทยสร้างชาติ,จันทบุรี,3,,False,False,False
21,เสาวลักษณ์ ตันฉาย,7,,,,ไทยภักดี,จันทบุรี,3,,False,False,False
22,เชิดสกุล พลารักษ์,8,,,,ประชาธิปัตย์,จันทบุรี,3,,False,False,False
23,ศุภนาถลดา รัตนาธนัชภัค,9,,,,ไทยสร้างไทย,จันทบุรี,3,,False,False,False
24,อัศวิน บูรณกิจ,10,,,,พลังปวงชนไทย,จันทบุรี,3,,False,False,False
25,นะโม สุขปราณี,1,,,,ไทยศรีวิไลย์,นครราชสีมา,1,,False,False,False
26,อัคคชา พรหมสูตร,2,,,,ไทยสร้างไทย,นครราชสีมา,1,,False,False,False
27,ฉัตร สุภัทรวณิชย์,3,,,,ก้าวไกล,นครราชสีมา,1,/yourcandidates/candidates/ก้าวไกล/ฉัตร-สุภัทรวณิชย์.webp,False,False,False
28,เดือนดารา อินทรกำแหง,4,,,,ภูมิใจไทย,นครราชสีมา,1,/yourcandidates/candidates/ภูมิใจไทย/เดือนดารา_อินทรกำแหง.webp,False,False,False
29,เทวัญ ลิปตพัลลภ,5,1959-12-29,ปริญญาตรี,สมาชิกสภาผู้แทนราษฎร,ชาติพัฒนากล้า,นครราชสีมา,1,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/เทวัญ-ลิปตพัลลภ.jpg,True,True,False
30,สิริเพ็ญโสภา บางท่าไม้,6,,,,ประชาธิปัตย์,นครราชสีมา,1,,False,False,False
31,เกษม ศุภรานนท์,7,1955-06-12,ปริญญาโท,ผู้อำนวยการโรงเรียนวิทยฐานะเชี่ยวชาญ,พลังประชารัฐ,นครราชสีมา,1,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/เกษม-ศุภรานนท์.jpg,True,True,False
32,อนันท์ อาบสุวรรณ,8,,,,รวมไทยสร้างชาติ,นครราชสีมา,1,,False,False,False
33,สุปชัย อินทรักษา,9,,ปริญญาโท,,เพื่อไทย,นครราชสีมา,1,/yourcandidates/candidates/เพื่อไทย/สุปชัย-อินทรักษา.webp,False,False,False
34,ธัญญพัทธ์ จำปาขีด,10,,,,เสรีรวมไทย,นครราชสีมา,1,,False,False,False
35,สายัณห์ สำนักโนน,11,,,,ประชากรไทย,นครราชสีมา,1,,False,False,False
36,จอห์น ธีฬจิตต์ ศรีสุขา,12,,,,ไทยภักดี,นครราชสีมา,1,,False,False,False
37,เสรี ใจอุ่น,13,,,,รักษ์ธรรม,นครราชสีมา,1,,False,False,False
38,ภารดี พจนาภิมล,14,,,,แนวทางใหม่,นครราชสีมา,1,,False,False,False
39,อรรถพล นุุชนิยม,1,,,,พลังประชารัฐ,เพชรบุรี,1,,False,False,False
40,ณัฐฐา สุขอำพร,2,,,,เสรีรวมไทย,เพชรบุรี,1,,False,False,False
41,ธิวัลรัตน์ อังกินันทน์,3,,,,รวมไทยสร้างชาติ,เพชรบุรี,1,,False,False,False
42,ยุทธพล อังกินันทน์,4,,,,ชาติไทยพัฒนา,เพชรบุรี,1,,False,False,False
43,มังกร เจริญผล,5,,,,ก้าวไกล,เพชรบุรี,1,/yourcandidates/candidates/ก้าวไกล/มังกร-เจริญผล.webp,False,False,False
44,กฤษณ์ แก้วอยู่,6,1972-04-10,ปริญญาโท,ประธานสภาทนายความจังหวัดเพชรบุรี,ภูมิใจไทย,เพชรบุรี,1,/yourcandidates/candidates/ภูมิใจไทย/กฤษณ์_แก้วอยู่.webp,True,True,False
45,อลงกรณ์ พลบุตร,7,,,,ประชาธิปัตย์,เพชรบุรี,1,,False,False,False
46,สายเวช โมฬี,8,,,,ไทยภักดี,เพชรบุรี,1,,False,False,False
47,กิตติ ทรัพย์วิสุทธิ์,9,,ปริญญาโท,,เพื่อไทย,เพชรบุรี,1,/yourcandidates/candidates/เพื่อไทย/กิตติ-ทรัพย์วิสุทธิ์.webp,False,False,False
48,ประภานิช สุสุทธิ,10,,,,คลองไทย,เพชรบุรี,1,,False,False,False
49,มนตรี เอราวรรณ์,1,,,,พลังประชารัฐ,ยโสธร,2,,False,False,False
50,คธาวุธ แสงประจักษ์,2,,,,ประชาธิปไตยใหม่,ยโสธร,2,,False,False,False
51,พิริยพงศ์ พุ่มพวง,3,,,,ก้าวไกล,ยโสธร,2,/yourcandidates/candidates/ก้าวไกล/พิริยพงศ์-พุ่มพวง.webp,False,False,False
52,ชื่น วงษ์เพ็ญ,4,,,,รวมไทยสร้างชาติ,ยโสธร,2,,False,False,False
53,ประจักษ์ชัย เนาวรัตน์,5,,,,ภูมิใจไทย,ยโสธร,2,/yourcandidates/candidates/ภูมิใจไทย/ประจักษ์ชัย_เนาวรัตน์.webp,False,False,False
54,บุญแก้ว สมวงศ์,6,1969-06-24,ปริญญาโท,สมาชิกสภาผู้แทนราษฎร,เพื่อไทย,ยโสธร,2,/yourcandidates/candidates/เพื่อไทย/บุญแก้ว-สมวงศ์.webp,True,False,True
55,สันติ เก่งหล้า,7,,,,เพื่ออนาคตไทย,ยโสธร,2,,False,False,False
56,กร ศิรินาม,8,,,,ประชาธิปัตย์,ยโสธร,2,,False,False,False
57,วรายุทธ จงอักษร,9,,,,ไทยสร้างไทย,ยโสธร,2,,False,False,False
58,นรากร อ่อนละมุล,10,,,,ไทยภักดี,ยโสธร,2,,False,False,False
59,พรพิศ พันสาย,11,,,,เสรีรวมไทย,ยโสธร,2,,False,False,False
60,รณฤทธิชัย คานเขต,12,,,,รวมแผ่นดิน,ยโสธร,2,,False,False,False
61,สมาน อาจยาทา,13,,,,คลองไทย,ยโสธร,2,,False,False,False
62,เชษฐา ไชยสัตย์,1,,,,รวมไทยสร้างชาติ,อุบลราชธานี,2,,False,False,False
63,ประดิษฐ์ สายตรงกิจวานิช,2,,,,เสรีรวมไทย,อุบลราชธานี,2,,False,False,False
64,อริสรา ปั้นทอง,3,,,,ไทยศรีวิไลย์,อุบลราชธานี,2,,False,False,False
65,วุฒิพงษ์ นามบุตร,4,1974-03-06,ปริญญาโท,สมาชิกสภาผู้แทนราษฎร,ประชาธิปัตย์,อุบลราชธานี,2,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วุฒิพงษ์-นามบุตร.jpg,True,True,False
66,โกวิทย์ ธรรมานุชิต,5,,,,พลังประชารัฐ,อุบลราชธานี,2,,False,False,False
67,ประเสริฐ เผ่าพันธ์,6,,,,ภูมิใจไทย,อุบลราชธานี,2,/yourcandidates/candidates/ภูมิใจไทย/ประเสริฐ_เผ่าพันธ์.webp,False,False,False
68,สมภพ จันทรวงษ์,7,,,,ก้าวไกล,อุบลราชธานี,2,/yourcandidates/candidates/ก้าวไกล/สมภพ-จันทรวงศ์.webp,False,False,False
69,พิษณุ ภูมิภาค,8,,,,ไทยภักดี,อุบลราชธานี,2,,False,False,False
70,ณรงค์ชัย วีระกุล,9,,ปริญญาตรี,,เพื่อไทย,อุบลราชธานี,2,/yourcandidates/candidates/เพื่อไทย/ณรงค์ชัย-วีระกุล.webp,False,False,False
71,สมภาศ นวนจำปา,10,,,,พลังปวงชนไทย,อุบลราชธานี,2,,False,False,False
72,วิบูลย์ เปลวเพลิง,11,,,,คลองไทย,อุบลราชธานี,2,,False,False,False
73,ต่วนเดร์ จุฑานันท์,1,,,,ภูมิใจไทย,ปัตตานี,5,/yourcandidates/candidates/ภูมิใจไทย/พล.ต.อ.ต่วนเดร์_จุฑานันท์.webp,False,False,False
74,อันวาร์ สาและ,2,1970-12-04,ปริญญาโท,สมาชิกสภาผู้แทนราษฎร,พลังประชารัฐ,ปัตตานี,5,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/อันวาร์-สาและ.jpg,True,True,False
75,นาวี หะยีดอเลาะ,3,,,,เพื่อไทย,ปัตตานี,5,/yourcandidates/candidates/เพื่อไทย/นาวี-หะยีดอเลาะ.webp,False,False,False
76,คอเลฟ เจ๊ะนา,4,,,,ประชาธิปัตย์,ปัตตานี,5,,False,False,False
77,ยุซรี ซูสารอ,5,,,,รวมไทยสร้างชาติ,ปัตตานี,5,,False,False,False
78,สาเหะมูหามัด อัลอิดรุส,6,,,,ประชาชาติ,ปัตตานี,5,,False,False,False
79,อัดนันต์ อาแว,7,,,,ก้าวไกล,ปัตตานี,5,/yourcandidates/candidates/ก้าวไกล/อัดนันต์ -อาแว.webp,False,False,False
80,มาหะมะ เลาะพา,8,,,,เสรีรวมไทย,ปัตตานี,5,,False,False,False
81,ลาตีเก๊าะ บือแน,9,,,,ไทยภักดี,ปัตตานี,5,,False,False,False
82,มะลาเซ็ง เจะแมง,10,,,,ประชาธิปไตยใหม่,ปัตตานี,5,,False,False,False
83,อามาน ลีมะ,11,,,,คลองไทย,ปัตตานี,5,,False,False,False
84,ชื่นประภา ขันธมาลี,1,,,,มิติใหม่,นนทบุรี,2,,False,False,False
85,ธนินท์ธร ภูมราช,2,,,,ประชาธิปัตย์,นนทบุรี,2,,False,False,False
86,ธนบดี อินทวีโร,3,,,,เสรีรวมไทย,นนทบุรี,2,,False,False,False
87,จิรวรรณ เรี่ยวแรง,4,,,,พลังประชารัฐ,นนทบุรี,2,,False,False,False
88,เฉลิมพล นิยมสินธุ์,5,,,,รวมไทยสร้างชาติ,นนทบุรี,2,,False,False,False
89,วรวุฒิ ศรีนนท์,6,,,,ไทยสร้างไทย,นนทบุรี,2,,False,False,False
90,ปัญญารัตน์ นันทภูษิตานนท์,7,,,,ก้าวไกล,นนทบุรี,2,/yourcandidates/candidates/ก้าวไกล/ปัญญารัตน์-นันทภูษิตานนท์.webp,False,False,False
91,จิรพงษ์ ทรงวัชราภรณ์,8,1975-12-30,ปริญญาโท,สมาชิกสภาองค์การบริการส่วนจังหวัดนนทบุรี,เพื่อไทย,นนทบุรี,2,/yourcandidates/candidates/เพื่อไทย/จิรพงษ์-ทรงวัชราภรณ์.webp,True,False,True
92,อัญรินทร์ อิทธิศรีศักดิ์,9,,,,ไทยภักดี,นนทบุรี,2,,False,False,False
93,ตฤน สุวรรณศร,10,,,,ทางเลือกใหม่,นนทบุรี,2,,False,False,False
94,เหนือสุชา กองนิมิตรพัชรี,11,,,,คลองไทย,นนทบุรี,2,,False,False,False
95,ยงยุทธ กูลเมือง,1,,,,กรีน,ตรัง,1,,False,False,False
96,ถนอมพงษ์ หลีกภัย,2,,,,รวมไทยสร้างชาติ,ตรัง,1,,False,False,False
97,กิตติพงศ์ ผลประยูร,3,,,,พลังประชารัฐ,ตรัง,1,,False,False,False
98,ตุลกานต์ มักคุ้น,4,,,,ประชาธิปัตย์,ตรัง,1,,False,False,False
99,รักษ์ บุญเจริญ,5,,,,ภูมิใจไทย,ตรัง,1,/yourcandidates/candidates/ภูมิใจไทย/รักษ์_บุญเจริญ.webp,False,False,False
100,สรวีย์ ภัทรอิสริยาไชย,6,,ปริญญาตรี,,เพื่อไทย,ตรัง,1,/yourcandidates/candidates/เพื่อไทย/สรวีย์-ภัทรอิสริยาไชย.webp,False,False,False
101,ศุภกร สุวรรณหมัด,7,,,,ก้าวไกล,ตรัง,1,/yourcandidates/candidates/ก้าวไกล/ศุภกร -สุวรรณหมัด.webp,False,False,False
102,มงคลสิษฐ์ มีสุข,8,,,,เสรีรวมไทย,ตรัง,1,,False,False,False
103,อนัญญา สวัสดิสาร,9,,,,ไทยสร้างไทย,ตรัง,1,,False,False,False
104,กฤตภาส สินไชย,10,,,,ไทยภักดี,ตรัง,1,,False,False,False
105,เขมธนวัฒน์ ชูชาติวงศ์สกุล,11,,,,รวมแผ่นดิน,ตรัง,1,,False,False,False
106,ประภัสสร นุ่มสวัสดิ์,12,,,,คลองไทย,ตรัง,1,,False,False,False
107,นงค์ ดำหมาน,13,,,,เปลี่ยน,ตรัง,1,,False,False,False
108,อรศศิพัชร์ มามีเกตุรัตน์,1,,,,ไทยศรีวิไลย์,กรุงเทพมหานคร,29,,False,False,False
109,เกรียงไกร จงเจริญ,2,,,,รวมไทยสร้างชาติ,กรุงเทพมหานคร,29,,False,False,False
110,ธัณยาการย์ เตชะพัฒน์สิริ,3,,,,ภูมิใจไทย,กรุงเทพมหานคร,29,/yourcandidates/candidates/ภูมิใจไทย/ธัณยาการย์_เตชะพัฒน์สิริ.webp,False,False,False
111,ณัฐจักร์ อัศวโชติวัฒน์,4,,,,เสรีรวมไทย,กรุงเทพมหานคร,29,,False,False,False
112,ทศพล โชติคุตร์,5,,,,ชาติพัฒนากล้า,กรุงเทพมหานคร,29,,False,False,False
113,วัชระ เพชรทอง,6,,,,ประชาธิปัตย์,กรุงเทพมหานคร,29,,False,False,False
114,เอกชัย ผ่องจิตร์,7,,,,พลังประชารัฐ,กรุงเทพมหานคร,29,,False,False,False
115,ทิสรัตน์ เลาหพล,8,,,,ก้าวไกล,กรุงเทพมหานคร,29,/yourcandidates/candidates/ก้าวไกล/ทิสรัตน์-เลาหพล.webp,False,False,False
116,กฤชนนท์ อัยยปัญญา,9,,ปริญญาเอก,,เพื่อไทย,กรุงเทพมหานคร,29,/yourcandidates/candidates/เพื่อไทย/กฤชนนท์-อัยยปัญญา.webp,False,False,False
117,กิติ วงษ์กุหลาบ,10,,,,ไทยสร้างไทย,กรุงเทพมหานคร,29,,False,False,False
118,สมพงค์ กิจประพันธ์,11,,,,ไทยภักดี,กรุงเทพมหานคร,29,,False,False,False
119,กิจณพัฒน์ เอี่ยมวรกุล,12,,,,คลองไทย,กรุงเทพมหานคร,29,,False,False,False
120,ปักสู แวนามะ,1,,ปริญญาโท,,เพื่อไทย,นราธิวาส,4,/yourcandidates/candidates/เพื่อไทย/มูหามัดรอซากี-เจ๊ะอุเซ็ง.webp,False,False,False
121,อิสฮาม มูซอ,2,,,,รวมไทยสร้างชาติ,นราธิวาส,4,,False,False,False
122,กูเฮง ยาวอหะซัน,3,1965-08-08,ปริญญาตรี,สมาชิกสภาผู้แทนราษฎร,ประชาชาติ,นราธิวาส,4,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/กูเฮง-ยาวอหะซัน.jpg,True,False,True
123,ใซดี เจ๊ะหามะ,4,,,,ประชาธิปัตย์,นราธิวาส,4,,False,False,False
124,ซาการียา สะอิ,5,,,,ภูมิใจไทย,นราธิวาส,4,/yourcandidates/candidates/ภูมิใจไทย/ซาการียา_สะอิ.webp,False,False,False
125,รำรี มามะ,6,,,,พลังประชารัฐ,นราธิวาส,4,,False,False,False
126,สะอารี แมกองบือแน,7,,,,ไทยสร้างไทย,นราธิวาส,4,,False,False,False
127,มะซอบือรี สามะ,8,,,,ก้าวไกล,นราธิวาส,4,/yourcandidates/candidates/ก้าวไกล/มะซอบือรี-สามะ.webp,False,False,False
128,ฮาเซ็ง อิงดิง,9,,,,พลังสังคมใหม่,นราธิวาส,4,,False,False,False
129,อับดุลอาซิ เจ๊ะอูเซ็ง,10,,,,เสรีรวมไทย,นราธิวาส,4,,False,False,False
130,สุขวิชชาญ มุสิกุล,1,,,,รวมไทยสร้างชาติ,กำแพงเพชร,2,,False,False,False
131,จุลพันธ์ ทับทิม,2,,,,ไทยสร้างไทย,กำแพงเพชร,2,,False,False,False
132,สมชาย ผลมา,3,,,,ก้าวไกล,กำแพงเพชร,2,/yourcandidates/candidates/ก้าวไกล/สมชาย-ผลมา.webp,False,False,False
133,เรวัตร์ อินทพงษ์,4,,ปริญญาตรี,,เพื่อไทย,กำแพงเพชร,2,/yourcandidates/candidates/เพื่อไทย/เรวัตร์-อินทพงษ์.webp,False,False,False
134,ทวิน แป้นจันทร์,5,,,,เสรีรวมไทย,กำแพงเพชร,2,,False,False,False
135,ศรสิน อินทะชัย,6,,,,ประชาธิปัตย์,กำแพงเพชร,2,,False,False,False
136,เพชรภูมิ อาภรณ์รัตน์,7,1992-10-01,ปริญญาตรี,ธุรกิจส่วนตัว,พลังประชารัฐ,กำแพงเพชร,2,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/เพชรภูมิ-อาภรณ์รัตน์.jpg,True,True,False
137,ณัฐปคัลภ์ อิทธินันต์,8,,,,ไทยเป็นหนึ่ง,กำแพงเพชร,2,,False,False,False
138,ณรงค์ ดูดิง,1,,,,ประชาธิปัตย์,ยะลา,3,,False,False,False
139,อับดุลเลาะ สิเดะ,2,,,,เป็นธรรม,ยะลา,3,,False,False,False
140,ยูซุฟ อาลอับดิลละฮ์,3,,,,ไทยสร้างไทย,ยะลา,3,,False,False,False
141,พิทักษ์ เอียดแก้ว,4,,,,รวมไทยสร้างชาติ,ยะลา,3,,False,False,False
142,ฟันดี ปาลวัน,5,,,,เพื่อชาติ,ยะลา,3,,False,False,False
143,สะอารี กากอง,6,,,,เสรีรวมไทย,ยะลา,3,,False,False,False
144,กามิน มุซิ,7,,,,พลังประชารัฐ,ยะลา,3,,False,False,False
145,มะรูดีน กาโฮง,8,,,,ภูมิใจไทย,ยะลา,3,/yourcandidates/candidates/ภูมิใจไทย/มะรูดีน_กาโฮง.webp,False,False,False
146,แวหะมะ แวและ,9,,,,เพื่อไทย,ยะลา,3,/yourcandidates/candidates/เพื่อไทย/แวหะมะ-แวและ.webp,False,False,False
147,อับดุลอายี สาแม็ง,10,1956-02-07,ปริญญาโท,สมาชิกวุฒิสภา,ประชาชาติ,ยะลา,3,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/อับดุลอายี-สาแม็ง.jpg,True,False,True
148,ณรงค์ อาแว,11,,,,ก้าวไกล,ยะลา,3,/yourcandidates/candidates/ก้าวไกล/ณรงค์ -อาแว.webp,False,False,False
149,ฟาอิซ บัยดูรี่,12,,,,ไทยศรีวิไลย์,ยะลา,3,,False,False,False
150,สไบ ดีเกียรติไพบูลย์,13,,,,คลองไทย,ยะลา,3,,False,False,False
151,ยุภาพิน บุญศรี,14,,,,พลังปวงชนไทย,ยะลา,3,,False,False,False
152,มีศักดิ์ ภักดีคง,1,,,,ประชาธิปัตย์,ชุมพร,3,,False,False,False
153,สมพร บุญคงมา,2,,,,ไทยสร้างไทย,ชุมพร,3,,False,False,False
154,ปนัย บุญกาญจน์,3,,,,ภูมิใจไทย,ชุมพร,3,/yourcandidates/candidates/ภูมิใจไทย/ปนัย_บุญกาญจน์.webp,False,False,False
155,ธีระศักดิ์ ปางวิรุฬห์รักข์,4,,,,พลังประชารัฐ,ชุมพร,3,,False,False,False
156,ชุติมา ชุมขุน,5,,,,ก้าวไกล,ชุมพร,3,/yourcandidates/candidates/ก้าวไกล/ชุติมา -ชุมขุน.webp,False,False,False
157,อัครเดช สงจันทร์,6,,,,คลองไทย,ชุมพร,3,,False,False,False
158,ภคพล ทวิชศรี,7,,,,เสรีรวมไทย,ชุมพร,3,,False,False,False
159,อัชฌา แดงกนิษฐ,8,,ปริญญาโท,,เพื่อไทย,ชุมพร,3,/yourcandidates/candidates/เพื่อไทย/อัชฌา-แดงกนิษฐ์.webp,False,False,False
160,สุพล จุลใส,9,1967-01-04,ปริญญาโท,นายกองค์การบริหารส่วนจังหวัดชุมพร,รวมไทยสร้างชาติ,ชุมพร,3,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุพล-จุลใส.jpg,True,True,False
161,เดชนัฐวิทย์ เตริยาภิรมย์,1,,,,พลังประชารัฐ,เชียงใหม่,5,,False,False,False
162,อารีย์ ชัยขัน,2,,,,ภูมิใจไทย,เชียงใหม่,5,/yourcandidates/candidates/ภูมิใจไทย/อารีย์_ชัยขัน.webp,False,False,False
163,วาสนา ทองสุข,3,,,,ไทยสร้างไทย,เชียงใหม่,5,,False,False,False
164,ขวัญชัย สกุลทอง,4,,,,รวมแผ่นดิน,เชียงใหม่,5,,False,False,False
165,เดือนเต็มดวง ณ เชียงใหม่,5,,,,รวมไทยสร้างชาติ,เชียงใหม่,5,,False,False,False
166,สมชิด กันธะยา,6,,,,ก้าวไกล,เชียงใหม่,5,/yourcandidates/candidates/ก้าวไกล/สมชิด-กันธะยา.webp,False,False,False
167,จุลพันธ์ อมรวิวัฒน์,7,1975-04-08,ปริญญาโท,สมาชิกสภาผู้แทนราษฎร,เพื่อไทย,เชียงใหม่,5,/yourcandidates/candidates/เพื่อไทย/จุลพันธ์-อมรวิวัฒน์.webp,True,False,True
168,สมโภชน์ สนกนก,8,,,,เสรีรวมไทย,เชียงใหม่,5,,False,False,False
169,วิศธร เถาตระกูล,9,,,,ประชาธิปัตย์,เชียงใหม่,5,,False,False,False
170,สรพงษ์ เมธาอนันต์กุล,10,,,,พลังเพื่อไทย,เชียงใหม่,5,,False,False,False
171,ฐิติวรา ท่าชอบ,11,,,,ไทยศรีวิไลย์,เชียงใหม่,5,,False,False,False
172,ณธพงศ์ ภู่เจริญ,12,,,,คลองไทย,เชียงใหม่,5,,False,False,False
173,ณรงค์ ภักดีศิริวงค์,13,,,,แนวทางใหม่,เชียงใหม่,5,,False,False,False
174,รัฐธรรมนูญชัย แม่ขุนรวมอาภา,14,,,,ประชาไทย,เชียงใหม่,5,,False,False,False
175,สมเจตน์ แสงเจริญรัตน์,1,,ปริญญาเอก,,เพื่อไทย,เลย,4,/yourcandidates/candidates/เพื่อไทย/สมเจตน์-แสงเจริญรัตน์.webp,False,False,False
176,วันชัย บุษบา,2,,,,ภูมิใจไทย,เลย,4,/yourcandidates/candidates/ภูมิใจไทย/วันชัย_บุษบา.webp,False,False,False
177,สุภาพ พุทธทองศรี,3,,,,พลังประชารัฐ,เลย,4,,False,False,False
178,นภาพร ยาบุษดี,4,,,,รวมไทยสร้างชาติ,เลย,4,,False,False,False
179,ยงยุทธ ทิพรส,5,,,,ประชาธิปัตย์,เลย,4,,False,False,False
180,ราเชนท์ กงสิมมา,6,,,,ก้าวไกล,เลย,4,/yourcandidates/candidates/ก้าวไกล/ราเชนท์-กงสิมมา.webp,False,False,False
181,ธนกฤต อันทะระ,7,,,,เสรีรวมไทย,เลย,4,,False,False,False
182,ศวิตา สำลีพันธุ์,8,,,,ไทยสร้างไทย,เลย,4,,False,False,False
183,ศรชัย สมตระกูล,9,,,,ไทยศรีวิไลย์,เลย,4,,False,False,False
184,ปรโชต สท้านสุข,10,,,,ไทยภักดี,เลย,4,,False,False,False
185,สมพร ศรีบุญ,11,,,,คลองไทย,เลย,4,,False,False,False
186,ชยนนท์ คำเบ้า,1,,,,ประชาธิปัตย์,ชัยภูมิ,5,,False,False,False
187,พิมพ์กานต์ ยศพิทักษ์,2,,,,ก้าวไกล,ชัยภูมิ,5,/yourcandidates/candidates/ก้าวไกล/พิมพ์กานต์-ยศพิทักษ์.webp,False,False,False
188,กานนท์ แสนเภา,3,,,,เสรีรวมไทย,ชัยภูมิ,5,,False,False,False
189,วีระ แต่งทรัพย์,4,,,,ภูมิใจไทย,ชัยภูมิ,5,/yourcandidates/candidates/ภูมิใจไทย/วีระ_แต่งทรัพย์.webp,False,False,False
190,ธนกฤต จรรย์โกมล,5,,,,ไทยสร้างไทย,ชัยภูมิ,5,,False,False,False
191,สุขสันต์ ชื่นจิตร,6,,,,พลังประชารัฐ,ชัยภูมิ,5,,False,False,False
192,ศิวะ พงศ์ธีระดุลย์,7,,ปริญญาตรี,,เพื่อไทย,ชัยภูมิ,5,/yourcandidates/candidates/เพื่อไทย/ศิวะ-พงศ์ธีระดุลย์.webp,False,False,False
193,ชัยชาญ จรรย์โกมล,8,,,,รวมไทยสร้างชาติ,ชัยภูมิ,5,,False,False,False
194,กิตติศักดิ์ ศิริพันธุ์,9,,,,ไทยภักดี,ชัยภูมิ,5,,False,False,False
195,รัตนชัย เตชะรัตนยืนยง,1,,,,ไทยสร้างไทย,นครปฐม,6,,False,False,False
196,ลลิต กิจสมัคร,2,,,,เสรีรวมไทย,นครปฐม,6,,False,False,False
197,ปริญวัฒน์ เนติจรรยาทัศน์,3,,,,ไทยศรีวิไลย์,นครปฐม,6,,False,False,False
198,สุรชัย อนุตธโต,4,,,,รวมไทยสร้างชาติ,นครปฐม,6,,False,False,False
199,มนตรี บุญประคอง,5,,,,พลังประชารัฐ,นครปฐม,6,,False,False,False
200,วีระยศ ชื่นกลิ่นธูปศิริ,6,,,,ประชาธิปัตย์,นครปฐม,6,,False,False,False
201,เผดิมชัย สะสมทรัพย์,7,1949-02-02,ปริญญาโท,ที่ปรึกษาบริษัท วัสดุภัณฑ์ธุรกิจ จำกัด,ชาติไทยพัฒนา,นครปฐม,6,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/เผดิมชัย-สะสมทรัพย์.jpg,True,True,False
202,ชิษณุพงศ์ ตั้งเมธากุล,8,,,,ก้าวไกล,นครปฐม,6,/yourcandidates/candidates/ก้าวไกล/ชิษณุพงศ์-ตั้งเมธากุล.webp,False,False,False
203,ธีรพงศ์ เย็นใจ,9,,ปริญญาตรี,,เพื่อไทย,นครปฐม,6,/yourcandidates/candidates/เพื่อไทย/ธีรพงศ์-เย็นใจ.webp,False,False,False
