จังหวัด,อำเภอ,ตำบล,เขตเลือกตั้ง,index,เทศบาล,เขตเลือกตั้ง
ขอนแก่น,มัญจาคีรี,นาข่า,8,ขอนแก่นมัญจาคีรีนาข่า,,8
ขอนแก่น,มัญจาคีรี,นางาม,8,ขอนแก่นมัญจาคีรีนางาม,,8
ขอนแก่น,มัญจาคีรี,โพนเพ็ก,8,ขอนแก่นมัญจาคีรีโพนเพ็ก,,8
ขอนแก่น,มัญจาคีรี,สวนหม่อน,8,ขอนแก่นมัญจาคีรีสวนหม่อน,,8
ขอนแก่น,มัญจาคีรี,หนองแปน,8,ขอนแก่นมัญจาคีรีหนองแปน,,8
ขอนแก่น,เมืองขอนแก่น,โคกสี,2,ขอนแก่นเมืองขอนแก่นโคกสี,,2
ขอนแก่น,เมืองขอนแก่น,ดอนช้าง,8,ขอนแก่นเมืองขอนแก่นดอนช้าง,,8
ขอนแก่น,เมืองขอนแก่น,ดอนหัน,8,ขอนแก่นเมืองขอนแก่นดอนหัน,,8
ขอนแก่น,เมืองขอนแก่น,แดงใหญ่,2,ขอนแก่นเมืองขอนแก่นแดงใหญ่,,2
ขอนแก่น,เมืองขอนแก่น,ท่าพระ,8,ขอนแก่นเมืองขอนแก่นท่าพระ,,8
ขอนแก่น,เมืองขอนแก่น,โนนท่อน,4,ขอนแก่นเมืองขอนแก่นโนนท่อน,,4
ขอนแก่น,เมืองขอนแก่น,ในเมือง,1,ขอนแก่นเมืองขอนแก่นในเมือง,,1
ขอนแก่น,เมืองขอนแก่น,บ้านค้อ,4,ขอนแก่นเมืองขอนแก่นบ้านค้อ,,4
ขอนแก่น,เมืองขอนแก่น,บ้านทุ่ม,8,ขอนแก่นเมืองขอนแก่นบ้านทุ่ม,,8
ขอนแก่น,เมืองขอนแก่น,บ้านเป็ด,2,ขอนแก่นเมืองขอนแก่นบ้านเป็ด,,2
ขอนแก่น,เมืองขอนแก่น,บ้านหว้า,8,ขอนแก่นเมืองขอนแก่นบ้านหว้า,,8
ขอนแก่น,เมืองขอนแก่น,บึงเนียม,2,ขอนแก่นเมืองขอนแก่นบึงเนียม,,2
ขอนแก่น,เมืองขอนแก่น,พระลับ,1,ขอนแก่นเมืองขอนแก่นพระลับ,,1
ขอนแก่น,เมืองขอนแก่น,เมืองเก่า,1,ขอนแก่นเมืองขอนแก่นเมืองเก่า,,1
ขอนแก่น,เมืองขอนแก่น,ศิลา,2,ขอนแก่นเมืองขอนแก่นศิลา,,2
ขอนแก่น,เมืองขอนแก่น,สาวะถี,2,ขอนแก่นเมืองขอนแก่นสาวะถี,,2
ขอนแก่น,เมืองขอนแก่น,สำราญ,2,ขอนแก่นเมืองขอนแก่นสำราญ,,2
ขอนแก่น,เมืองขอนแก่น,หนองตูม,2,ขอนแก่นเมืองขอนแก่นหนองตูม,,2
ขอนแก่น,เวียงเก่า,เขาน้อย,5,ขอนแก่นเวียงเก่าเขาน้อย,,5
ขอนแก่น,เวียงเก่า,ในเมือง,5,ขอนแก่นเวียงเก่าในเมือง,,5
ขอนแก่น,เวียงเก่า,เมืองเก่าพัฒนา,5,ขอนแก่นเวียงเก่าเมืองเก่าพัฒนา,,5
ขอนแก่น,แวงน้อย,ก้านเหลือง,9,ขอนแก่นแวงน้อยก้านเหลือง,,9
ขอนแก่น,แวงน้อย,ทางขวาง,9,ขอนแก่นแวงน้อยทางขวาง,,9
ขอนแก่น,แวงน้อย,ท่านางแนว,9,ขอนแก่นแวงน้อยท่านางแนว,,9
ขอนแก่น,แวงน้อย,ท่าวัด,9,ขอนแก่นแวงน้อยท่าวัด,,9
ขอนแก่น,แวงน้อย,ละหานนา,9,ขอนแก่นแวงน้อยละหานนา,,9
ขอนแก่น,แวงน้อย,แวงน้อย,9,ขอนแก่นแวงน้อยแวงน้อย,,9
ขอนแก่น,แวงใหญ่,คอนฉิม,9,ขอนแก่นแวงใหญ่คอนฉิม,,9
ขอนแก่น,แวงใหญ่,โนนทอง,9,ขอนแก่นแวงใหญ่โนนทอง,,9
ขอนแก่น,แวงใหญ่,โนนสะอาด,9,ขอนแก่นแวงใหญ่โนนสะอาด,,9
ขอนแก่น,แวงใหญ่,แวงใหญ่,9,ขอนแก่นแวงใหญ่แวงใหญ่,,9
ขอนแก่น,แวงใหญ่,ใหม่นาเพียง,9,ขอนแก่นแวงใหญ่ใหม่นาเพียง,,9
ขอนแก่น,สีชมพู,ซำยาง,6,ขอนแก่นสีชมพูซำยาง,,6
ขอนแก่น,สีชมพู,ดงลาน,5,ขอนแก่นสีชมพูดงลาน,,5
ขอนแก่น,สีชมพู,นาจาน,6,ขอนแก่นสีชมพูนาจาน,,6
ขอนแก่น,สีชมพู,บริบูรณ์,5,ขอนแก่นสีชมพูบริบูรณ์,,5
ขอนแก่น,สีชมพู,บ้านใหม่,5,ขอนแก่นสีชมพูบ้านใหม่,,5
ขอนแก่น,สีชมพู,ภูห่าน,5,ขอนแก่นสีชมพูภูห่าน,,5
ขอนแก่น,สีชมพู,วังเพิ่ม,5,ขอนแก่นสีชมพูวังเพิ่ม,,5
ขอนแก่น,สีชมพู,ศรีสุข,5,ขอนแก่นสีชมพูศรีสุข,,5
ขอนแก่น,สีชมพู,สีชมพู,5,ขอนแก่นสีชมพูสีชมพู,,5
ขอนแก่น,สีชมพู,หนองแดง,5,ขอนแก่นสีชมพูหนองแดง,,5
ขอนแก่น,หนองนาคำ,กุดธาตุ,5,ขอนแก่นหนองนาคำกุดธาตุ,,5
ขอนแก่น,หนองนาคำ,ขนวน,5,ขอนแก่นหนองนาคำขนวน,,5
ขอนแก่น,หนองนาคำ,บ้านโคก,5,ขอนแก่นหนองนาคำบ้านโคก,,5
ขอนแก่น,หนองเรือ,กุดกว้าง,7,ขอนแก่นหนองเรือกุดกว้าง,,7
ขอนแก่น,หนองเรือ,จระเข้,7,ขอนแก่นหนองเรือจระเข้,,7
ขอนแก่น,หนองเรือ,โนนทอง,7,ขอนแก่นหนองเรือโนนทอง,,7
ขอนแก่น,หนองเรือ,โนนทัน,7,ขอนแก่นหนองเรือโนนทัน,,7
ขอนแก่น,หนองเรือ,โนนสะอาด,7,ขอนแก่นหนองเรือโนนสะอาด,,7
ขอนแก่น,หนองเรือ,บ้านกง,7,ขอนแก่นหนองเรือบ้านกง,,7
ขอนแก่น,หนองเรือ,บ้านผือ,7,ขอนแก่นหนองเรือบ้านผือ,,7
ขอนแก่น,หนองเรือ,บ้านเม็ง,7,ขอนแก่นหนองเรือบ้านเม็ง,,7
ขอนแก่น,หนองเรือ,ยางคำ,7,ขอนแก่นหนองเรือยางคำ,,7
ขอนแก่น,หนองเรือ,หนองเรือ,7,ขอนแก่นหนองเรือหนองเรือ,,7
ขอนแก่น,หนองสองห้อง,คึมชาด,10,ขอนแก่นหนองสองห้องคึมชาด,,10
ขอนแก่น,หนองสองห้อง,ดงเค็ง,10,ขอนแก่นหนองสองห้องดงเค็ง,,10
ขอนแก่น,หนองสองห้อง,ดอนดั่ง,10,ขอนแก่นหนองสองห้องดอนดั่ง,,10
ขอนแก่น,หนองสองห้อง,ดอนดู่,10,ขอนแก่นหนองสองห้องดอนดู่,,10
ขอนแก่น,หนองสองห้อง,ตะกั่วป่า,10,ขอนแก่นหนองสองห้องตะกั่วป่า,,10
ขอนแก่น,หนองสองห้อง,โนนธาตุ,10,ขอนแก่นหนองสองห้องโนนธาตุ,,10
ขอนแก่น,หนองสองห้อง,วังหิน,10,ขอนแก่นหนองสองห้องวังหิน,,10
ขอนแก่น,หนองสองห้อง,สำโรง,10,ขอนแก่นหนองสองห้องสำโรง,,10
ขอนแก่น,หนองสองห้อง,หนองไผ่ล้อม,10,ขอนแก่นหนองสองห้องหนองไผ่ล้อม,,10
ขอนแก่น,หนองสองห้อง,หนองเม็ก,10,ขอนแก่นหนองสองห้องหนองเม็ก,,10
ขอนแก่น,หนองสองห้อง,หนองสองห้อง,10,ขอนแก่นหนองสองห้องหนองสองห้อง,,10
ขอนแก่น,หนองสองห้อง,หันโจด,10,ขอนแก่นหนองสองห้องหันโจด,,10
ขอนแก่น,อุบลรัตน์,เขื่อนอุบลรัตน์,4,ขอนแก่นอุบลรัตน์เขื่อนอุบลรัตน์,,4
ขอนแก่น,อุบลรัตน์,โคกสูง,4,ขอนแก่นอุบลรัตน์โคกสูง,,4
ขอนแก่น,อุบลรัตน์,ทุ่งโป่ง,4,ขอนแก่นอุบลรัตน์ทุ่งโป่ง,,4
ขอนแก่น,อุบลรัตน์,นาคำ,4,ขอนแก่นอุบลรัตน์นาคำ,,4
ขอนแก่น,อุบลรัตน์,บ้านดง,4,ขอนแก่นอุบลรัตน์บ้านดง,,4
ขอนแก่น,อุบลรัตน์,ศรีสุขสำราญ,4,ขอนแก่นอุบลรัตน์ศรีสุขสำราญ,,4
จันทบุรี,แก่งหางแมว,แก่งหางแมว,2,จันทบุรีแก่งหางแมวแก่งหางแมว,,2
จันทบุรี,แก่งหางแมว,ขุนซ่อง,2,จันทบุรีแก่งหางแมวขุนซ่อง,,2
จันทบุรี,แก่งหางแมว,เขาวงกต,2,จันทบุรีแก่งหางแมวเขาวงกต,,2
จันทบุรี,แก่งหางแมว,พวา,2,จันทบุรีแก่งหางแมวพวา,,2
จันทบุรี,แก่งหางแมว,สามพี่น้อง,2,จันทบุรีแก่งหางแมวสามพี่น้อง,,2
จันทบุรี,ขลุง,เกวียนหัก,3,จันทบุรีขลุงเกวียนหัก,,3
จันทบุรี,ขลุง,ขลุง,3,จันทบุรีขลุงขลุง,,3
จันทบุรี,ขลุง,ซึ้ง,3,จันทบุรีขลุงซึ้ง,,3
จันทบุรี,ขลุง,ตกพรม,3,จันทบุรีขลุงตกพรม,,3
จันทบุรี,ขลุง,ตรอกนอง,3,จันทบุรีขลุงตรอกนอง,,3
จันทบุรี,ขลุง,ตะปอน,3,จันทบุรีขลุงตะปอน,,3
จันทบุรี,ขลุง,บ่อ,3,จันทบุรีขลุงบ่อ,,3
จันทบุรี,ขลุง,บ่อเวฬุ,3,จันทบุรีขลุงบ่อเวฬุ,,3
จันทบุรี,ขลุง,บางชัน,3,จันทบุรีขลุงบางชัน,,3
จันทบุรี,ขลุง,มาบไพ,3,จันทบุรีขลุงมาบไพ,,3
จันทบุรี,ขลุง,วังสรรพรส,3,จันทบุรีขลุงวังสรรพรส,,3
จันทบุรี,ขลุง,วันยาว,3,จันทบุรีขลุงวันยาว,,3
จันทบุรี,เขาคิชฌกูฏ,คลองพลู,2,จันทบุรีเขาคิชฌกูฏคลองพลู,,2
จันทบุรี,เขาคิชฌกูฏ,จันทเขลม,2,จันทบุรีเขาคิชฌกูฏจันทเขลม,,2
จันทบุรี,เขาคิชฌกูฏ,ชากไทย,2,จันทบุรีเขาคิชฌกูฏชากไทย,,2
จันทบุรี,เขาคิชฌกูฏ,ตะเคียนทอง,2,จันทบุรีเขาคิชฌกูฏตะเคียนทอง,,2
จันทบุรี,เขาคิชฌกูฏ,พลวง,2,จันทบุรีเขาคิชฌกูฏพลวง,,2
จันทบุรี,ท่าใหม่,เขาแก้ว,2,จันทบุรีท่าใหม่เขาแก้ว,,2
จันทบุรี,ท่าใหม่,เขาบายศรี,2,จันทบุรีท่าใหม่เขาบายศรี,,2
จันทบุรี,ท่าใหม่,เขาวัว,2,จันทบุรีท่าใหม่เขาวัว,,2
จันทบุรี,ท่าใหม่,โขมง,2,จันทบุรีท่าใหม่โขมง,,2
จันทบุรี,ท่าใหม่,คลองขุด,2,จันทบุรีท่าใหม่คลองขุด,,2
จันทบุรี,ท่าใหม่,ตะกาดเง้า,2,จันทบุรีท่าใหม่ตะกาดเง้า,,2
จันทบุรี,ท่าใหม่,ท่าใหม่,2,จันทบุรีท่าใหม่ท่าใหม่,,2
จันทบุรี,ท่าใหม่,ทุ่งเบญจา,2,จันทบุรีท่าใหม่ทุ่งเบญจา,,2
จันทบุรี,ท่าใหม่,บ่อพุ,2,จันทบุรีท่าใหม่บ่อพุ,,2
จันทบุรี,ท่าใหม่,พลอยแหวน,2,จันทบุรีท่าใหม่พลอยแหวน,,2
จันทบุรี,ท่าใหม่,ยายร้า,2,จันทบุรีท่าใหม่ยายร้า,,2
จันทบุรี,ท่าใหม่,รำพัน,2,จันทบุรีท่าใหม่รำพัน,,2
จันทบุรี,ท่าใหม่,สองพี่น้อง,2,จันทบุรีท่าใหม่สองพี่น้อง,,2
จันทบุรี,ท่าใหม่,สีพยา,2,จันทบุรีท่าใหม่สีพยา,,2
จันทบุรี,นายายอาม,กระแจะ,2,จันทบุรีนายายอามกระแจะ,,2
จันทบุรี,นายายอาม,ช้างข้าม,2,จันทบุรีนายายอามช้างข้าม,,2
จันทบุรี,นายายอาม,นายายอาม,2,จันทบุรีนายายอามนายายอาม,,2
จันทบุรี,นายายอาม,วังโตนด,2,จันทบุรีนายายอามวังโตนด,,2
จันทบุรี,นายายอาม,วังใหม่,2,จันทบุรีนายายอามวังใหม่,,2
จันทบุรี,นายายอาม,สนามไชย,2,จันทบุรีนายายอามสนามไชย,,2
จันทบุรี,โป่งน้ำร้อน,คลองใหญ่,3,จันทบุรีโป่งน้ำร้อนคลองใหญ่,,3
จันทบุรี,โป่งน้ำร้อน,ทับไทร,3,จันทบุรีโป่งน้ำร้อนทับไทร,,3
จันทบุรี,โป่งน้ำร้อน,เทพนิมิต,3,จันทบุรีโป่งน้ำร้อนเทพนิมิต,,3
จันทบุรี,โป่งน้ำร้อน,โป่งน้ำร้อน,3,จันทบุรีโป่งน้ำร้อนโป่งน้ำร้อน,,3
จันทบุรี,โป่งน้ำร้อน,หนองตาคง,3,จันทบุรีโป่งน้ำร้อนหนองตาคง,,3
จันทบุรี,มะขาม,ฉมัน,3,จันทบุรีมะขามฉมัน,,3
จันทบุรี,มะขาม,ท่าหลวง,1,จันทบุรีมะขามท่าหลวง,,1
จันทบุรี,มะขาม,ปัถวี,3,จันทบุรีมะขามปัถวี,,3
จันทบุรี,มะขาม,มะขาม,1,จันทบุรีมะขามมะขาม,,1
จันทบุรี,มะขาม,วังแซ้ม,1,จันทบุรีมะขามวังแซ้ม,,1
จันทบุรี,มะขาม,อ่างคีรี,1,จันทบุรีมะขามอ่างคีรี,,1
จันทบุรี,เมืองจันทบุรี,เกาะขวาง,1,จันทบุรีเมืองจันทบุรีเกาะขวาง,,1
จันทบุรี,เมืองจันทบุรี,คมบาง,1,จันทบุรีเมืองจันทบุรีคมบาง,,1
จันทบุรี,เมืองจันทบุรี,คลองนารายณ์,1,จันทบุรีเมืองจันทบุรีคลองนารายณ์,,1
จันทบุรี,เมืองจันทบุรี,จันทนิมิต,1,จันทบุรีเมืองจันทบุรีจันทนิมิต,,1
จันทบุรี,เมืองจันทบุรี,ตลาด,1,จันทบุรีเมืองจันทบุรีตลาด,,1
จันทบุรี,เมืองจันทบุรี,ท่าช้าง,1,จันทบุรีเมืองจันทบุรีท่าช้าง,,1
จันทบุรี,เมืองจันทบุรี,บางกะจะ,1,จันทบุรีเมืองจันทบุรีบางกะจะ,,1
จันทบุรี,เมืองจันทบุรี,พลับพลา,1,จันทบุรีเมืองจันทบุรีพลับพลา,,1
จันทบุรี,เมืองจันทบุรี,วัดใหม่,1,จันทบุรีเมืองจันทบุรีวัดใหม่,,1
จันทบุรี,เมืองจันทบุรี,แสลง,1,จันทบุรีเมืองจันทบุรีแสลง,,1
จันทบุรี,เมืองจันทบุรี,หนองบัว,1,จันทบุรีเมืองจันทบุรีหนองบัว,,1
จันทบุรี,สอยดาว,ทรายขาว,3,จันทบุรีสอยดาวทรายขาว,,3
จันทบุรี,สอยดาว,ทับช้าง,3,จันทบุรีสอยดาวทับช้าง,,3
จันทบุรี,สอยดาว,ทุ่งขนาน,3,จันทบุรีสอยดาวทุ่งขนาน,,3
จันทบุรี,สอยดาว,ปะตง,3,จันทบุรีสอยดาวปะตง,,3
จันทบุรี,สอยดาว,สะตอน,3,จันทบุรีสอยดาวสะตอน,,3
จันทบุรี,แหลมสิงห์,เกาะเปริด,1,จันทบุรีแหลมสิงห์เกาะเปริด,,1
จันทบุรี,แหลมสิงห์,คลองน้ำเค็ม,1,จันทบุรีแหลมสิงห์คลองน้ำเค็ม,,1
จันทบุรี,แหลมสิงห์,บางกะไชย,1,จันทบุรีแหลมสิงห์บางกะไชย,,1
จันทบุรี,แหลมสิงห์,บางสระเก้า,1,จันทบุรีแหลมสิงห์บางสระเก้า,,1
จันทบุรี,แหลมสิงห์,ปากน้ำแหลมสิงห์,1,จันทบุรีแหลมสิงห์ปากน้ำแหลมสิงห์,,1
จันทบุรี,แหลมสิงห์,พลิ้ว,1,จันทบุรีแหลมสิงห์พลิ้ว,,1
จันทบุรี,แหลมสิงห์,หนองชิ่ม,1,จันทบุรีแหลมสิงห์หนองชิ่ม,,1
ฉะเชิงเทรา,คลองเขื่อน,ก้อนแก้ว,2,ฉะเชิงเทราคลองเขื่อนก้อนแก้ว,,2
ฉะเชิงเทรา,คลองเขื่อน,คลองเขื่อน,2,ฉะเชิงเทราคลองเขื่อนคลองเขื่อน,,2
ฉะเชิงเทรา,คลองเขื่อน,บางตลาด,2,ฉะเชิงเทราคลองเขื่อนบางตลาด,,2
ฉะเชิงเทรา,คลองเขื่อน,บางโรง,2,ฉะเชิงเทราคลองเขื่อนบางโรง,,2
ฉะเชิงเทรา,คลองเขื่อน,บางเล่า,2,ฉะเชิงเทราคลองเขื่อนบางเล่า,,2
ฉะเชิงเทรา,ท่าตะเกียบ,คลองตะเกรา,3,ฉะเชิงเทราท่าตะเกียบคลองตะเกรา,,3
ฉะเชิงเทรา,ท่าตะเกียบ,ท่าตะเกียบ,3,ฉะเชิงเทราท่าตะเกียบท่าตะเกียบ,,3
ฉะเชิงเทรา,บางคล้า,ท่าทองหลาง,2,ฉะเชิงเทราบางคล้าท่าทองหลาง,,2
ฉะเชิงเทรา,บางคล้า,บางกระเจ็ด,2,ฉะเชิงเทราบางคล้าบางกระเจ็ด,,2
ฉะเชิงเทรา,บางคล้า,บางคล้า,2,ฉะเชิงเทราบางคล้าบางคล้า,,2
ฉะเชิงเทรา,บางคล้า,บางสวน,2,ฉะเชิงเทราบางคล้าบางสวน,,2
ฉะเชิงเทรา,บางคล้า,ปากน้ำ,2,ฉะเชิงเทราบางคล้าปากน้ำ,,2
ฉะเชิงเทรา,บางคล้า,สาวชะโงก,2,ฉะเชิงเทราบางคล้าสาวชะโงก,,2
ฉะเชิงเทรา,บางคล้า,เสม็ดใต้,2,ฉะเชิงเทราบางคล้าเสม็ดใต้,,2
ฉะเชิงเทรา,บางคล้า,เสม็ดเหนือ,2,ฉะเชิงเทราบางคล้าเสม็ดเหนือ,,2
ฉะเชิงเทรา,บางคล้า,หัวไทร,2,ฉะเชิงเทราบางคล้าหัวไทร,,2
ฉะเชิงเทรา,บางน้ำเปรี้ยว,ดอนเกาะกา,2,ฉะเชิงเทราบางน้ำเปรี้ยวดอนเกาะกา,,2
ฉะเชิงเทรา,บางน้ำเปรี้ยว,ดอนฉิมพลี,2,ฉะเชิงเทราบางน้ำเปรี้ยวดอนฉิมพลี,,2
ฉะเชิงเทรา,บางน้ำเปรี้ยว,บางขนาก,2,ฉะเชิงเทราบางน้ำเปรี้ยวบางขนาก,,2
ฉะเชิงเทรา,บางน้ำเปรี้ยว,บางน้ำเปรี้ยว,2,ฉะเชิงเทราบางน้ำเปรี้ยวบางน้ำเปรี้ยว,,2
ฉะเชิงเทรา,บางน้ำเปรี้ยว,บึงน้ำรักษ์,2,ฉะเชิงเทราบางน้ำเปรี้ยวบึงน้ำรักษ์,,2
ฉะเชิงเทรา,บางน้ำเปรี้ยว,โพรงอากาศ,2,ฉะเชิงเทราบางน้ำเปรี้ยวโพรงอากาศ,,2
ฉะเชิงเทรา,บางน้ำเปรี้ยว,โยธะกา,2,ฉะเชิงเทราบางน้ำเปรี้ยวโยธะกา,,2
ฉะเชิงเทรา,บางน้ำเปรี้ยว,ศาลาแดง,2,ฉะเชิงเทราบางน้ำเปรี้ยวศาลาแดง,,2
ฉะเชิงเทรา,บางน้ำเปรี้ยว,สิงโตทอง,2,ฉะเชิงเทราบางน้ำเปรี้ยวสิงโตทอง,,2
ฉะเชิงเทรา,บางน้ำเปรี้ยว,หมอนทอง,2,ฉะเชิงเทราบางน้ำเปรี้ยวหมอนทอง,,2
ฉะเชิงเทรา,บางปะกง,เขาดิน,4,ฉะเชิงเทราบางปะกงเขาดิน,,4
ฉะเชิงเทรา,บางปะกง,ท่าข้าม,4,ฉะเชิงเทราบางปะกงท่าข้าม,,4
ฉะเชิงเทรา,บางปะกง,ท่าสะอ้าน,4,ฉะเชิงเทราบางปะกงท่าสะอ้าน,,4
ฉะเชิงเทรา,บางปะกง,บางเกลือ,4,ฉะเชิงเทราบางปะกงบางเกลือ,,4
ฉะเชิงเทรา,บางปะกง,บางปะกง,4,ฉะเชิงเทราบางปะกงบางปะกง,,4
ฉะเชิงเทรา,บางปะกง,บางผึ้ง,4,ฉะเชิงเทราบางปะกงบางผึ้ง,,4
ฉะเชิงเทรา,บางปะกง,บางวัว,4,ฉะเชิงเทราบางปะกงบางวัว,,4
ฉะเชิงเทรา,บางปะกง,บางสมัคร,4,ฉะเชิงเทราบางปะกงบางสมัคร,,4
ฉะเชิงเทรา,บางปะกง,พิมพา,4,ฉะเชิงเทราบางปะกงพิมพา,,4
ฉะเชิงเทรา,บางปะกง,สองคลอง,4,ฉะเชิงเทราบางปะกงสองคลอง,,4
ฉะเชิงเทรา,บางปะกง,หนองจอก,4,ฉะเชิงเทราบางปะกงหนองจอก,,4
ฉะเชิงเทรา,บางปะกง,หอมศีล,4,ฉะเชิงเทราบางปะกงหอมศีล,,4
ฉะเชิงเทรา,บ้านโพธิ์,เกาะไร่,1,ฉะเชิงเทราบ้านโพธิ์เกาะไร่,,1
ฉะเชิงเทรา,บ้านโพธิ์,คลองขุด,3,ฉะเชิงเทราบ้านโพธิ์คลองขุด,,4
ฉะเชิงเทรา,บ้านโพธิ์,คลองบ้านโพธิ์,3,ฉะเชิงเทราบ้านโพธิ์คลองบ้านโพธิ์,,4
ฉะเชิงเทรา,บ้านโพธิ์,คลองประเวศ,1,ฉะเชิงเทราบ้านโพธิ์คลองประเวศ,,1
ฉะเชิงเทรา,บ้านโพธิ์,ดอนทราย,3,ฉะเชิงเทราบ้านโพธิ์ดอนทราย,,4
ฉะเชิงเทรา,บ้านโพธิ์,ท่าพลับ,3,ฉะเชิงเทราบ้านโพธิ์ท่าพลับ,,4
ฉะเชิงเทรา,บ้านโพธิ์,เทพราช,1,ฉะเชิงเทราบ้านโพธิ์เทพราช,,1
ฉะเชิงเทรา,บ้านโพธิ์,บางกรูด,1,ฉะเชิงเทราบ้านโพธิ์บางกรูด,,1
ฉะเชิงเทรา,บ้านโพธิ์,บางซ่อน,3,ฉะเชิงเทราบ้านโพธิ์บางซ่อน,,4
ฉะเชิงเทรา,บ้านโพธิ์,บ้านโพธิ์,3,ฉะเชิงเทราบ้านโพธิ์บ้านโพธิ์,,4
ฉะเชิงเทรา,บ้านโพธิ์,ลาดขวาง,3,ฉะเชิงเทราบ้านโพธิ์ลาดขวาง,,4
ฉะเชิงเทรา,บ้านโพธิ์,สนามจันทร์,3,ฉะเชิงเทราบ้านโพธิ์สนามจันทร์,,4
ฉะเชิงเทรา,บ้านโพธิ์,สิบเอ็ดศอก,3,ฉะเชิงเทราบ้านโพธิ์สิบเอ็ดศอก,,4
ฉะเชิงเทรา,บ้านโพธิ์,แสนภูดาษ,3,ฉะเชิงเทราบ้านโพธิ์แสนภูดาษ,,4
ฉะเชิงเทรา,บ้านโพธิ์,หนองตีนนก,3,ฉะเชิงเทราบ้านโพธิ์หนองตีนนก,,4
ฉะเชิงเทรา,บ้านโพธิ์,หนองบัว,3,ฉะเชิงเทราบ้านโพธิ์หนองบัว,,4
ฉะเชิงเทรา,บ้านโพธิ์,แหลมประดู่,3,ฉะเชิงเทราบ้านโพธิ์แหลมประดู่,,4
ฉะเชิงเทรา,แปลงยาว,แปลงยาว,4,ฉะเชิงเทราแปลงยาวแปลงยาว,,4
ฉะเชิงเทรา,แปลงยาว,วังเย็น,4,ฉะเชิงเทราแปลงยาววังเย็น,,4
ฉะเชิงเทรา,แปลงยาว,หนองไม้แก่น,4,ฉะเชิงเทราแปลงยาวหนองไม้แก่น,,4
ฉะเชิงเทรา,แปลงยาว,หัวสำโรง,4,ฉะเชิงเทราแปลงยาวหัวสำโรง,,4
ฉะเชิงเทรา,พนมสารคาม,เกาะขนุน,3,ฉะเชิงเทราพนมสารคามเกาะขนุน,,3
ฉะเชิงเทรา,พนมสารคาม,เขาหินซ้อน,3,ฉะเชิงเทราพนมสารคามเขาหินซ้อน,,3
ฉะเชิงเทรา,พนมสารคาม,ท่าถ่าน,3,ฉะเชิงเทราพนมสารคามท่าถ่าน,,3
ฉะเชิงเทรา,พนมสารคาม,บ้านซ่อง,3,ฉะเชิงเทราพนมสารคามบ้านซ่อง,,3
ฉะเชิงเทรา,พนมสารคาม,พนมสารคาม,2,ฉะเชิงเทราพนมสารคามพนมสารคาม,,2
ฉะเชิงเทรา,พนมสารคาม,เมืองเก่า,3,ฉะเชิงเทราพนมสารคามเมืองเก่า,,3
ฉะเชิงเทรา,พนมสารคาม,หนองยาว,2,ฉะเชิงเทราพนมสารคามหนองยาว,,2
ฉะเชิงเทรา,พนมสารคาม,หนองแหน,3,ฉะเชิงเทราพนมสารคามหนองแหน,,3
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองจุกกระเฌอ,1,ฉะเชิงเทราเมืองฉะเชิงเทราคลองจุกกระเฌอ,,1
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองนครเนื่องเขต,1,ฉะเชิงเทราเมืองฉะเชิงเทราคลองนครเนื่องเขต,,1
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองนา,1,ฉะเชิงเทราเมืองฉะเชิงเทราคลองนา,,1
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองเปรง,1,ฉะเชิงเทราเมืองฉะเชิงเทราคลองเปรง,,1
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองหลวงแพ่ง,1,ฉะเชิงเทราเมืองฉะเชิงเทราคลองหลวงแพ่ง,,1
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองอุดมชลจร,1,ฉะเชิงเทราเมืองฉะเชิงเทราคลองอุดมชลจร,,1
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,ท่าไข่,1,ฉะเชิงเทราเมืองฉะเชิงเทราท่าไข่,,1
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางกะไห,1,ฉะเชิงเทราเมืองฉะเชิงเทราบางกะไห,,1
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางแก้ว,1,ฉะเชิงเทราเมืองฉะเชิงเทราบางแก้ว,,1
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางขวัญ,1,ฉะเชิงเทราเมืองฉะเชิงเทราบางขวัญ,,1
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางตีนเป็ด,1,ฉะเชิงเทราเมืองฉะเชิงเทราบางตีนเป็ด,,1
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางเตย,1,ฉะเชิงเทราเมืองฉะเชิงเทราบางเตย,,1
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางไผ่,1,ฉะเชิงเทราเมืองฉะเชิงเทราบางไผ่,,1
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางพระ,1,ฉะเชิงเทราเมืองฉะเชิงเทราบางพระ,,1
ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บ้านใหม่,1,ฉะเชิงเทราเมืองฉะเชิงเทราบ้านใหม่,,1
