จังหวัด,อำเภอ,ตำบล,เขตเลือกตั้ง,index,เทศบาล,เขตเลือกตั้ง
ร้อยเอ็ด,จังหาร,ดินดำ,2,ร้อยเอ็ดจังหารดินดำ,,2
ร้อยเอ็ด,จังหาร,ปาฝา,2,ร้อยเอ็ดจังหารปาฝา,,2
ร้อยเอ็ด,จังหาร,ผักแว่น,2,ร้อยเอ็ดจังหารผักแว่น,,2
ร้อยเอ็ด,จังหาร,ม่วงลาด,2,ร้อยเอ็ดจังหารม่วงลาด,,2
ร้อยเอ็ด,จังหาร,ยางใหญ่,2,ร้อยเอ็ดจังหารยางใหญ่,,2
ร้อยเอ็ด,จังหาร,แสนชาติ,2,ร้อยเอ็ดจังหารแสนชาติ,,2
ร้อยเอ็ด,เชียงขวัญ,เชียงขวัญ,2,ร้อยเอ็ดเชียงขวัญเชียงขวัญ,,2
ร้อยเอ็ด,เชียงขวัญ,บ้านเขือง,2,ร้อยเอ็ดเชียงขวัญบ้านเขือง,,2
ร้อยเอ็ด,เชียงขวัญ,พระเจ้า,2,ร้อยเอ็ดเชียงขวัญพระเจ้า,,2
ร้อยเอ็ด,เชียงขวัญ,พระธาตุ,2,ร้อยเอ็ดเชียงขวัญพระธาตุ,,2
ร้อยเอ็ด,เชียงขวัญ,พลับพลา,2,ร้อยเอ็ดเชียงขวัญพลับพลา,,2
ร้อยเอ็ด,เชียงขวัญ,หมูม้น,2,ร้อยเอ็ดเชียงขวัญหมูม้น,,2
ร้อยเอ็ด,ทุ่งเขาหลวง,ทุ่งเขาหลวง,4,ร้อยเอ็ดทุ่งเขาหลวงทุ่งเขาหลวง,,4
ร้อยเอ็ด,ทุ่งเขาหลวง,เทอดไทย,5,ร้อยเอ็ดทุ่งเขาหลวงเทอดไทย,,5
ร้อยเอ็ด,ทุ่งเขาหลวง,บึงงาม,4,ร้อยเอ็ดทุ่งเขาหลวงบึงงาม,,4
ร้อยเอ็ด,ทุ่งเขาหลวง,มะบ้า,4,ร้อยเอ็ดทุ่งเขาหลวงมะบ้า,,4
ร้อยเอ็ด,ทุ่งเขาหลวง,เหล่า,5,ร้อยเอ็ดทุ่งเขาหลวงเหล่า,,5
ร้อยเอ็ด,ธวัชบุรี,เขวาทุ่ง,8,ร้อยเอ็ดธวัชบุรีเขวาทุ่ง,,8
ร้อยเอ็ด,ธวัชบุรี,ธงธานี,4,ร้อยเอ็ดธวัชบุรีธงธานี,,4
ร้อยเอ็ด,ธวัชบุรี,ธวัชบุรี,2,ร้อยเอ็ดธวัชบุรีธวัชบุรี,,2
ร้อยเอ็ด,ธวัชบุรี,นิเวศน์,5,ร้อยเอ็ดธวัชบุรีนิเวศน์,,5
ร้อยเอ็ด,ธวัชบุรี,บึงนคร,4,ร้อยเอ็ดธวัชบุรีบึงนคร,,4
ร้อยเอ็ด,ธวัชบุรี,ไพศาล,4,ร้อยเอ็ดธวัชบุรีไพศาล,,4
ร้อยเอ็ด,ธวัชบุรี,มะอึ,2,ร้อยเอ็ดธวัชบุรีมะอึ,,2
ร้อยเอ็ด,ธวัชบุรี,เมืองน้อย,8,ร้อยเอ็ดธวัชบุรีเมืองน้อย,,8
ร้อยเอ็ด,ธวัชบุรี,ราชธานี,8,ร้อยเอ็ดธวัชบุรีราชธานี,,8
ร้อยเอ็ด,ธวัชบุรี,หนองไผ่,5,ร้อยเอ็ดธวัชบุรีหนองไผ่,,5
ร้อยเอ็ด,ธวัชบุรี,หนองพอก,2,ร้อยเอ็ดธวัชบุรีหนองพอก,,2
ร้อยเอ็ด,ธวัชบุรี,อุ่มเม้า,5,ร้อยเอ็ดธวัชบุรีอุ่มเม้า,,5
ร้อยเอ็ด,ปทุมรัตต์,ขี้เหล็ก,7,ร้อยเอ็ดปทุมรัตต์ขี้เหล็ก,,7
ร้อยเอ็ด,ปทุมรัตต์,ดอกล้ำ,7,ร้อยเอ็ดปทุมรัตต์ดอกล้ำ,,7
ร้อยเอ็ด,ปทุมรัตต์,โนนสง่า,7,ร้อยเอ็ดปทุมรัตต์โนนสง่า,,7
ร้อยเอ็ด,ปทุมรัตต์,โนนสวรรค์,7,ร้อยเอ็ดปทุมรัตต์โนนสวรรค์,,7
ร้อยเอ็ด,ปทุมรัตต์,บัวแดง,7,ร้อยเอ็ดปทุมรัตต์บัวแดง,,7
ร้อยเอ็ด,ปทุมรัตต์,โพนสูง,7,ร้อยเอ็ดปทุมรัตต์โพนสูง,,7
ร้อยเอ็ด,ปทุมรัตต์,สระบัว,7,ร้อยเอ็ดปทุมรัตต์สระบัว,,7
ร้อยเอ็ด,ปทุมรัตต์,หนองแคน,7,ร้อยเอ็ดปทุมรัตต์หนองแคน,,7
ร้อยเอ็ด,พนมไพร,กุดน้ำใส,5,ร้อยเอ็ดพนมไพรกุดน้ำใส,,5
ร้อยเอ็ด,พนมไพร,ค้อใหญ่,5,ร้อยเอ็ดพนมไพรค้อใหญ่,,5
ร้อยเอ็ด,พนมไพร,คำไฮ,5,ร้อยเอ็ดพนมไพรคำไฮ,,5
ร้อยเอ็ด,พนมไพร,โคกสว่าง,5,ร้อยเอ็ดพนมไพรโคกสว่าง,,5
ร้อยเอ็ด,พนมไพร,ชานุวรรณ,5,ร้อยเอ็ดพนมไพรชานุวรรณ,,5
ร้อยเอ็ด,พนมไพร,นานวล,5,ร้อยเอ็ดพนมไพรนานวล,,5
ร้อยเอ็ด,พนมไพร,พนมไพร,5,ร้อยเอ็ดพนมไพรพนมไพร,,5
ร้อยเอ็ด,พนมไพร,โพธิ์ชัย,5,ร้อยเอ็ดพนมไพรโพธิ์ชัย,,5
ร้อยเอ็ด,พนมไพร,โพธิ์ใหญ่,5,ร้อยเอ็ดพนมไพรโพธิ์ใหญ่,,5
ร้อยเอ็ด,พนมไพร,วารีสวัสดิ์,5,ร้อยเอ็ดพนมไพรวารีสวัสดิ์,,5
ร้อยเอ็ด,พนมไพร,สระแก้ว,5,ร้อยเอ็ดพนมไพรสระแก้ว,,5
ร้อยเอ็ด,พนมไพร,แสนสุข,5,ร้อยเอ็ดพนมไพรแสนสุข,,5
ร้อยเอ็ด,พนมไพร,หนองทัพไทย,5,ร้อยเอ็ดพนมไพรหนองทัพไทย,,5
ร้อยเอ็ด,โพธิ์ชัย,ขามเปี้ย,2,ร้อยเอ็ดโพธิ์ชัยขามเปี้ย,,2
ร้อยเอ็ด,โพธิ์ชัย,คำพอุง,2,ร้อยเอ็ดโพธิ์ชัยคำพอุง,,2
ร้อยเอ็ด,โพธิ์ชัย,เชียงใหม่,2,ร้อยเอ็ดโพธิ์ชัยเชียงใหม่,,2
ร้อยเอ็ด,โพธิ์ชัย,ดอนโอง,2,ร้อยเอ็ดโพธิ์ชัยดอนโอง,,2
ร้อยเอ็ด,โพธิ์ชัย,บัวคำ,2,ร้อยเอ็ดโพธิ์ชัยบัวคำ,,2
ร้อยเอ็ด,โพธิ์ชัย,โพธิ์ศรี,2,ร้อยเอ็ดโพธิ์ชัยโพธิ์ศรี,,2
ร้อยเอ็ด,โพธิ์ชัย,สะอาด,2,ร้อยเอ็ดโพธิ์ชัยสะอาด,,2
ร้อยเอ็ด,โพธิ์ชัย,หนองตาไก้,2,ร้อยเอ็ดโพธิ์ชัยหนองตาไก้,,2
ร้อยเอ็ด,โพธิ์ชัย,อัคคะคำ,2,ร้อยเอ็ดโพธิ์ชัยอัคคะคำ,,2
ร้อยเอ็ด,โพนทราย,ท่าหาดยาว,6,ร้อยเอ็ดโพนทรายท่าหาดยาว,,6
ร้อยเอ็ด,โพนทราย,โพนทราย,6,ร้อยเอ็ดโพนทรายโพนทราย,,6
ร้อยเอ็ด,โพนทราย,ยางคำ,6,ร้อยเอ็ดโพนทรายยางคำ,,6
ร้อยเอ็ด,โพนทราย,ศรีสว่าง,6,ร้อยเอ็ดโพนทรายศรีสว่าง,,6
ร้อยเอ็ด,โพนทราย,สามขา,6,ร้อยเอ็ดโพนทรายสามขา,,6
ร้อยเอ็ด,โพนทอง,คำนาดี,2,ร้อยเอ็ดโพนทองคำนาดี,,2
ร้อยเอ็ด,โพนทอง,โคกกกม่วง,3,ร้อยเอ็ดโพนทองโคกกกม่วง,,3
ร้อยเอ็ด,โพนทอง,โคกสูง,4,ร้อยเอ็ดโพนทองโคกสูง,,4
ร้อยเอ็ด,โพนทอง,นาอุดม,2,ร้อยเอ็ดโพนทองนาอุดม,,2
ร้อยเอ็ด,โพนทอง,โนนชัยศรี,3,ร้อยเอ็ดโพนทองโนนชัยศรี,,3
ร้อยเอ็ด,โพนทอง,พรมสวรรค์,3,ร้อยเอ็ดโพนทองพรมสวรรค์,,3
ร้อยเอ็ด,โพนทอง,โพธิ์ทอง,3,ร้อยเอ็ดโพนทองโพธิ์ทอง,,3
ร้อยเอ็ด,โพนทอง,โพธิ์ศรีสว่าง,4,ร้อยเอ็ดโพนทองโพธิ์ศรีสว่าง,,4
ร้อยเอ็ด,โพนทอง,วังสามัคคี,3,ร้อยเอ็ดโพนทองวังสามัคคี,,3
ร้อยเอ็ด,โพนทอง,แวง,3,ร้อยเอ็ดโพนทองแวง,,3
ร้อยเอ็ด,โพนทอง,สระนกแก้ว,3,ร้อยเอ็ดโพนทองสระนกแก้ว,,3
ร้อยเอ็ด,โพนทอง,สว่าง,3,ร้อยเอ็ดโพนทองสว่าง,,3
ร้อยเอ็ด,โพนทอง,หนองใหญ่,3,ร้อยเอ็ดโพนทองหนองใหญ่,,3
ร้อยเอ็ด,โพนทอง,อุ่มเม่า,2,ร้อยเอ็ดโพนทองอุ่มเม่า,,2
ร้อยเอ็ด,เมยวดี,ชมสะอาด,3,ร้อยเอ็ดเมยวดีชมสะอาด,,3
ร้อยเอ็ด,เมยวดี,ชุมพร,3,ร้อยเอ็ดเมยวดีชุมพร,,3
ร้อยเอ็ด,เมยวดี,บุ่งเลิศ,3,ร้อยเอ็ดเมยวดีบุ่งเลิศ,,3
ร้อยเอ็ด,เมยวดี,เมยวดี,3,ร้อยเอ็ดเมยวดีเมยวดี,,3
ร้อยเอ็ด,เมืองร้อยเอ็ด,ขอนแก่น,1,ร้อยเอ็ดเมืองร้อยเอ็ดขอนแก่น,,1
ร้อยเอ็ด,เมืองร้อยเอ็ด,แคนใหญ่,1,ร้อยเอ็ดเมืองร้อยเอ็ดแคนใหญ่,,1
ร้อยเอ็ด,เมืองร้อยเอ็ด,ดงลาน,1,ร้อยเอ็ดเมืองร้อยเอ็ดดงลาน,,1
ร้อยเอ็ด,เมืองร้อยเอ็ด,นาโพธิ์,1,ร้อยเอ็ดเมืองร้อยเอ็ดนาโพธิ์,,1
ร้อยเอ็ด,เมืองร้อยเอ็ด,โนนตาล,1,ร้อยเอ็ดเมืองร้อยเอ็ดโนนตาล,,1
ร้อยเอ็ด,เมืองร้อยเอ็ด,โนนรัง,1,ร้อยเอ็ดเมืองร้อยเอ็ดโนนรัง,,1
ร้อยเอ็ด,เมืองร้อยเอ็ด,ในเมือง,1,ร้อยเอ็ดเมืองร้อยเอ็ดในเมือง,,1
ร้อยเอ็ด,เมืองร้อยเอ็ด,ปอภาร,1,ร้อยเอ็ดเมืองร้อยเอ็ดปอภาร,,1
ร้อยเอ็ด,เมืองร้อยเอ็ด,เมืองทอง,1,ร้อยเอ็ดเมืองร้อยเอ็ดเมืองทอง,,1
ร้อยเอ็ด,เมืองร้อยเอ็ด,รอบเมือง,1,ร้อยเอ็ดเมืองร้อยเอ็ดรอบเมือง,,1
ร้อยเอ็ด,เมืองร้อยเอ็ด,สะอาดสมบูรณ์,1,ร้อยเอ็ดเมืองร้อยเอ็ดสะอาดสมบูรณ์,,1
ร้อยเอ็ด,เมืองร้อยเอ็ด,สีแก้ว,1,ร้อยเอ็ดเมืองร้อยเอ็ดสีแก้ว,,1
ร้อยเอ็ด,เมืองร้อยเอ็ด,หนองแก้ว,1,ร้อยเอ็ดเมืองร้อยเอ็ดหนองแก้ว,,1
ร้อยเอ็ด,เมืองร้อยเอ็ด,หนองแวง,1,ร้อยเอ็ดเมืองร้อยเอ็ดหนองแวง,,1
ร้อยเอ็ด,เมืองร้อยเอ็ด,เหนือเมือง,1,ร้อยเอ็ดเมืองร้อยเอ็ดเหนือเมือง,,1
ร้อยเอ็ด,เมืองสรวง,กกกุง,7,ร้อยเอ็ดเมืองสรวงกกกุง,,7
ร้อยเอ็ด,เมืองสรวง,คูเมือง,7,ร้อยเอ็ดเมืองสรวงคูเมือง,,7
ร้อยเอ็ด,เมืองสรวง,เมืองสรวง,8,ร้อยเอ็ดเมืองสรวงเมืองสรวง,,8
ร้อยเอ็ด,เมืองสรวง,หนองผือ,8,ร้อยเอ็ดเมืองสรวงหนองผือ,,8
ร้อยเอ็ด,เมืองสรวง,หนองหิน,7,ร้อยเอ็ดเมืองสรวงหนองหิน,,7
ร้อยเอ็ด,ศรีสมเด็จ,บ้านบาก,8,ร้อยเอ็ดศรีสมเด็จบ้านบาก,,8
ร้อยเอ็ด,ศรีสมเด็จ,โพธิ์ทอง,8,ร้อยเอ็ดศรีสมเด็จโพธิ์ทอง,,8
ร้อยเอ็ด,ศรีสมเด็จ,โพธิ์สัย,8,ร้อยเอ็ดศรีสมเด็จโพธิ์สัย,,8
ร้อยเอ็ด,ศรีสมเด็จ,เมืองเปลือย,8,ร้อยเอ็ดศรีสมเด็จเมืองเปลือย,,8
ร้อยเอ็ด,ศรีสมเด็จ,ศรีสมเด็จ,8,ร้อยเอ็ดศรีสมเด็จศรีสมเด็จ,,8
ร้อยเอ็ด,ศรีสมเด็จ,สวนจิก,8,ร้อยเอ็ดศรีสมเด็จสวนจิก,,8
ร้อยเอ็ด,ศรีสมเด็จ,หนองแวงควง,8,ร้อยเอ็ดศรีสมเด็จหนองแวงควง,,8
ร้อยเอ็ด,ศรีสมเด็จ,หนองใหญ่,8,ร้อยเอ็ดศรีสมเด็จหนองใหญ่,,8
ร้อยเอ็ด,สุวรรณภูมิ,จำปาขัน,6,ร้อยเอ็ดสุวรรณภูมิจำปาขัน,,6
ร้อยเอ็ด,สุวรรณภูมิ,ช้างเผือก,6,ร้อยเอ็ดสุวรรณภูมิช้างเผือก,,6
ร้อยเอ็ด,สุวรรณภูมิ,ดอกไม้,6,ร้อยเอ็ดสุวรรณภูมิดอกไม้,,6
ร้อยเอ็ด,สุวรรณภูมิ,ทุ่งกุลา,6,ร้อยเอ็ดสุวรรณภูมิทุ่งกุลา,,6
ร้อยเอ็ด,สุวรรณภูมิ,ทุ่งศรีเมือง,6,ร้อยเอ็ดสุวรรณภูมิทุ่งศรีเมือง,,6
ร้อยเอ็ด,สุวรรณภูมิ,ทุ่งหลวง,6,ร้อยเอ็ดสุวรรณภูมิทุ่งหลวง,,6
ร้อยเอ็ด,สุวรรณภูมิ,นาใหญ่,6,ร้อยเอ็ดสุวรรณภูมินาใหญ่,,6
ร้อยเอ็ด,สุวรรณภูมิ,น้ำคำ,6,ร้อยเอ็ดสุวรรณภูมิน้ำคำ,,6
ร้อยเอ็ด,สุวรรณภูมิ,บ่อพันขัน,6,ร้อยเอ็ดสุวรรณภูมิบ่อพันขัน,,6
ร้อยเอ็ด,สุวรรณภูมิ,เมืองทุ่ง,6,ร้อยเอ็ดสุวรรณภูมิเมืองทุ่ง,,6
ร้อยเอ็ด,สุวรรณภูมิ,สระคู,6,ร้อยเอ็ดสุวรรณภูมิสระคู,,6
ร้อยเอ็ด,สุวรรณภูมิ,ห้วยหินลาด,6,ร้อยเอ็ดสุวรรณภูมิห้วยหินลาด,,6
ร้อยเอ็ด,สุวรรณภูมิ,หัวช้าง,6,ร้อยเอ็ดสุวรรณภูมิหัวช้าง,,6
ร้อยเอ็ด,สุวรรณภูมิ,หัวโทน,6,ร้อยเอ็ดสุวรรณภูมิหัวโทน,,6
ร้อยเอ็ด,สุวรรณภูมิ,หินกอง,6,ร้อยเอ็ดสุวรรณภูมิหินกอง,,6
ร้อยเอ็ด,เสลภูมิ,กลาง,4,ร้อยเอ็ดเสลภูมิกลาง,,4
ร้อยเอ็ด,เสลภูมิ,เกาะแก้ว,4,ร้อยเอ็ดเสลภูมิเกาะแก้ว,,4
ร้อยเอ็ด,เสลภูมิ,ขวัญเมือง,4,ร้อยเอ็ดเสลภูมิขวัญเมือง,,4
ร้อยเอ็ด,เสลภูมิ,ขวาว,4,ร้อยเอ็ดเสลภูมิขวาว,,4
ร้อยเอ็ด,เสลภูมิ,ท่าม่วง,4,ร้อยเอ็ดเสลภูมิท่าม่วง,,4
ร้อยเอ็ด,เสลภูมิ,นางาม,4,ร้อยเอ็ดเสลภูมินางาม,,4
ร้อยเอ็ด,เสลภูมิ,นาแซง,4,ร้อยเอ็ดเสลภูมินาแซง,,4
ร้อยเอ็ด,เสลภูมิ,นาเมือง,4,ร้อยเอ็ดเสลภูมินาเมือง,,4
ร้อยเอ็ด,เสลภูมิ,นาเลิง,4,ร้อยเอ็ดเสลภูมินาเลิง,,4
ร้อยเอ็ด,เสลภูมิ,บึงเกลือ,4,ร้อยเอ็ดเสลภูมิบึงเกลือ,,4
ร้อยเอ็ด,เสลภูมิ,พรสวรรค์,4,ร้อยเอ็ดเสลภูมิพรสวรรค์,,4
ร้อยเอ็ด,เสลภูมิ,โพธิ์ทอง,4,ร้อยเอ็ดเสลภูมิโพธิ์ทอง,,4
ร้อยเอ็ด,เสลภูมิ,ภูเงิน,4,ร้อยเอ็ดเสลภูมิภูเงิน,,4
ร้อยเอ็ด,เสลภูมิ,เมืองไพร,4,ร้อยเอ็ดเสลภูมิเมืองไพร,,4
ร้อยเอ็ด,เสลภูมิ,วังหลวง,4,ร้อยเอ็ดเสลภูมิวังหลวง,,4
ร้อยเอ็ด,เสลภูมิ,ศรีวิลัย,4,ร้อยเอ็ดเสลภูมิศรีวิลัย,,4
ร้อยเอ็ด,เสลภูมิ,หนองหลวง,4,ร้อยเอ็ดเสลภูมิหนองหลวง,,4
ร้อยเอ็ด,เสลภูมิ,เหล่าน้อย,4,ร้อยเอ็ดเสลภูมิเหล่าน้อย,,4
ร้อยเอ็ด,หนองพอก,กกโพธิ์,3,ร้อยเอ็ดหนองพอกกกโพธิ์,,3
ร้อยเอ็ด,หนองพอก,โคกสว่าง,3,ร้อยเอ็ดหนองพอกโคกสว่าง,,3
ร้อยเอ็ด,หนองพอก,ท่าสีดา,3,ร้อยเอ็ดหนองพอกท่าสีดา,,3
ร้อยเอ็ด,หนองพอก,บึงงาม,3,ร้อยเอ็ดหนองพอกบึงงาม,,3
ร้อยเอ็ด,หนองพอก,ผาน้ำย้อย,3,ร้อยเอ็ดหนองพอกผาน้ำย้อย,,3
ร้อยเอ็ด,หนองพอก,ภูเขาทอง,3,ร้อยเอ็ดหนองพอกภูเขาทอง,,3
ร้อยเอ็ด,หนองพอก,รอบเมือง,3,ร้อยเอ็ดหนองพอกรอบเมือง,,3
ร้อยเอ็ด,หนองพอก,หนองขุ่นใหญ่,3,ร้อยเอ็ดหนองพอกหนองขุ่นใหญ่,,3
ร้อยเอ็ด,หนองพอก,หนองพอก,3,ร้อยเอ็ดหนองพอกหนองพอก,,3
ร้อยเอ็ด,หนองฮี,ดูกอึ่ง,6,ร้อยเอ็ดหนองฮีดูกอึ่ง,,6
ร้อยเอ็ด,หนองฮี,เด่นราษฎร์,6,ร้อยเอ็ดหนองฮีเด่นราษฎร์,,6
ร้อยเอ็ด,หนองฮี,สาวแห,6,ร้อยเอ็ดหนองฮีสาวแห,,6
ร้อยเอ็ด,หนองฮี,หนองฮี,5,ร้อยเอ็ดหนองฮีหนองฮี,,5
ร้อยเอ็ด,อาจสามารถ,ขี้เหล็ก,8,ร้อยเอ็ดอาจสามารถขี้เหล็ก,,8
ร้อยเอ็ด,อาจสามารถ,บ้านแจ้ง,5,ร้อยเอ็ดอาจสามารถบ้านแจ้ง,,5
ร้อยเอ็ด,อาจสามารถ,บ้านดู่,8,ร้อยเอ็ดอาจสามารถบ้านดู่,,8
ร้อยเอ็ด,อาจสามารถ,โพนเมือง,5,ร้อยเอ็ดอาจสามารถโพนเมือง,,5
ร้อยเอ็ด,อาจสามารถ,หนองขาม,5,ร้อยเอ็ดอาจสามารถหนองขาม,,5
ร้อยเอ็ด,อาจสามารถ,หนองบัว,8,ร้อยเอ็ดอาจสามารถหนองบัว,,8
ร้อยเอ็ด,อาจสามารถ,หนองหมื่นถ่าน,5,ร้อยเอ็ดอาจสามารถหนองหมื่นถ่าน,,5
ร้อยเอ็ด,อาจสามารถ,หน่อม,5,ร้อยเอ็ดอาจสามารถหน่อม,,5
ร้อยเอ็ด,อาจสามารถ,โหรา,8,ร้อยเอ็ดอาจสามารถโหรา,,8
ร้อยเอ็ด,อาจสามารถ,อาจสามารถ,5,ร้อยเอ็ดอาจสามารถอาจสามารถ,,5
ระนอง,กระบุรี,จ.ป.ร.,1,ระนองกระบุรีจ.ป.ร.,,1
ระนอง,กระบุรี,น้ำจืด,1,ระนองกระบุรีน้ำจืด,,1
ระนอง,กระบุรี,น้ำจืดน้อย,1,ระนองกระบุรีน้ำจืดน้อย,,1
ระนอง,กระบุรี,บางใหญ่,1,ระนองกระบุรีบางใหญ่,,1
ระนอง,กระบุรี,ปากจั่น,1,ระนองกระบุรีปากจั่น,,1
ระนอง,กระบุรี,มะมุ,1,ระนองกระบุรีมะมุ,,1
ระนอง,กระบุรี,ลำเลียง,1,ระนองกระบุรีลำเลียง,,1
ระนอง,กะเปอร์,กะเปอร์,1,ระนองกะเปอร์กะเปอร์,,1
ระนอง,กะเปอร์,เชี่ยวเหลียง,1,ระนองกะเปอร์เชี่ยวเหลียง,,1
ระนอง,กะเปอร์,บางหิน,1,ระนองกะเปอร์บางหิน,,1
ระนอง,กะเปอร์,บ้านนา,1,ระนองกะเปอร์บ้านนา,,1
ระนอง,กะเปอร์,ม่วงกลวง,1,ระนองกะเปอร์ม่วงกลวง,,1
ระนอง,เมืองระนอง,เกาะพยาม,1,ระนองเมืองระนองเกาะพยาม,,1
ระนอง,เมืองระนอง,เขานิเวศน์,1,ระนองเมืองระนองเขานิเวศน์,,1
ระนอง,เมืองระนอง,ทรายแดง,1,ระนองเมืองระนองทรายแดง,,1
ระนอง,เมืองระนอง,บางนอน,1,ระนองเมืองระนองบางนอน,,1
ระนอง,เมืองระนอง,บางริ้น,1,ระนองเมืองระนองบางริ้น,,1
ระนอง,เมืองระนอง,ปากน้ำ,1,ระนองเมืองระนองปากน้ำ,,1
ระนอง,เมืองระนอง,ราชกรูด,1,ระนองเมืองระนองราชกรูด,,1
ระนอง,เมืองระนอง,หงาว,1,ระนองเมืองระนองหงาว,,1
ระนอง,เมืองระนอง,หาดส้มแป้น,1,ระนองเมืองระนองหาดส้มแป้น,,1
ระนอง,ละอุ่น,ในวงใต้,1,ระนองละอุ่นในวงใต้,,1
ระนอง,ละอุ่น,ในวงเหนือ,1,ระนองละอุ่นในวงเหนือ,,1
ระนอง,ละอุ่น,บางแก้ว,1,ระนองละอุ่นบางแก้ว,,1
ระนอง,ละอุ่น,บางพระใต้,1,ระนองละอุ่นบางพระใต้,,1
ระนอง,ละอุ่น,บางพระเหนือ,1,ระนองละอุ่นบางพระเหนือ,,1
ระนอง,ละอุ่น,ละอุ่นใต้,1,ระนองละอุ่นละอุ่นใต้,,1
ระนอง,ละอุ่น,ละอุ่นเหนือ,1,ระนองละอุ่นละอุ่นเหนือ,,1
ระนอง,สุขสำราญ,กำพวน,1,ระนองสุขสำราญกำพวน,,1
ระนอง,สุขสำราญ,นาคา,1,ระนองสุขสำราญนาคา,,1
ระยอง,แกลง,กระแสบน,3,ระยองแกลงกระแสบน,,3
ระยอง,แกลง,กร่ำ,3,ระยองแกลงกร่ำ,,3
ระยอง,แกลง,กองดิน,3,ระยองแกลงกองดิน,,3
ระยอง,แกลง,คลองปูน,3,ระยองแกลงคลองปูน,,3
ระยอง,แกลง,ชากโดน,3,ระยองแกลงชากโดน,,3
ระยอง,แกลง,ชากพง,3,ระยองแกลงชากพง,,3
ระยอง,แกลง,ทางเกวียน,3,ระยองแกลงทางเกวียน,,3
ระยอง,แกลง,ทุ่งควายกิน,3,ระยองแกลงทุ่งควายกิน,,3
ระยอง,แกลง,เนินฆ้อ,3,ระยองแกลงเนินฆ้อ,,3
ระยอง,แกลง,บ้านนา,3,ระยองแกลงบ้านนา,,3
ระยอง,แกลง,ปากน้ำกระแส,3,ระยองแกลงปากน้ำกระแส,,3
ระยอง,แกลง,พังราด,3,ระยองแกลงพังราด,,3
ระยอง,แกลง,วังหว้า,3,ระยองแกลงวังหว้า,,3
ระยอง,แกลง,สองสลึง,3,ระยองแกลงสองสลึง,,3
ระยอง,แกลง,ห้วยยาง,3,ระยองแกลงห้วยยาง,,3
ระยอง,เขาชะเมา,เขาน้อย,3,ระยองเขาชะเมาเขาน้อย,,3
ระยอง,เขาชะเมา,ชำฆ้อ,3,ระยองเขาชะเมาชำฆ้อ,,3
ระยอง,เขาชะเมา,น้ำเป็น,3,ระยองเขาชะเมาน้ำเป็น,,3
ระยอง,เขาชะเมา,ห้วยทับมอญ,3,ระยองเขาชะเมาห้วยทับมอญ,,3
ระยอง,นิคมพัฒนา,นิคมพัฒนา,5,ระยองนิคมพัฒนานิคมพัฒนา,,5
ระยอง,นิคมพัฒนา,พนานิคม,5,ระยองนิคมพัฒนาพนานิคม,,5
ระยอง,นิคมพัฒนา,มะขามคู่,5,ระยองนิคมพัฒนามะขามคู่,,5
ระยอง,นิคมพัฒนา,มาบข่า,5,ระยองนิคมพัฒนามาบข่า,,5
ระยอง,บ้านค่าย,ชากบก,4,ระยองบ้านค่ายชากบก,,4
ระยอง,บ้านค่าย,ตาขัน,1,ระยองบ้านค่ายตาขัน,,1
ระยอง,บ้านค่าย,บางบุตร,4,ระยองบ้านค่ายบางบุตร,,4
ระยอง,บ้านค่าย,บ้านค่าย,4,ระยองบ้านค่ายบ้านค่าย,,4
ระยอง,บ้านค่าย,หนองตะพาน,4,ระยองบ้านค่ายหนองตะพาน,,4
ระยอง,บ้านค่าย,หนองบัว,4,ระยองบ้านค่ายหนองบัว,,4
ระยอง,บ้านค่าย,หนองละลอก,4,ระยองบ้านค่ายหนองละลอก,,4
ระยอง,บ้านฉาง,บ้านฉาง,5,ระยองบ้านฉางบ้านฉาง,,5
ระยอง,บ้านฉาง,พลา,5,ระยองบ้านฉางพลา,,5
ระยอง,บ้านฉาง,สำนักท้อน,5,ระยองบ้านฉางสำนักท้อน,,5
ระยอง,ปลวกแดง,ตาสิทธิ์,4,ระยองปลวกแดงตาสิทธิ์,,4
ระยอง,ปลวกแดง,ปลวกแดง,4,ระยองปลวกแดงปลวกแดง,,4
ระยอง,ปลวกแดง,มาบยางพร,4,ระยองปลวกแดงมาบยางพร,,4
ระยอง,ปลวกแดง,แม่น้ำคู้,5,ระยองปลวกแดงแม่น้ำคู้,,5
ระยอง,ปลวกแดง,ละหาร,4,ระยองปลวกแดงละหาร,,4
ระยอง,ปลวกแดง,หนองไร่,4,ระยองปลวกแดงหนองไร่,,4
ระยอง,เมืองระยอง,กะเฉด,2,ระยองเมืองระยองกะเฉด,,2
ระยอง,เมืองระยอง,แกลง,2,ระยองเมืองระยองแกลง,,2
ระยอง,เมืองระยอง,เชิงเนิน,2,ระยองเมืองระยองเชิงเนิน,,2
ระยอง,เมืองระยอง,ตะพง,2,ระยองเมืองระยองตะพง,,2
ระยอง,เมืองระยอง,ทับมา,1,ระยองเมืองระยองทับมา,,1
ระยอง,เมืองระยอง,ท่าประดู่,2,ระยองเมืองระยองท่าประดู่,,2
ระยอง,เมืองระยอง,นาตาขวัญ,1,ระยองเมืองระยองนาตาขวัญ,,1
ระยอง,เมืองระยอง,น้ำคอก,1,ระยองเมืองระยองน้ำคอก,,1
