number,title_name,title,name,party,mptype,province,zone,gender,birthdate*,education*,exoccupation*
34,นายไพเราะ แสงสีดำ,นาย,ไพเราะ แสงสีดำ,เสมอภาค,บัญชีรายชื่อ,,,male,,,
35,นายสรวิชญ์ จันทลือชา,นาย,สรวิชญ์ จันทลือชา,เสมอภาค,บัญชีรายชื่อ,,,male,,,
36,นายนพนน เกิดสุข,นาย,นพนน เกิดสุข,เสมอภาค,บัญชีรายชื่อ,,,male,,,
37,นายตุ๊ ปรึกษา,นาย,ตุ๊ ปรึกษา,เสมอภาค,บัญชีรายชื่อ,,,male,,,
38,นายพุทธา สุขเกษม,นาย,พุทธา สุขเกษม,เสมอภาค,บัญชีรายชื่อ,,,male,,,
39,นายพชร วอแพง,นาย,พชร วอแพง,เสมอภาค,บัญชีรายชื่อ,,,male,,,
40,นายสันติ พันธโครต,นาย,สันติ พันธโครต,เสมอภาค,บัญชีรายชื่อ,,,male,,,
41,นายสุวิทย์ วงศ์ศรีวงศ์,นาย,สุวิทย์ วงศ์ศรีวงศ์,เสมอภาค,บัญชีรายชื่อ,,,male,,,
1,นายวราวุธ ศิลปอาชา,นาย,วราวุธ ศิลปอาชา,ชาติไทยพัฒนา,บัญชีรายชื่อ,,,male,,,
2,นายชาติชาย พยุหนาวีชัย,นาย,ชาติชาย พยุหนาวีชัย,ชาติไทยพัฒนา,บัญชีรายชื่อ,,,male,,,
3,นายนิกร จำนง,นาย,นิกร จำนง,ชาติไทยพัฒนา,บัญชีรายชื่อ,,,male,,,
4,นางนันทพร ดำรงพงศ์,นาง,นันทพร ดำรงพงศ์,ชาติไทยพัฒนา,บัญชีรายชื่อ,,,female,,,
5,นายกนก วงษ์ตระหง่าน,นาย,กนก วงษ์ตระหง่าน,ชาติไทยพัฒนา,บัญชีรายชื่อ,,,male,,,
6,นายสันติ กีระนันทน์,นาย,สันติ กีระนันทน์,ชาติไทยพัฒนา,บัญชีรายชื่อ,,,male,,,
7,นายนิติวัฒน์ จันทร์สว่าง,นาย,นิติวัฒน์ จันทร์สว่าง,ชาติไทยพัฒนา,บัญชีรายชื่อ,,,male,,,
8,นางสาวทัศน์ลักษณ์ ปัตตพงศ์ภัช,นางสาว,ทัศน์ลักษณ์ ปัตตพงศ์ภัช,ชาติไทยพัฒนา,บัญชีรายชื่อ,,,female,,,
9,นางสาวสุจิตรา ทรงมัจฉา,นางสาว,สุจิตรา ทรงมัจฉา,ชาติไทยพัฒนา,บัญชีรายชื่อ,,,female,,,
10,นางสาวพัชรี โพธสุธน,นางสาว,พัชรี โพธสุธน,ชาติไทยพัฒนา,บัญชีรายชื่อ,,,female,,,
11,นายสัมพันธ์ แป้นพัฒน์,นาย,สัมพันธ์ แป้นพัฒน์,ชาติไทยพัฒนา,บัญชีรายชื่อ,,,male,,,
12,นายอุดมศักดิ์ ศรีสุทิวา,นาย,อุดมศักดิ์ ศรีสุทิวา,ชาติไทยพัฒนา,บัญชีรายชื่อ,,,male,,,
13,นายวิทยา ศรีชมภู,นาย,วิทยา ศรีชมภู,ชาติไทยพัฒนา,บัญชีรายชื่อ,,,male,,,
14,นายสุขสันต์ วัฒนไกร,นาย,สุขสันต์ วัฒนไกร,ชาติไทยพัฒนา,บัญชีรายชื่อ,,,male,,,
15,นายรัฐชทรัพย์ นิชิด้า,นาย,รัฐชทรัพย์ นิชิด้า,ชาติไทยพัฒนา,บัญชีรายชื่อ,,,male,,,
16,นายธานี ฉัตรนภารัตน์,นาย,ธานี ฉัตรนภารัตน์,ชาติไทยพัฒนา,บัญชีรายชื่อ,,,male,,,
17,นายมานิต สถาปนพิทักษ์กิจ,นาย,มานิต สถาปนพิทักษ์กิจ,ชาติไทยพัฒนา,บัญชีรายชื่อ,,,male,,,
12,จ่าสิบตรีดาบเพชร ชัยสงคราม,จ่าสิบตรี,ดาบเพชร ชัยสงคราม,คลองไทย,เขต,สกลนคร,1,male,,,
19,นายปรเมศวร์ กุมารบุญ,นาย,ปรเมศวร์ กุมารบุญ,ชาติไทยพัฒนา,บัญชีรายชื่อ,,,male,,,
20,นายอาชวิทธิ์ เจิงกลิ่นจันทน์,นาย,อาชวิทธิ์ เจิงกลิ่นจันทน์,ชาติไทยพัฒนา,บัญชีรายชื่อ,,,male,,,
21,นายภิเศก สายชนะพัน,นาย,ภิเศก สายชนะพัน,ชาติไทยพัฒนา,บัญชีรายชื่อ,,,male,,,
22,นายสุรพงษ์ พรมเท้า,นาย,สุรพงษ์ พรมเท้า,ชาติไทยพัฒนา,บัญชีรายชื่อ,,,male,,,
23,นายสกนธ์ บุญศรีสุวรรณ,นาย,สกนธ์ บุญศรีสุวรรณ,ชาติไทยพัฒนา,บัญชีรายชื่อ,,,male,,,
