Number,Title,Name,PartyName,MpType,IsMp,IsPmCandidate,MpProvince,MpZone,MpList,companyType,totalValueShare,countCompShare,countDirector,totalPctShare
,นาย,นรสิงห์ โคตะนนท์,พลังสังคมใหม่,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,เลิศมงคล คงเจริญ,พลังสังคมใหม่,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,วรพัทธ์ คงสะอาด,พลังสังคมใหม่,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,พรชัย วิมลศุภวงศ์,พลังสังคมใหม่,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาง,พัชรินทร์ พิมพา,พลังสังคมใหม่,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,สมเกียรติ แก้วสิมมา,พลังสังคมใหม่,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,ศราวุฒิ ปรีดากัญญารัตน์,พลังสังคมใหม่,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นางสาว,แสงอัมพา หริมูลวงศ์,พลังสังคมใหม่,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,ศิริศักดิ์ นาชัยเงิน,พลังสังคมใหม่,บัญชีรายชื่อ,false,false,,,,"['G', 'C']",783798,1,1,0.01
,ว่าที่ร้อยตรี,สัญญา ฉายาวิก,กรีน,บัญชีรายชื่อ,false,false,,,,['F'],0,0,1,0.0
,นางสาว,พรตชนก ชื่นชอบ,พลังสังคมใหม่,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,มุกดิ์หาญ สโมสร,พลังสังคมใหม่,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,นวพัฒน์ มโนหวัน,พลังสังคมใหม่,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,ภราดร ดลภราดร,พลังสังคมใหม่,บัญชีรายชื่อ,false,false,,,,['F'],0,0,1,0.0
,นาย,นพมาศ พานมาตย์,พลังสังคมใหม่,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
1.0,ว่าที่ร้อยตรีหญิง,อรพรรณ จันตาเรือง,ก้าวไกล,แบ่งเขต,false,false,เชียงใหม่,6.0,,[],0,0,0,0.0
,นาย,สุรชา รณคนา,พลังสังคมใหม่,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,อดิศักดิ์ ไชยรัตน์,พลังสังคมใหม่,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,เรณู ผิวขาว,พลังสังคมใหม่,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,ปุนภพ คงเจริญเขต,พลังสังคมใหม่,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,บุญธรรม วายุบัตร,พลังสังคมใหม่,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,ณะไพโรจน์ พัวจันทร์ดี,พลังสังคมใหม่,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,มาริษ คุณากร,พลังสังคมใหม่,บัญชีรายชื่อ,false,false,,,,"['R', 'G']",49026,2,0,0.0
,นาย,ปรีดา บุญเพลิง,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,"['P', 'G', 'G']",0,0,3,0.0
,นาย,ไพโรจน์ กระจ่างพันธ์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,สิริชัย วงศ์พัฒนกิจ,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,['M'],11116560,1,0,0.11
8.0,จ่าเอก,ธีรสุต มีอินทร์,ก้าวไกล,แบ่งเขต,false,false,ชุมพร,1.0,,['C'],432900,1,0,0.0
,นาย,จีระพงษ์ ถนอมดำรงศักดิ์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,คมกริช พุดดี,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,ตรีเพชร ศรีกระภา,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,กัมปนาท มูลโต,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,สินสมุทร สมัยพิทักษ์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,ปรัชญา มั่นทน,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,พิศณุ ภูชงค์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,วิชาญ ช่างวาด,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,มาคอรี บูละ,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,อนุชา ทองสงค์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,ศิลป์ชัย อาจภักดี,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,สิบตรี,สมยศ นุริตานนท์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นางสาว,เพ็ญศรี สุขกาล,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาง,สร้อยสุดา นาคอนุเคราะห์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,ไกรพจน์ บุญประเสริฐ,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,ยศวิน ทศโยธิน,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,กิจการ ศรีพระพร,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,"['G', 'G', 'C', 'G', 'J', 'G']",275127,5,1,0.0
,นาย,กำจร วงศ์จันทรวิรัช,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,สุบิน เมืองโครต,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,ประเวช คำสวัสดิ์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,วินัย นาคนิรันดร์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,สุริยา เรียนสร้อย,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,"['F', 'G', 'C', 'G']",-628584,4,0,-0.01
,นาย,เสถียร แตะยา,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,เกียรติภัช เกิดรี,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,มานพ อ่วมสถิตย์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,สุธี ลีกระจ่าง,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นางสาว,ปรางชิด ไชนาท,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,สุนาย ศาลารมย์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,['G'],0,0,1,0.0
,นาย,วิสิษฐ์พล ฟักเกตุ,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาง,พัน แสนคำ,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,['F'],0,0,1,0.0
,นาย,ณัฐดนัย สามภักดี,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,เวโรจน์ ฤทธิรงค์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,เพชร คงวิชาการ,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,เสริญ สุขเกษม,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,สะมาแอ กูโน,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,สมพงษ์ สุรเดช,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,เดชาธร สุขวัฒน์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,อนันต์ เกตุสุภะ,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,สุวรรณ ธนะวงศ์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,ชาญวิช ฤทธิรงค์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,คมสันต์ ดลรัศมี,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นางสาว,สุนิสา โสรถาวร,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,เสรีชน ศรีบุตร,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,ถนอมทรัพย์ สุขศรี,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,คำตัน สนทอง,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นางสาว,ศศนนท ดิลกสุนทร,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,จำรัส ไกยสิทธิ์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,"['F', 'F', 'G']",0,0,3,0.0
,นาย,ดำเนิน โพธิ์แจ้ง,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,ภาสกร อ่อนภักดี,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,สิทธิพร ดีบุญมี ณ ชุมแพ,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาง,กนกนภา เลี้ยงประยูร,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,เฉลิมศักดิ์ กลิ่นบัว,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,อับดุลวาฮับ เจ๊ะแล,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,อดุลย์ ดอรอเงาะ,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,อนุทิน ชาญวีรกูล,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,"['F', 'K', 'L', 'L', 'L', 'L', 'L', 'C', 'L', 'F']",0,0,10,0.0
,นาย,ศักดิ์สยาม ชิดชอบ,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,['F'],0,0,1,0.0
,นาย,ทรงศักดิ์ ทองศรี,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,ชลัฐ รัชกิจประการ,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,['G'],745184,1,0,0.01
,นางสาว,ชนม์ทิดา อัศวเหม,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,"['G', 'G']",140541942,1,1,1.42
,นาย,นันทนา สงฆ์ประชา,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,['L'],-12354107,1,0,-0.12
,นาย,พุทธิพงษ์ ปุณณกันต์,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,['G'],0,0,1,0.0
,นาย,ศุภชัย ใจสมุทร,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,"['I', 'M', 'N']",0,0,3,0.0
,นางสาว,ไตรศุลี ไตรสรณกุล,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,"['G', 'C', 'N', 'G']",48851,1,3,0.0
,นาง,ศุภมาส อิศรภักดี,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,['C'],0,0,1,0.0
,นาย,สรอรรถ กลิ่นประทุม,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นางสาว,เรวดี รัศมิทัต,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,นัจมุดดีน อูมา,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,"['I', 'F']",136134,1,1,0.0
,นาย,กิตติชัย เอ่งฉ้วน,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,"['R', 'G', 'P', 'N', 'F', 'G', 'J']",-217619,1,6,0.0
,นาย,ปวรรณ วิลาวัลย์ ศรีจันทร์งาม,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,มารุต มัสยวาณิช,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,"['G', 'A', 'H', 'C', 'H']",0,0,5,0.0
,นาย,ภิญโญ นิโรจน์,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,"['R', 'K']",-352883,1,1,0.0
,นาย,ปารเมศ โพธารากุล,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,"['F', 'I', 'N', 'L']",0,0,4,0.0
,นาย,อารี ไกรนรา,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,สามารถ แก้วมีชัย,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,"['F', 'F', 'N', 'G', 'L', 'L', 'L']",0,0,7,0.0
,นางสาว,อนุสรี ทับสุวรรณ,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,เอกสิทธิ์ คุณานันทกุล,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,"['G', 'G', 'L', 'L', 'N', 'G', 'L', 'G', 'H', 'G', 'L', 'G', 'L', 'H', 'G', 'C', 'E', 'L', 'C', 'C', 'H', 'M', 'M', 'G', 'G', 'L', 'M', 'N', 'E', 'L', 'G', 'G', 'G', 'G', 'C', 'G', 'C', 'G', 'C']",154476132,27,12,1.56
,นาย,บุญดำรง ประเสริฐโสภา,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,จำรัส คำรอด,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,เพิ่มพูน ทองศรี,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,['G'],1463191,1,0,0.01
,นาย,สวาป เผ่าประทาน,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,"['G', 'F', 'F', 'G']",0,0,4,0.0
,นาย,สุพล ฟองงาม,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,สุชาติ โชคชัยวัฒนากร,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,วิรัช พันธุมะผล,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,"['K', 'C']",0,0,2,0.0
,นาย,เกษมสันต์ มีทิพย์,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,"['C', 'G', 'G']",182775,2,1,0.0
,นาย,เขมพล อุ้ยตยะกุล,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,"['G', 'R']",826956,1,1,0.01
,นาย,กมล รอดคล้าย,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,"['N', 'C']",0,0,2,0.0
,นาย,ปราโมทย์ แสงอรุณ,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,"['N', 'N']",0,0,2,0.0
,นาย,องอาจ ปัญญาชาติรักษ์,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,"['C', 'G', 'G', 'G', 'N', 'C']",0,4,2,0.0
,นาย,ศิริศักดิ์ ร่วมพัฒนา,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,['F'],0,0,1,0.0
,นาย,พิเชษฐ หาญจางสิทธิ์,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,ณรงค์ จงแจ่มฟ้า,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,ญะฟาร์ นววานิช,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,"['G', 'C']",617477,1,1,0.01
,นางสาว,ปาตีเมาะ เปาะอิแตดาโอะ,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,พิกิฏ ศรีชนะ,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,"['A', 'G']",0,0,2,0.0
,นาย,มนตรี รักษ์ศรีทอง,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาง,อภิสมา โพธารากุล,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาง,อรุณี ลิ้มมณี,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,['N'],0,0,1,0.0
,นาย,คณนาถ หมื่นหนู,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,['F'],0,0,1,0.0
,นางสาว,จุฬาลักษณ์ ด้วงทอง,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาง,วรรณะ ระเด่นอาหมัด,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,"['C', 'G', 'C']",505624,1,2,0.01
,นาย,เนติวิทย์ ขาวดี,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,โปรดปราน โต๊ะราหนี,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,ธนิศร์ ศรีประเทศ,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,ดาโต๊ะสรีสุธิพันธ์ ศรีริกานนท์,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,"['A', 'M', 'G', 'L', 'I', 'F', 'G', 'L', 'F']",-229273,4,5,0.0
,นาย,ศิลปชัย บุญราย,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,['G'],0,0,1,0.0
,นาย,ฟุรกร คอลอราแม,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,ลัทธจิต มีรักษ์,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,ปรีดา มนตรี,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,['F'],0,0,1,0.0
,นาย,สุกษม อามระดิษ,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,"['G', 'S', 'S', 'S', 'A']",95218,4,1,0.0
,นางสาว,ณิฐ์ภาวรรณย์ แตงเอี่ยม,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,ณรงค์กรณ์ คำแปง,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,อารมณ์ เวียงด้าน,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นางสาว,อิสราพร บูรณอรรจน์,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
,นาย,ธงธรรม ภูอ่าว,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,"['A', 'M', 'F', 'F', 'F']",0,2,3,0.0
,นาง,มยุรี ดำเนินผล,ภูมิใจไทย,บัญชีรายชื่อ,false,false,,,,[],0,0,0,0.0
